;config_640_avg
Standard_Acc;78,1047
RMSCE;0,0381
gaussian_noise;67,6309
shot_noise;70,1247
impulse_noise;67,7307
defocus_blur;74,7132
glass_blur;76,2594
motion_blur;74,0150
zoom_blur;73,8155
snow;58,0549
frost;55,2120
fog;60,2993
brightness;73,8155
contrast;67,7307
elastic_transform;76,4589
pixelate;77,6060
jpeg_compression;75,9601
speckle_noise;69,8753
gaussian_blur;69,7756
spatter;72,3192
saturate;59,7506
blue_noise;70,9227
brownish_noise;49,7257
checkerboard_cutout;36,0100
circular_motion_blur;70,0748
inverse_sparkles;68,5786
lines;43,7406
pinch_and_twirl;32,9676
ripple;38,0549
sparkles;64,2893
transverse_chromatic_abberation;74,6633
Acc_C-all-19;69,5341
Acc_C-original-15;69,9618
Acc_C-bar-10;54,9027
Acc_all-ex-pixelwise-noise-24;63,4954
RMSCE_C;0,1006
uniform-l1,24.476,False,max;78,1546
uniform-l2,0.666,False,max;78,1047
uniform-linf,0.05294,False,max;75,2618
uniform-l0.5,25000.0,True,max;78,3541
uniform-l1,25.0,True,max;78,2045
uniform-l2,0.5,True,max;78,5037
uniform-l10,0.03,True,max;78,2045
uniform-l50,0.02,True,max;78,4040
uniform-linf,0.01,True,max;78,1047
uniform-l0-impulse,0.01,True,max;76,2095
uniform-l0-impulse,0.02,True,max;72,0698
uniform-l0-impulse,0.05,True,max;62,6434
uniform-l0-impulse,0.1,True,max;56,9576
uniform-l0-impulse,0.2,True,max;53,6658
uniform-l0-impulse,0.5,True,max;58,5536
uniform-l0.5,50000.0,False,max;78,2544
uniform-l0.5,100000.0,False,max;76,3092
uniform-l0.5,200000.0,False,max;71,2219
uniform-l0.5,500000.0,False,max;61,1471
uniform-l0.5,1000000.0,False,max;50,5237
uniform-l0.5,2000000.0,False,max;47,8304
uniform-l1,20.0,False,max;78,3541
uniform-l1,50.0,False,max;77,0574
uniform-l1,100.0,False,max;72,3691
uniform-l1,200.0,False,max;65,5860
uniform-l1,500.0,False,max;46,9825
uniform-l1,1000.0,False,max;46,6833
uniform-l2,0.5,False,max;78,6534
uniform-l2,1.0,False,max;77,7057
uniform-l2,2.0,False,max;74,5636
uniform-l2,5.0,False,max;65,9850
uniform-l2,10.0,False,max;51,2219
uniform-l2,20.0,False,max;43,2918
uniform-l10,0.02,False,max;78,0549
uniform-l10,0.05,False,max;78,2045
uniform-l10,0.1,False,max;75,6608
uniform-l10,0.2,False,max;69,0773
uniform-l10,0.5,False,max;56,0599
uniform-l10,1.0,False,max;42,9925
uniform-l50,0.01,False,max;78,2045
uniform-l50,0.02,False,max;78,1047
uniform-l50,0.05,False,max;76,7581
uniform-l50,0.1,False,max;70,2743
uniform-l50,0.2,False,max;62,9426
uniform-l50,0.5,False,max;42,1945
uniform-linf,0.01,False,max;78,2045
uniform-linf,0.02,False,max;78,2045
uniform-linf,0.05,False,max;76,3092
uniform-linf,0.1,False,max;70,2244
uniform-linf,0.2,False,max;62,0449
uniform-linf,0.5,False,max;41,1970
Class Separation Robustness;77,1737
imperceptible Robustness;78,2959
Average p-norm robustness;65,6798
