;config_620_avg;config_620_std;config_620_run_0;config_620_run_1;config_620_run_2
Standard_Acc;77,9052;0,0814;77,8055;78,0050;77,9052
RMSCE;0,0415;0,0103;0,0535;0,0428;0,0284
gaussian_noise;70,9559;0,6720;70,1247;70,9726;71,7706
shot_noise;71,3549;0,7010;70,3741;71,7207;71,9701
impulse_noise;71,1056;0,8369;70,1247;72,1696;71,0224
defocus_blur;76,3425;0,1025;76,3591;76,2095;76,4589
glass_blur;75,7772;0,4467;75,4613;75,4613;76,4090
motion_blur;76,3092;0,1468;76,4589;76,3591;76,1097
zoom_blur;75,5445;0,3110;75,4613;75,9601;75,2120
snow;63,3416;2,0128;62,0449;61,7955;66,1845
frost;66,8828;1,2722;66,0848;65,8853;68,6783
fog;64,9044;0,8087;63,7905;65,6858;65,2369
brightness;74,7631;0,6361;75,6608;74,2643;74,3641
contrast;71,9036;0,2618;72,2693;71,6708;71,7706
elastic_transform;76,7082;0,3885;77,1571;76,2095;76,7581
pixelate;77,1571;0,2155;77,2569;77,3566;76,8579
jpeg_compression;76,1929;0,3083;75,7606;76,4589;76,3591
speckle_noise;70,1912;0,5156;69,4763;70,4239;70,6733
gaussian_blur;71,9368;0,4720;71,3217;72,4688;72,0200
spatter;70,9061;0,6221;71,0723;70,0748;71,5711
saturate;64,7548;1,9318;62,9426;63,8903;67,4314
blue_noise;72,1031;0,5764;71,7207;72,9177;71,6708
brownish_noise;63,4580;1,0417;64,3392;61,9950;64,0399
checkerboard_cutout;34,8462;4,4044;29,6259;34,5137;40,3990
circular_motion_blur;66,9493;0,8359;66,0848;68,0798;66,6833
inverse_sparkles;69,9584;0,7424;68,9776;70,1247;70,7731
lines;70,8063;0,3650;71,3217;70,5237;70,5736
pinch_and_twirl;46,9992;5,9174;42,5436;43,0923;55,3616
ripple;56,5254;2,7729;60,1496;53,4165;56,0100
sparkles;63,0258;1,7659;60,5486;63,9900;64,5387
transverse_chromatic_abberation;70,1081;0,8249;68,9776;70,9227;70,4239
Acc_C-all-19;71,9491;0,3866;71,5369;71,8441;72,4662
Acc_C-original-15;72,6162;0,2975;72,2926;72,5453;73,0108
Acc_C-bar-10;61,4780;1,1305;60,4289;60,9576;63,0474
Acc_all-ex-pixelwise-noise-24;67,7542;0,7153;67,1530;67,3504;68,7594
RMSCE_C;0,0583;0,0043;0,0621;0,0606;0,0523
uniform-l1,24.476,False,max;77,6559;0,2670;77,3067;77,7057;77,9551
uniform-l2,0.666,False,max;77,7224;0,1646;77,6060;77,6060;77,9551
uniform-linf,0.05294,False,max;76,7914;0,1646;76,6085;77,0075;76,7581
uniform-l0.5,25000.0,True,max;77,9385;0,1309;77,7556;78,0549;78,0050
uniform-l1,25.0,True,max;77,7224;0,3784;77,5062;77,4065;78,2544
uniform-l2,0.5,True,max;77,9219;0,0848;77,8055;78,0050;77,9551
uniform-l10,0.03,True,max;77,8554;0,1411;77,6559;77,9551;77,9551
uniform-l50,0.02,True,max;77,8221;0,0470;77,7556;77,8554;77,8554
uniform-linf,0.01,True,max;77,9052;0,1077;77,7556;77,9551;78,0050
uniform-l0-impulse,0.01,True,max;76,4090;0,3550;75,9102;76,6085;76,7082
uniform-l0-impulse,0.02,True,max;73,2003;0,5156;72,7182;73,9152;72,9676
uniform-l0-impulse,0.05,True,max;67,3982;0,9413;66,6833;68,7282;66,7830
uniform-l0-impulse,0.1,True,max;65,3200;0,8199;64,3890;66,3840;65,1870
uniform-l0-impulse,0.2,True,max;66,4838;0,6554;65,6359;67,2319;66,5835
uniform-l0-impulse,0.5,True,max;66,8495;0,0470;66,7830;66,8828;66,8828
uniform-l0.5,50000.0,False,max;77,8554;0,2443;77,8554;77,5561;78,1546
uniform-l0.5,100000.0,False,max;76,6750;0,2243;76,3591;76,8579;76,8080
uniform-l0.5,200000.0,False,max;73,2502;0,7311;72,5686;72,9177;74,2643
uniform-l0.5,500000.0,False,max;66,7332;1,1611;65,3367;68,1796;66,6833
uniform-l0.5,1000000.0,False,max;66,3840;0,3075;65,9850;66,7332;66,4339
uniform-l0.5,2000000.0,False,max;66,4505;0,3002;66,0349;66,7332;66,5835
uniform-l1,20.0,False,max;77,8886;0,1309;77,7057;77,9551;78,0050
uniform-l1,50.0,False,max;77,0075;0,1866;76,9576;76,8080;77,2569
uniform-l1,100.0,False,max;74,7631;0,3620;74,2643;74,9127;75,1122
uniform-l1,200.0,False,max;69,1771;1,3177;67,3317;70,3242;69,8753
uniform-l1,500.0,False,max;65,9019;0,3415;65,6359;66,3840;65,6858
uniform-l1,1000.0,False,max;66,6500;0,0848;66,5337;66,7332;66,6833
uniform-l2,0.5,False,max;77,8221;0,0848;77,7057;77,9052;77,8554
uniform-l2,1.0,False,max;77,5062;0,2851;77,3566;77,2569;77,9052
uniform-l2,2.0,False,max;76,0765;0,4772;75,4115;76,5087;76,3092
uniform-l2,5.0,False,max;69,1438;0,6180;68,3292;69,2768;69,8254
uniform-l2,10.0,False,max;66,0349;1,0278;64,8878;67,3815;65,8354
uniform-l2,20.0,False,max;66,6833;0,2543;66,4339;67,0324;66,5835
uniform-l10,0.02,False,max;77,8387;0,0848;77,8055;77,7556;77,9551
uniform-l10,0.05,False,max;77,6060;0,1468;77,4065;77,6559;77,7556
uniform-l10,0.1,False,max;76,7082;0,3885;76,2095;76,7581;77,1571
uniform-l10,0.2,False,max;72,0033;0,9545;70,6733;72,4688;72,8678
uniform-l10,0.5,False,max;65,7855;1,6904;63,7406;67,8803;65,7357
uniform-l10,1.0,False,max;66,6002;0,2050;66,3342;66,8329;66,6334
uniform-l50,0.01,False,max;77,9052;0,1629;77,9052;77,7057;78,1047
uniform-l50,0.02,False,max;77,6392;0,1244;77,5062;77,6060;77,8055
uniform-l50,0.05,False,max;77,3566;0,5325;76,9077;77,0574;78,1047
uniform-l50,0.1,False,max;73,4165;0,9576;72,2195;73,4663;74,5636
uniform-l50,0.2,False,max;67,8969;1,1080;66,3342;68,5786;68,7781
uniform-l50,0.5,False,max;66,0183;0,5934;65,3367;66,7830;65,9352
uniform-linf,0.01,False,max;77,9219;0,0622;77,8554;78,0050;77,9052
uniform-linf,0.02,False,max;77,6891;0,1924;77,5062;77,6060;77,9551
uniform-linf,0.05,False,max;76,5586;0,3075;76,2095;76,5087;76,9576
uniform-linf,0.1,False,max;73,4497;0,4079;73,0673;73,2668;74,0150
uniform-linf,0.2,False,max;67,1820;1,3610;65,3367;68,5786;67,6309
uniform-linf,0.5,False,max;66,4505;0,2772;66,1845;66,8329;66,3342
Class Separation Robustness;77,3899;0,1600;77,1737;77,4397;77,5561
imperceptible Robustness;77,8609;0,1224;77,7057;77,8720;78,0050
Average p-norm robustness;71,9926;0,4131;71,4131;72,3465;72,2183
