;config_645_avg;config_645_std;config_645_run_0;config_645_run_1;config_645_run_2
Standard_Acc;77,9219;0,3110;77,5062;78,2544;78,0050
RMSCE;0,0443;0,0088;0,0432;0,0556;0,0341
gaussian_noise;67,6974;0,4018;67,9302;67,1322;68,0299
shot_noise;68,8944;0,8981;69,8254;67,6808;69,1771
impulse_noise;64,6717;0,8319;65,8354;63,9401;64,2394
defocus_blur;76,2926;0,2090;76,0100;76,3591;76,5087
glass_blur;75,2618;1,2716;75,7606;73,5162;76,5087
motion_blur;76,0100;0,4133;75,5611;76,5586;75,9102
zoom_blur;75,3450;0,3415;75,5611;75,6110;74,8628
snow;59,9169;1,1635;61,5461;58,9027;59,3017
frost;62,1613;1,5069;63,9900;62,1945;60,2993
fog;63,8071;0,7858;63,0424;64,8878;63,4913
brightness;74,7465;0,1430;74,7631;74,9127;74,5636
contrast;71,3383;0,2351;71,1721;71,6708;71,1721
elastic_transform;75,8105;0,5004;75,3616;75,5611;76,5087
pixelate;75,7772;0,4631;75,3117;75,6110;76,4090
jpeg_compression;76,0266;0,4541;76,6584;75,6110;75,8105
speckle_noise;68,6949;0,1244;68,5287;68,7282;68,8279
gaussian_blur;71,4879;0,0622;71,4214;71,5711;71,4713
spatter;69,9751;0,7737;70,9227;69,0274;69,9751
saturate;65,6027;0,4631;65,1372;65,4364;66,2344
blue_noise;66,1679;1,1521;65,9352;67,6808;64,8878
brownish_noise;60,2328;0,6221;59,4015;60,8978;60,3990
checkerboard_cutout;27,3483;1,7887;25,9850;26,1845;29,8753
circular_motion_blur;63,4913;1,2479;64,1397;61,7456;64,5885
inverse_sparkles;60,9310;1,2488;59,9501;62,6933;60,1496
lines;61,5461;1,5709;60,1496;60,7481;63,7406
pinch_and_twirl;36,7914;1,8967;35,7606;39,4514;35,1621
ripple;47,3815;3,5876;46,5835;43,4414;52,1197
sparkles;60,7814;0,0235;60,7980;60,7980;60,7481
transverse_chromatic_abberation;69,1438;1,3490;68,9776;67,5810;70,8728
Acc_C-all-19;70,5009;0,2027;70,7547;70,2586;70,4896
Acc_C-original-15;70,9172;0,2272;71,2219;70,6766;70,8529
