;config_647_avg
Standard_Acc;75,0125
RMSCE;0,0508
gaussian_noise;72,3192
shot_noise;71,9701
impulse_noise;71,1721
defocus_blur;71,6209
glass_blur;71,7207
motion_blur;72,4688
zoom_blur;73,4165
snow;63,0923
frost;56,5087
fog;65,1870
brightness;72,2693
contrast;68,4289
elastic_transform;70,5736
pixelate;73,2170
jpeg_compression;73,9152
speckle_noise;71,5212
gaussian_blur;68,8279
spatter;68,5786
saturate;62,8429
blue_noise;67,4314
brownish_noise;65,2369
checkerboard_cutout;18,7531
circular_motion_blur;65,3865
inverse_sparkles;60,9476
lines;58,9027
pinch_and_twirl;33,0673
ripple;53,8653
sparkles;52,0200
transverse_chromatic_abberation;73,9651
Acc_C-all-19;69,4553
Acc_C-original-15;69,8587
Acc_C-bar-10;54,9576
Acc_all-ex-pixelwise-noise-24;63,1172
RMSCE_C;0,0940
uniform-l1,24.476,False,max;74,9626
uniform-l2,0.666,False,max;75,1122
uniform-linf,0.05294,False,max;74,9127
uniform-l0.5,25000.0,True,max;74,8628
uniform-l1,25.0,True,max;75,0623
uniform-l2,0.5,True,max;74,9626
uniform-l10,0.03,True,max;74,8628
uniform-l50,0.02,True,max;74,9127
uniform-linf,0.01,True,max;75,0623
uniform-l0-impulse,0.01,True,max;74,4140
uniform-l0-impulse,0.02,True,max;73,6658
uniform-l0-impulse,0.05,True,max;68,8778
uniform-l0-impulse,0.1,True,max;62,8928
uniform-l0-impulse,0.2,True,max;57,4065
uniform-l0-impulse,0.5,True,max;57,9551
uniform-l0.5,50000.0,False,max;74,8628
uniform-l0.5,100000.0,False,max;74,9626
uniform-l0.5,200000.0,False,max;73,7656
uniform-l0.5,500000.0,False,max;67,9302
uniform-l0.5,1000000.0,False,max;58,9526
uniform-l0.5,2000000.0,False,max;50,1746
uniform-l1,20.0,False,max;75,1122
uniform-l1,50.0,False,max;75,1621
uniform-l1,100.0,False,max;73,7157
uniform-l1,200.0,False,max;70,8728
uniform-l1,500.0,False,max;58,5037
uniform-l1,1000.0,False,max;49,1272
uniform-l2,0.5,False,max;74,9127
uniform-l2,1.0,False,max;75,3117
uniform-l2,2.0,False,max;74,4140
uniform-l2,5.0,False,max;69,7257
uniform-l2,10.0,False,max;61,0474
uniform-l2,20.0,False,max;44,8379
uniform-l10,0.02,False,max;75,0125
uniform-l10,0.05,False,max;75,0623
uniform-l10,0.1,False,max;74,5137
uniform-l10,0.2,False,max;72,5187
uniform-l10,0.5,False,max;63,0424
uniform-l10,1.0,False,max;43,7406
uniform-l50,0.01,False,max;75,0125
uniform-l50,0.02,False,max;75,0623
uniform-l50,0.05,False,max;74,6633
uniform-l50,0.1,False,max;73,9651
uniform-l50,0.2,False,max;69,0773
uniform-l50,0.5,False,max;50,1247
uniform-linf,0.01,False,max;75,2120
uniform-linf,0.02,False,max;74,9626
uniform-linf,0.05,False,max;74,8628
uniform-linf,0.1,False,max;73,6658
uniform-linf,0.2,False,max;67,5810
uniform-linf,0.5,False,max;48,0299
Class Separation Robustness;74,9958
imperceptible Robustness;74,9543
Average p-norm robustness;67,4932
