;config_641_avg
Standard_Acc;75,1621
RMSCE;0,0650
gaussian_noise;64,8878
shot_noise;68,4289
impulse_noise;57,6060
defocus_blur;70,0748
glass_blur;69,8753
motion_blur;69,0274
zoom_blur;70,2244
snow;52,5187
frost;50,4239
fog;47,5312
brightness;73,0673
contrast;51,0723
elastic_transform;69,6259
pixelate;73,1671
jpeg_compression;73,2668
speckle_noise;68,5287
gaussian_blur;63,7406
spatter;68,0798
saturate;52,1197
blue_noise;70,5237
brownish_noise;42,8928
checkerboard_cutout;24,1895
circular_motion_blur;59,8504
inverse_sparkles;64,3392
lines;49,2768
pinch_and_twirl;35,1621
ripple;24,2394
sparkles;59,3516
transverse_chromatic_abberation;65,4364
Acc_C-all-19;63,8561
Acc_C-original-15;64,0532
Acc_C-bar-10;49,5262
Acc_all-ex-pixelwise-noise-24;57,4397
RMSCE_C;0,1671
uniform-l1,24.476,False,max;75,8603
uniform-l2,0.666,False,max;75,7606
uniform-linf,0.05294,False,max;74,4638
uniform-l0.5,25000.0,True,max;75,5611
uniform-l1,25.0,True,max;75,6608
uniform-l2,0.5,True,max;75,5611
uniform-l10,0.03,True,max;75,5611
uniform-l50,0.02,True,max;75,6110
uniform-linf,0.01,True,max;75,7107
uniform-l0-impulse,0.01,True,max;74,2643
uniform-l0-impulse,0.02,True,max;68,5287
uniform-l0-impulse,0.05,True,max;47,0823
uniform-l0-impulse,0.1,True,max;26,9825
uniform-l0-impulse,0.2,True,max;18,6035
uniform-l0-impulse,0.5,True,max;15,4115
uniform-l0.5,50000.0,False,max;76,0599
uniform-l0.5,100000.0,False,max;75,4115
uniform-l0.5,200000.0,False,max;71,1721
uniform-l0.5,500000.0,False,max;45,1870
uniform-l0.5,1000000.0,False,max;20,1995
uniform-l0.5,2000000.0,False,max;15,6110
uniform-l1,20.0,False,max;75,4613
uniform-l1,50.0,False,max;75,5611
uniform-l1,100.0,False,max;72,3691
uniform-l1,200.0,False,max;61,2968
uniform-l1,500.0,False,max;19,2020
uniform-l1,1000.0,False,max;14,7631
uniform-l2,0.5,False,max;75,4115
uniform-l2,1.0,False,max;75,5611
uniform-l2,2.0,False,max;74,4140
uniform-l2,5.0,False,max;61,3965
uniform-l2,10.0,False,max;24,9377
uniform-l2,20.0,False,max;15,5611
uniform-l10,0.02,False,max;75,1621
uniform-l10,0.05,False,max;76,0599
uniform-l10,0.1,False,max;75,3616
uniform-l10,0.2,False,max;69,3267
uniform-l10,0.5,False,max;33,0175
uniform-l10,1.0,False,max;14,6633
uniform-l50,0.01,False,max;75,3616
uniform-l50,0.02,False,max;75,4613
uniform-l50,0.05,False,max;75,7606
uniform-l50,0.1,False,max;71,1721
uniform-l50,0.2,False,max;55,0125
uniform-l50,0.5,False,max;16,2095
uniform-linf,0.01,False,max;75,3616
uniform-linf,0.02,False,max;75,4613
uniform-linf,0.05,False,max;74,9626
uniform-linf,0.1,False,max;69,3267
uniform-linf,0.2,False,max;51,7706
uniform-linf,0.5,False,max;15,5112
Class Separation Robustness;75,3616
imperceptible Robustness;75,6110
Average p-norm robustness;54,1765
