;config_623_avg;config_623_std;config_623_run_0;config_623_run_1;config_623_run_2
Standard_Acc;76,1596;0,3479;75,7606;76,6085;76,1097
RMSCE;0,0443;0,0106;0,0592;0,0354;0,0383
gaussian_noise;63,5578;0,9413;64,8878;62,9426;62,8429
shot_noise;65,5694;1,0846;67,0324;64,4389;65,2369
impulse_noise;64,0067;0,8971;64,7382;64,5387;62,7431
defocus_blur;74,7631;0,4954;75,0623;75,1621;74,0648
glass_blur;73,9983;0,4976;74,6633;73,8653;73,4663
motion_blur;74,2976;0,4120;74,6135;74,5636;73,7157
zoom_blur;74,2145;0,4535;74,7132;74,3142;73,6160
snow;57,2569;0,7737;58,3042;56,4589;57,0075
frost;55,3948;0,7081;54,4140;56,0599;55,7107
fog;60,7648;0,5092;60,7481;61,3965;60,1496
brightness;75,2120;0,1775;75,1122;75,4613;75,0623
contrast;69,2768;1,2624;67,7307;70,8229;69,2768
elastic_transform;74,4805;0,1309;74,4140;74,6633;74,3641
pixelate;75,1122;0,6269;75,3117;75,7606;74,2643
jpeg_compression;73,1671;0,4625;73,8155;72,9177;72,7681
speckle_noise;64,9044;0,9776;66,0848;63,6908;64,9377
gaussian_blur;69,6592;0,2455;69,3766;69,9751;69,6259
spatter;67,4647;1,0496;67,6808;68,6284;66,0848
saturate;61,5129;1,4764;60,6484;60,2993;63,5910
blue_noise;70,1579;0,5559;70,4738;70,6234;69,3766
brownish_noise;61,9618;0,4120;61,6459;61,6958;62,5436
checkerboard_cutout;25,2203;0,4486;24,6883;25,1870;25,7855
circular_motion_blur;64,2560;0,1430;64,2394;64,0898;64,4389
inverse_sparkles;61,2801;1,2841;62,8928;61,1970;59,7506
lines;66,1679;0,8971;67,2319;65,0374;66,2344
pinch_and_twirl;28,4788;1,6406;29,9252;26,1845;29,3267
ripple;52,5686;1,7021;51,8703;50,9227;54,9127
sparkles;59,0690;1,1020;57,5561;59,5012;60,1496
transverse_chromatic_abberation;69,4264;1,1402;69,4264;70,8229;68,0299
Acc_C-all-19;68,1376;0,2379;68,3869;68,2084;67,8173
Acc_C-original-15;68,7382;0,3253;69,0374;68,8911;68,2860
Acc_C-bar-10;55,8587;0,2364;55,9950;55,5262;56,0549
Acc_all-ex-pixelwise-noise-24;63,5418;0,0365;63,5869;63,5411;63,4975
RMSCE_C;0,0727;0,0040;0,0784;0,0699;0,0700
uniform-l1,24.476,False,max;75,7938;0,1430;75,8105;75,9601;75,6110
uniform-l2,0.666,False,max;75,7772;0,1646;75,6608;76,0100;75,6608
uniform-linf,0.05294,False,max;73,2668;0,4310;73,8653;73,0673;72,8678
uniform-l0.5,25000.0,True,max;75,9102;0,1222;75,7606;76,0599;75,9102
uniform-l1,25.0,True,max;75,7938;0,1836;75,5611;76,0100;75,8105
uniform-l2,0.5,True,max;75,9435;0,4018;75,6110;76,5087;75,7107
uniform-l10,0.03,True,max;75,9601;0,1468;75,7606;76,0100;76,1097
uniform-l50,0.02,True,max;75,9601;0,1222;75,8105;76,1097;75,9601
uniform-linf,0.01,True,max;76,0266;0,2386;75,8105;76,3591;75,9102
uniform-l0-impulse,0.01,True,max;73,0673;0,3181;73,5162;72,8678;72,8180
uniform-l0-impulse,0.02,True,max;68,4788;0,9697;69,8254;67,5810;68,0299
uniform-l0-impulse,0.05,True,max;58,8030;0,8819;59,8005;58,9526;57,6559
uniform-l0-impulse,0.1,True,max;57,4730;2,1399;55,9102;60,4988;56,0100
uniform-l0-impulse,0.2,True,max;63,9401;2,0066;64,2394;66,2344;61,3466
uniform-l0-impulse,0.5,True,max;66,8495;0,0470;66,8828;66,8828;66,7830
uniform-l0.5,50000.0,False,max;75,7772;0,1695;75,6110;76,0100;75,7107
uniform-l0.5,100000.0,False,max;73,5993;0,4179;74,1646;73,1671;73,4663
uniform-l0.5,200000.0,False,max;67,6642;1,1058;69,2269;66,8329;66,9327
uniform-l0.5,500000.0,False,max;54,1812;1,8485;53,6658;56,6584;52,2195
uniform-l0.5,1000000.0,False,max;57,6725;4,6228;54,8628;64,1895;53,9651
uniform-l0.5,2000000.0,False,max;65,1538;1,7630;66,0349;66,7332;62,6933
uniform-l1,20.0,False,max;75,8603;0,2477;75,6608;76,2095;75,7107
uniform-l1,50.0,False,max;74,6633;0,1411;74,8628;74,5636;74,5636
uniform-l1,100.0,False,max;69,7257;0,9179;71,0224;69,1272;69,0274
uniform-l1,200.0,False,max;59,8670;0,9657;60,9476;60,0499;58,6035
uniform-l1,500.0,False,max;56,5586;4,6730;52,7681;63,1421;53,7656
uniform-l1,1000.0,False,max;65,9850;1,0935;66,7332;66,7830;64,4389
uniform-l2,0.5,False,max;75,8603;0,2443;75,8603;76,1596;75,5611
uniform-l2,1.0,False,max;75,1953;0,1881;75,0623;75,0623;75,4613
uniform-l2,2.0,False,max;71,7207;0,7928;72,8180;70,9726;71,3716
uniform-l2,5.0,False,max;59,8836;0,8087;60,9975;59,5511;59,1022
uniform-l2,10.0,False,max;54,3308;4,5238;49,7756;60,4988;52,7182
uniform-l2,20.0,False,max;65,5362;1,6587;66,6334;66,7830;63,1920
uniform-l10,0.02,False,max;76,1762;0,3762;75,9102;76,7082;75,9102
uniform-l10,0.05,False,max;75,3948;0,2090;75,1122;75,6110;75,4613
uniform-l10,0.1,False,max;73,3001;0,3650;73,8155;73,0673;73,0175
uniform-l10,0.2,False,max;65,5860;1,4201;67,5810;64,3890;64,7880
uniform-l10,0.5,False,max;53,9983;4,1638;49,8753;59,7007;52,4190
uniform-l10,1.0,False,max;64,8712;1,9599;65,5860;66,8329;62,1945
uniform-l50,0.01,False,max;76,1596;0,3550;75,8603;76,6584;75,9601
uniform-l50,0.02,False,max;75,7440;0,3558;75,8603;76,1097;75,2618
uniform-l50,0.05,False,max;74,3807;0,1924;74,5636;74,1147;74,4638
uniform-l50,0.1,False,max;67,8138;1,1405;69,4264;66,9825;67,0324
uniform-l50,0.2,False,max;56,5254;0,7568;57,1571;56,9576;55,4613
uniform-l50,0.5,False,max;61,1305;3,5488;59,6010;66,0349;57,7556
uniform-linf,0.01,False,max;76,2095;0,3927;76,0100;76,7581;75,8603
uniform-linf,0.02,False,max;76,0266;0,2243;75,7606;76,3092;76,0100
uniform-linf,0.05,False,max;73,5495;0,6180;74,3641;72,8678;73,4165
uniform-linf,0.1,False,max;66,7997;0,7174;67,7805;66,0848;66,5337
uniform-linf,0.2,False,max;55,0790;1,3667;54,9626;56,8080;53,4663
uniform-linf,0.5,False,max;63,7739;2,4045;63,6409;66,7830;60,8978
Class Separation Robustness;74,9460;0,1695;75,1122;75,0125;74,7132
imperceptible Robustness;75,9324;0,1879;75,7190;76,1762;75,9019
Average p-norm robustness;67,1516;0,8480;67,1369;68,1974;66,1204
