;config_101_avg
Standard_Acc;70,0735
RMSCE;0,0903
gaussian_noise;68,8742
shot_noise;68,2781
impulse_noise;69,4040
defocus_blur;58,6093
glass_blur;60,7947
motion_blur;59,2053
zoom_blur;50,2649
snow;43,7748
frost;39,8013
fog;45,7616
brightness;53,3775
contrast;41,5232
elastic_transform;67,2185
pixelate;69,1391
jpeg_compression;69,2715
speckle_noise;71,1921
gaussian_blur;57,6159
spatter;63,3113
saturate;53,5762
Acc_C-all-19;58,4733
Acc_C-original-15;57,6865
Acc_C-bar-10;11,6160
Acc_all-ex-pixelwise-noise-24;37,6061
RMSCE_C;0,0965
uniform-l1,4753,False,max;65,9987
uniform-l2,8.51,False,max;65,8651
uniform-linf,0.39415,False,max;59,4522
uniform-l0.5,25000000000.0,True,max;66,2659
uniform-l1,40000.0,True,max;66,5331
uniform-l2,40.0,True,max;65,9987
uniform-l10,0.2,True,max;65,8651
uniform-l50,0.08,True,max;65,9319
uniform-linf,0.03,True,max;66,0655
uniform-l0-impulse,0.01,True,max;65,7315
uniform-l0-impulse,0.02,True,max;65,3975
uniform-l0-impulse,0.05,True,max;65,0635
uniform-l0-impulse,0.1,True,max;64,5291
uniform-l0-impulse,0.2,True,max;65,5311
uniform-l0-impulse,0.5,True,max;56,9806
uniform-l0.5,50000000000.0,False,max;65,6647
uniform-l0.5,100000000000.0,False,max;65,5979
uniform-l0.5,200000000000.0,False,max;62,9927
uniform-l0.5,500000000000.0,False,max;63,4603
uniform-l0.5,1000000000000.0,False,max;55,9786
uniform-l0.5,2000000000000.0,False,max;44,4222
uniform-l1,20000.0,False,max;66,1323
uniform-l1,50000.0,False,max;65,9319
uniform-l1,100000.0,False,max;65,5311
uniform-l1,200000.0,False,max;63,1931
uniform-l1,500000.0,False,max;61,1222
uniform-l1,1000000.0,False,max;48,8978
uniform-l2,20.0,False,max;66,0655
uniform-l2,50.0,False,max;66,3995
uniform-l2,100.0,False,max;65,2639
uniform-l2,200.0,False,max;62,9259
uniform-l2,500.0,False,max;60,2538
uniform-l2,1000.0,False,max;46,5598
uniform-l10,0.1,False,max;66,2659
uniform-l10,0.2,False,max;66,5999
uniform-l10,0.5,False,max;65,3975
uniform-l10,1.0,False,max;61,7902
uniform-l10,2.0,False,max;59,7194
uniform-l10,5.0,False,max;42,4850
uniform-l50,0.02,False,max;66,0655
uniform-l50,0.05,False,max;66,1323
uniform-l50,0.1,False,max;65,7983
uniform-l50,0.2,False,max;65,6647
uniform-l50,0.5,False,max;59,6526
uniform-l50,1.0,False,max;54,3754
uniform-linf,0.02,False,max;66,0655
uniform-linf,0.05,False,max;65,9987
uniform-linf,0.1,False,max;65,5311
uniform-linf,0.2,False,max;64,3955
uniform-linf,0.5,False,max;61,1222
uniform-linf,1.0,False,max;49,6994
Class Separation Robustness;63,7720
imperceptible Robustness;66,1100
Average p-norm robustness;61,7234
