;config_48_avg
Standard_Acc;79,0309
RMSCE;0,1000
gaussian_noise;54,8000
shot_noise;60,8000
impulse_noise;49,1000
defocus_blur;62,2000
glass_blur;64,9000
motion_blur;61,4000
zoom_blur;51,2000
snow;46,1000
frost;41,6000
fog;52,6000
brightness;65,9000
contrast;43,4000
elastic_transform;71,9000
pixelate;76,4000
jpeg_compression;74,3000
speckle_noise;72,8000
gaussian_blur;54,2000
spatter;68,1000
saturate;62,8000
Acc_C-all-19;59,7105
Acc_C-original-15;58,4400
Acc_C-bar-10;11,8151
Acc_all-ex-pixelwise-noise-24;40,3023
RMSCE_C;0,0914
uniform-l1,4753,False,max;75,3551
uniform-l2,8.51,False,max;75,1880
uniform-linf,0.39415,False,max;40,2673
uniform-l0.5,25000000000.0,True,max;72,9323
uniform-l1,40000.0,True,max;72,5982
uniform-l2,40.0,True,max;72,3475
uniform-l10,0.2,True,max;72,8488
uniform-l50,0.08,True,max;72,6817
uniform-linf,0.03,True,max;73,8513
uniform-l0-impulse,0.01,True,max;69,5906
uniform-l0-impulse,0.02,True,max;60,9858
uniform-l0-impulse,0.05,True,max;47,2849
uniform-l0-impulse,0.1,True,max;41,8546
uniform-l0-impulse,0.2,True,max;37,5104
uniform-l0-impulse,0.5,True,max;32,9992
uniform-l0.5,50000000000.0,False,max;70,1754
uniform-l0.5,100000000000.0,False,max;56,0568
uniform-l0.5,200000000000.0,False,max;43,4419
uniform-l0.5,500000000000.0,False,max;35,5890
uniform-l0.5,1000000000000.0,False,max;32,9156
uniform-l0.5,2000000000000.0,False,max;32,4979
uniform-l1,20000.0,False,max;73,9348
uniform-l1,50000.0,False,max;71,5121
uniform-l1,100000.0,False,max;60,5681
uniform-l1,200000.0,False,max;44,7786
uniform-l1,500000.0,False,max;34,3358
uniform-l1,1000000.0,False,max;32,3308
uniform-l2,20.0,False,max;74,1855
uniform-l2,50.0,False,max;72,3475
uniform-l2,100.0,False,max;62,5731
uniform-l2,200.0,False,max;46,2824
uniform-l2,500.0,False,max;34,1688
uniform-l2,1000.0,False,max;32,4144
uniform-l10,0.1,False,max;74,1855
uniform-l10,0.2,False,max;72,4311
uniform-l10,0.5,False,max;60,9023
uniform-l10,1.0,False,max;44,8622
uniform-l10,2.0,False,max;35,1713
uniform-l10,5.0,False,max;32,4979
uniform-l50,0.02,False,max;74,1855
uniform-l50,0.05,False,max;73,6007
uniform-l50,0.1,False,max;71,3450
uniform-l50,0.2,False,max;58,7302
uniform-l50,0.5,False,max;40,1838
uniform-l50,1.0,False,max;32,3308
uniform-linf,0.02,False,max;74,9373
uniform-linf,0.05,False,max;73,0159
uniform-linf,0.1,False,max;68,6717
uniform-linf,0.2,False,max;54,4695
uniform-linf,0.5,False,max;38,2623
uniform-linf,1.0,False,max;32,6650
Class Separation Robustness;63,6035
imperceptible Robustness;72,8766
Average p-norm robustness;52,6853
