;config_46_avg;config_46_std;config_46_run_0;config_46_run_1;config_46_run_2
Standard_Acc;81,0510;0,7118;80,2271;81,9639;80,9619
RMSCE;0,1019;0,0035;0,1038;0,0971;0,1049
gaussian_noise;51,0817;1,5144;49,2053;52,9139;51,1258
shot_noise;57,2627;2,1387;54,2384;58,7417;58,8079
impulse_noise;45,8278;0,6556;44,9669;46,5563;45,9603
defocus_blur;49,7792;2,3794;46,8874;49,7351;52,7152
glass_blur;55,0110;2,4208;52,2517;58,1457;54,6358
motion_blur;55,5188;0,2775;55,2318;55,8940;55,4305
zoom_blur;43,3333;1,0462;41,8543;44,0397;44,1060
snow;32,3841;1,9217;33,8411;29,6689;33,6424
frost;27,9691;0,3075;27,5497;28,2781;28,0795
fog;40,5298;2,7720;37,3510;40,1325;44,1060
brightness;54,1280;2,2924;51,1258;54,5695;56,6887
contrast;32,2958;1,8467;30,3311;31,7881;34,7682
elastic_transform;75,4967;1,2600;73,7748;75,9603;76,7550
pixelate;77,5055;0,5416;77,5497;76,8212;78,1457
jpeg_compression;78,3885;1,1139;77,3510;77,8808;79,9338
speckle_noise;73,9956;3,4447;69,1391;76,7550;76,0927
gaussian_blur;48,8521;3,4986;49,8013;52,5828;44,1722
spatter;61,2583;0,6021;61,3907;61,9205;60,4636
saturate;59,7792;0,8758;58,5430;60,4636;60,3311
Acc_C-all-19;53,7051;1,0447;52,2307;54,3604;54,5242
Acc_C-original-15;51,7675;1,1473;50,2340;52,0751;52,9934
Acc_C-bar-10;10,5473;0,2172;10,2465;10,6435;10,7518
Acc_all-ex-pixelwise-noise-24;35,6060;0,5794;34,8048;35,8583;36,1549
RMSCE_C;0,0926;0,0031;0,0969;0,0902;0,0905
uniform-l1,4753,False,max;77,4883;1,5125;75,3507;78,4903;78,6239
uniform-l2,8.51,False,max;77,4660;1,4980;75,3507;78,4235;78,6239
uniform-linf,0.39415,False,max;34,7807;0,1373;34,6025;34,9365;34,8029
uniform-l0.5,25000000000.0,True,max;76,2636;1,8272;73,6807;77,6219;77,4883
uniform-l1,40000.0,True,max;75,3284;2,8248;71,3427;77,0875;77,5551
uniform-l2,40.0,True,max;75,7292;2,6363;72,0107;77,3547;77,8223
uniform-l10,0.2,True,max;75,2171;2,2679;72,0107;76,7535;76,8871
uniform-l50,0.08,True,max;75,1503;2,5559;71,5431;76,7535;77,1543
uniform-linf,0.03,True,max;76,0855;2,2777;72,8791;77,4215;77,9559
uniform-l0-impulse,0.01,True,max;70,2071;3,7317;64,9299;72,8123;72,8791
uniform-l0-impulse,0.02,True,max;61,2781;2,4889;57,9158;63,8611;62,0574
uniform-l0-impulse,0.05,True,max;47,5841;1,6600;46,7602;46,0922;49,8998
