;config_769_avg;config_769_std;config_769_run_0;config_769_run_1;config_769_run_2
Standard_Acc;78,9356;0,3870;78,4235;79,3587;79,0247
RMSCE;0,1097;0,0066;0,1165;0,1118;0,1007
gaussian_noise;51,8764;1,5609;49,6689;52,9801;52,9801
shot_noise;58,3223;1,2685;56,6225;59,6689;58,6755
impulse_noise;47,3289;1,9051;44,6358;48,6093;48,7417
defocus_blur;60,4415;0,6029;59,6026;60,9934;60,7285
glass_blur;63,2450;0,6236;63,1788;62,5166;64,0397
motion_blur;62,3400;1,1677;60,9934;62,1854;63,8411
zoom_blur;47,7925;1,2022;48,6755;46,0927;48,6093
snow;42,9360;5,5128;35,4967;44,6358;48,6755
frost;51,2583;3,0145;48,2119;55,3642;50,1987
fog;70,3311;0,4082;70,8609;70,2649;69,8675
brightness;69,9558;4,0000;70,5960;74,5033;64,7682
contrast;63,8631;0,2667;63,7086;64,2384;63,6424
elastic_transform;71,9647;0,6451;71,7219;72,8477;71,3245
pixelate;77,2848;0,5488;76,5563;77,4172;77,8808
jpeg_compression;76,7550;0,4956;76,8874;77,2848;76,0927
speckle_noise;72,8256;1,0236;71,3907;73,3775;73,7086
gaussian_blur;59,3377;1,6013;57,4834;59,1391;61,3907
spatter;65,7837;1,6704;63,5762;66,1589;67,6159
saturate;72,6711;0,7057;72,5828;73,5762;71,8543
Acc_C-all-19;62,4376;0,9015;61,1816;63,2555;62,8756
Acc_C-original-15;61,0464;0,8999;59,8278;61,9735;61,3377
Acc_C-bar-10;12,3484;0,1798;12,1009;12,5229;12,4213
Acc_all-ex-pixelwise-noise-24;42,8898;0,5249;42,1692;43,4048;43,0954
RMSCE_C;0,1079;0,0022;0,1091;0,1099;0,1048
uniform-l1,4753,True,max;74,8608;0,5781;74,2151;74,7495;75,6179
uniform-l2,8.51,True,max;74,9499;0,4848;74,4823;74,7495;75,6179
uniform-linf,0.39415,True,max;32,8212;0,1753;33,0661;32,7321;32,6653
uniform-l0.5,25000000000.0,True,max;73,0572;0,8664;72,4115;72,4783;74,2819
uniform-l1,40000.0,True,max;71,9216;0,8749;70,8083;72,0107;72,9459
uniform-l2,40.0,True,max;72,7232;0,3507;72,4115;72,5451;73,2131
uniform-l10,0.2,True,max;72,2334;1,0439;70,8751;72,4115;73,4135
uniform-l50,0.08,True,max;71,7212;0,7525;70,6747;72,0775;72,4115
uniform-linf,0.03,True,max;72,8123;0,4260;72,4783;72,5451;73,4135
uniform-l0-impulse,0.01,True,max;66,1991;1,9869;63,3935;67,7355;67,4683
uniform-l0-impulse,0.02,True,max;59,5413;3,1847;55,0434;61,9906;61,5898
uniform-l0-impulse,0.05,True,max;48,4747;2,2793;45,2906;49,6326;50,5010
uniform-l0-impulse,0.1,True,max;40,9040;0,3004;40,5478;40,8818;41,2826
uniform-l0-impulse,0.2,True,max;35,2483;0,4574;35,5377;35,6045;34,6025
uniform-l0-impulse,0.5,True,max;32,5540;0,0315;32,5317;32,5317;32,5985
uniform-l0.5,50000000000.0,False,max;67,8023;1,8391;65,3307;68,3367;69,7395
uniform-l0.5,100000000000.0,False,max;56,1122;2,7402;52,2378;57,9826;58,1162
uniform-l0.5,200000000000.0,False,max;41,7279;0,3507;41,5498;42,2178;41,4162
uniform-l0.5,500000000000.0,False,max;33,9123;0,3288;33,8677;34,3353;33,5337
uniform-l0.5,1000000000000.0,False,max;32,5095;0,0315;32,5317;32,4649;32,5317
uniform-l0.5,2000000000000.0,False,max;32,5317;0,0000;32,5317;32,5317;32,5317
uniform-l1,20000.0,False,max;74,3264;0,5463;74,0815;73,8143;75,0835
uniform-l1,50000.0,False,max;70,0957;1,0136;68,6707;70,6747;70,9419
uniform-l1,100000.0,False,max;59,7640;3,5475;54,7762;61,7902;62,7255
