;config_768_avg;config_768_std;config_768_run_0;config_768_run_1;config_768_run_2
Standard_Acc;79,3142;0,8664;79,8931;79,9599;78,0895
RMSCE;0,1137;0,0117;0,1185;0,0977;0,1250
gaussian_noise;59,1832;2,2434;59,6689;61,6556;56,2252
shot_noise;64,1943;1,7238;64,5695;66,0927;61,9205
impulse_noise;54,8565;1,8139;53,7086;57,4172;53,4437
defocus_blur;62,9801;0,4426;62,5166;63,5762;62,8477
glass_blur;62,9139;4,9579;64,0397;68,3444;56,3576
motion_blur;64,0177;0,7972;64,7682;64,3709;62,9139
zoom_blur;53,5762;1,7926;51,1258;55,3642;54,2384
snow;49,8013;2,7246;47,6159;53,6424;48,1457
frost;47,5717;1,7306;49,6689;45,4305;47,6159
fog;63,7969;0,9738;64,9669;62,5828;63,8411
brightness;68,9183;2,2073;71,9868;66,8874;67,8808
contrast;55,2759;0,2438;55,5629;55,2980;54,9669
elastic_transform;71,2362;2,8803;72,1192;74,2384;67,3510
pixelate;78,7638;1,1217;79,0066;80,0000;77,2848
jpeg_compression;76,6004;2,3260;78,2119;78,2781;73,3113
speckle_noise;75,0552;0,2722;75,3642;74,7020;75,0993
gaussian_blur;54,4812;4,3870;55,8940;59,0066;48,5430
spatter;66,2252;1,8088;64,5695;68,7417;65,3642
saturate;70,7064;2,6181;72,8477;72,2517;67,0199
Acc_C-all-19;63,1660;1,3972;63,5901;64,6253;61,2827
Acc_C-original-15;62,2458;1,2510;62,6358;63,5453;60,5563
Acc_C-bar-10;12,5412;0,2648;12,6226;12,8171;12,1839
Acc_all-ex-pixelwise-noise-24;42,5688;0,9514;42,9233;43,5156;41,2676
RMSCE_C;0,1109;0,0036;0,1130;0,1059;0,1139
uniform-l1,4753,True,max;74,0815;2,6118;74,5491;77,0207;70,6747
uniform-l2,8.51,True,max;73,8588;2,8031;74,3487;77,0207;70,2071
uniform-linf,0.39415,True,max;35,2705;0,7090;34,8029;34,7361;36,2725
uniform-l0.5,25000000000.0,True,max;72,9014;2,8821;73,8143;75,8851;69,0047
uniform-l1,40000.0,True,max;71,9439;3,3961;73,0795;75,4175;67,3347
uniform-l2,40.0,True,max;72,3447;2,9275;72,6787;75,7515;68,6039
uniform-l10,0.2,True,max;72,0107;3,0820;71,9439;75,8183;68,2699
uniform-l50,0.08,True,max;71,7212;3,3822;71,8103;75,8183;67,5351
uniform-linf,0.03,True,max;72,3224;3,0961;72,7455;75,8851;68,3367
uniform-l0-impulse,0.01,True,max;68,4035;3,3812;69,0047;72,2111;63,9947
uniform-l0-impulse,0.02,True,max;64,7517;3,7218;65,9319;68,6039;59,7194
uniform-l0-impulse,0.05,True,max;56,1345;3,4806;57,4482;59,5858;51,3694
uniform-l0-impulse,0.1,True,max;47,4505;4,2816;47,4282;52,7054;42,2178
uniform-l0-impulse,0.2,True,max;41,0599;2,4223;39,9466;44,4222;38,8110
uniform-l0-impulse,0.5,True,max;34,0013;0,7636;33,0661;34,0013;34,9365
uniform-l0.5,50000000000.0,False,max;70,0289;3,4531;70,8083;73,8143;65,4643
uniform-l0.5,100000000000.0,False,max;61,7012;4,1071;63,1263;65,8651;56,1122
uniform-l0.5,200000000000.0,False,max;48,7642;3,9568;48,5638;53,7074;44,0214
uniform-l0.5,500000000000.0,False,max;37,7644;0,9083;36,8737;37,4081;39,0114
uniform-l0.5,1000000000000.0,False,max;33,3556;0,2271;33,1329;33,2665;33,6673
uniform-l0.5,2000000000000.0,False,max;32,5317;0,0000;32,5317;32,5317;32,5317
uniform-l1,20000.0,False,max;73,0127;2,9819;73,8811;76,1523;69,0047
uniform-l1,50000.0,False,max;70,8305;3,4281;71,3427;74,7495;66,3995
uniform-l1,100000.0,False,max;64,4845;3,6123;65,4643;68,3367;59,6526
uniform-l1,200000.0,False,max;51,1690;4,0710;52,1710;55,5778;45,7582
uniform-l1,500000.0,False,max;37,0296;1,1341;36,0053;36,4729;38,6106
uniform-l1,1000000.0,False,max;32,6208;0,0833;32,5317;32,5985;32,7321
uniform-l2,20.0,False,max;73,2354;2,9303;73,6139;76,6199;69,4723
uniform-l2,50.0,False,max;71,3204;2,6949;71,8103;74,3487;67,8023
uniform-l2,100.0,False,max;65,8873;3,4419;67,1343;69,3387;61,1890
uniform-l2,200.0,False,max;52,8390;3,7436;53,1730;57,2478;48,0962
uniform-l2,500.0,False,max;36,8515;0,6863;36,0721;36,7401;37,7422
uniform-l2,1000.0,False,max;32,6208;0,0833;32,5317;32,5985;32,7321
uniform-l10,0.1,False,max;73,5471;3,0907;73,8811;77,1543;69,6059
uniform-l10,0.2,False,max;72,1220;3,2278;72,8123;75,6847;67,8691
uniform-l10,0.5,False,max;64,8185;3,5767;66,4663;68,1363;59,8530
uniform-l10,1.0,False,max;51,2135;3,9843;51,9038;55,7114;46,0254
uniform-l10,2.0,False,max;37,7644;0,5983;36,9405;38,0094;38,3434
uniform-l10,5.0,False,max;32,5317;0,0000;32,5317;32,5317;32,5317
uniform-l50,0.02,False,max;73,8366;2,6307;74,4823;76,6867;70,3407
uniform-l50,0.05,False,max;72,8568;2,8474;73,2131;76,1523;69,2051
uniform-l50,0.1,False,max;70,3407;3,0451;70,8083;73,8143;66,3995
uniform-l50,0.2,False,max;63,2821;3,9517;64,3955;67,4683;57,9826
uniform-l50,0.5,False,max;43,8210;3,1761;43,4202;47,8958;40,1470
uniform-l50,1.0,False,max;34,0681;0,7866;33,2665;33,8009;35,1369
uniform-linf,0.02,False,max;73,6584;2,6949;74,1483;76,6867;70,1403
uniform-linf,0.05,False,max;72,8568;3,1191;73,2131;76,4863;68,8711
uniform-linf,0.1,False,max;69,0715;3,7674;70,0067;73,1463;64,0615
uniform-linf,0.2,False,max;59,8976;4,2968;60,9886;64,5291;54,1750
uniform-linf,0.5,False,max;40,4142;1,7949;39,6794;42,8858;38,6774
uniform-linf,1.0,False,max;32,7321;0,0945;32,6653;32,6653;32,8657
Class Separation Robustness;61,0703;1,5859;61,2336;62,9259;59,0514
imperceptible Robustness;72,2074;3,1132;72,6787;75,7626;68,1808
Average p-norm robustness;54,6829;2,2935;54,9623;57,3417;51,7448
