;config_51_avg
Standard_Acc;75,1880
RMSCE;0,0897
gaussian_noise;60,5000
shot_noise;63,5000
impulse_noise;56,6000
defocus_blur;61,8000
glass_blur;65,2000
motion_blur;61,7000
zoom_blur;48,6000
snow;51,2000
frost;52,9000
fog;64,2000
brightness;68,5000
contrast;56,7000
elastic_transform;66,4000
pixelate;75,1000
jpeg_compression;73,7000
speckle_noise;73,9000
gaussian_blur;60,7000
spatter;69,7000
saturate;67,2000
Acc_C-all-19;63,0579
Acc_C-original-15;61,7733
Acc_C-bar-10;12,4831
Acc_all-ex-pixelwise-noise-24;42,4107
RMSCE_C;0,0945
uniform-l1,4753,False,max;71,7627
uniform-l2,8.51,False,max;72,1805
uniform-linf,0.39415,False,max;46,7836
uniform-l0.5,25000000000.0,True,max;72,3475
uniform-l1,40000.0,True,max;71,7627
uniform-l2,40.0,True,max;71,8463
uniform-l10,0.2,True,max;72,0969
uniform-l50,0.08,True,max;71,4286
uniform-linf,0.03,True,max;71,4286
uniform-l0-impulse,0.01,True,max;69,5906
uniform-l0-impulse,0.02,True,max;65,9983
uniform-l0-impulse,0.05,True,max;59,4820
uniform-l0-impulse,0.1,True,max;50,6266
uniform-l0-impulse,0.2,True,max;42,7736
uniform-l0-impulse,0.5,True,max;34,9206
uniform-l0.5,50000000000.0,False,max;69,3400
uniform-l0.5,100000000000.0,False,max;63,6591
uniform-l0.5,200000000000.0,False,max;52,6316
uniform-l0.5,500000000000.0,False,max;38,9307
uniform-l0.5,1000000000000.0,False,max;33,7510
uniform-l0.5,2000000000000.0,False,max;32,4979
uniform-l1,20000.0,False,max;71,4286
uniform-l1,50000.0,False,max;71,0944
uniform-l1,100000.0,False,max;65,8312
uniform-l1,200000.0,False,max;54,6366
uniform-l1,500000.0,False,max;37,6775
uniform-l1,1000000.0,False,max;32,9992
uniform-l2,20.0,False,max;72,3475
uniform-l2,50.0,False,max;71,9298
uniform-l2,100.0,False,max;67,8363
uniform-l2,200.0,False,max;57,4770
uniform-l2,500.0,False,max;37,0092
uniform-l2,1000.0,False,max;32,8321
uniform-l10,0.1,False,max;71,7627
uniform-l10,0.2,False,max;71,4286
uniform-l10,0.5,False,max;67,0008
uniform-l10,1.0,False,max;55,0543
uniform-l10,2.0,False,max;38,7636
uniform-l10,5.0,False,max;32,4979
uniform-l50,0.02,False,max;71,8463
uniform-l50,0.05,False,max;72,2640
uniform-l50,0.1,False,max;71,2615
uniform-l50,0.2,False,max;65,4135
uniform-l50,0.5,False,max;46,8672
uniform-l50,1.0,False,max;34,5865
uniform-linf,0.02,False,max;72,0969
uniform-linf,0.05,False,max;72,3475
uniform-linf,0.1,False,max;70,2590
uniform-linf,0.2,False,max;63,2414
uniform-linf,0.5,False,max;40,5180
uniform-linf,1.0,False,max;33,3333
Class Separation Robustness;63,5756
imperceptible Robustness;71,8184
Average p-norm robustness;55,6630
