;config_5_avg
Standard_Acc;65,9987
RMSCE;0,1076
gaussian_noise;44,1722
shot_noise;46,2252
impulse_noise;38,7417
defocus_blur;41,7881
glass_blur;38,0795
motion_blur;48,8079
zoom_blur;38,3444
snow;16,7550
frost;25,5629
fog;30,9272
brightness;32,9139
contrast;28,2781
elastic_transform;58,2119
pixelate;62,5828
jpeg_compression;61,3907
speckle_noise;61,5894
gaussian_blur;35,8940
spatter;57,8808
saturate;39,5364
Acc_C-all-19;42,5096
Acc_C-original-15;40,8521
Acc_C-bar-10;8,3362
Acc_all-ex-pixelwise-noise-24;27,7559
RMSCE_C;0,1092
uniform-l1,4753,True,max;59,2518
uniform-l2,8.51,True,max;59,2518
uniform-linf,0.39415,True,max;9,3520
uniform-l0.5,25000000000.0,True,max;60,1202
uniform-l1,40000.0,True,max;60,3874
uniform-l2,40.0,True,max;60,1202
uniform-l10,0.2,True,max;60,8550
uniform-l50,0.08,True,max;60,2538
uniform-linf,0.03,True,max;60,7882
uniform-l0-impulse,0.01,True,max;61,8570
uniform-l0-impulse,0.02,True,max;63,9947
uniform-l0-impulse,0.05,True,max;62,2578
uniform-l0-impulse,0.1,True,max;53,7742
uniform-l0-impulse,0.2,True,max;13,3601
uniform-l0-impulse,0.5,True,max;1,8036
uniform-l0.5,50000000000.0,False,max;60,1202
uniform-l0.5,100000000000.0,False,max;59,3854
uniform-l0.5,200000000000.0,False,max;50,1670
uniform-l0.5,500000000000.0,False,max;4,4756
uniform-l0.5,1000000000000.0,False,max;6,6800
uniform-l0.5,2000000000000.0,False,max;6,2124
uniform-l1,20000.0,False,max;59,8530
uniform-l1,50000.0,False,max;60,1870
uniform-l1,100000.0,False,max;59,6526
uniform-l1,200000.0,False,max;52,9058
uniform-l1,500000.0,False,max;6,7468
uniform-l1,1000000.0,False,max;7,3480
uniform-l2,20.0,False,max;59,6526
uniform-l2,50.0,False,max;61,0554
uniform-l2,100.0,False,max;58,7842
uniform-l2,200.0,False,max;52,0374
uniform-l2,500.0,False,max;8,5504
uniform-l2,1000.0,False,max;5,5444
uniform-l10,0.1,False,max;59,7862
uniform-l10,0.2,False,max;60,5878
uniform-l10,0.5,False,max;58,5170
uniform-l10,1.0,False,max;47,4282
uniform-l10,2.0,False,max;11,3560
uniform-l10,5.0,False,max;2,0708
uniform-l50,0.02,False,max;59,2518
uniform-l50,0.05,False,max;59,9198
uniform-l50,0.1,False,max;60,5210
uniform-l50,0.2,False,max;56,5130
uniform-l50,0.5,False,max;31,0621
uniform-l50,1.0,False,max;7,8824
uniform-linf,0.02,False,max;59,2518
uniform-linf,0.05,False,max;60,1202
uniform-linf,0.1,False,max;60,3206
uniform-linf,0.2,False,max;55,9118
uniform-linf,0.5,False,max;16,5665
uniform-linf,1.0,False,max;6,5464
Class Separation Robustness;42,6186
imperceptible Robustness;60,4208
Average p-norm robustness;40,7148
