;config_372_avg;config_372_std;config_372_run_0;config_372_run_1;config_372_run_2
Standard_Acc;99,4872;0,1319;99,3007;99,5804;99,5804
RMSCE;0,1343;0,0020;0,1351;0,1315;0,1363
gaussian_noise;78,9277;6,6746;83,0769;84,1958;69,5105
shot_noise;81,0256;4,4673;83,0769;85,1748;74,8252
impulse_noise;73,3800;5,0997;80,2797;71,7483;68,1119
defocus_blur;67,5058;1,2733;68,6713;68,1119;65,7343
glass_blur;67,8788;1,0299;67,9720;69,0909;66,5734
motion_blur;70,1632;1,2579;71,1888;70,9091;68,3916
zoom_blur;66,4336;1,8378;68,5315;66,7133;64,0559
snow;57,6224;4,0584;54,9650;63,3566;54,5455
frost;51,4685;4,0551;45,7343;54,4056;54,2657
fog;62,4709;2,8073;65,1748;63,6364;58,6014
brightness;55,1515;3,4831;50,9091;55,1049;59,4406
contrast;64,4755;1,1013;63,4965;66,0140;63,9161
elastic_transform;97,7622;0,4117;97,9021;98,1818;97,2028
pixelate;87,5991;1,5504;86,4336;89,7902;86,5734
jpeg_compression;98,4615;0,1978;98,3217;98,3217;98,7413
speckle_noise;96,8298;1,1995;98,3217;95,3846;96,7832
gaussian_blur;72,4476;1,5699;72,8671;74,1259;70,3497
spatter;87,4126;2,2055;89,7902;87,9720;84,4755
saturate;95,0583;1,5504;96,2238;92,8671;96,0839
blue_noise_sample;91,7483;3,3644;93,9860;86,9930;94,2657
brownish_noise;80,1399;1,2085;79,5804;81,8182;79,0210
caustic_refraction;91,3287;0,3021;91,7483;91,1888;91,0490
checkerboard_cutout;84,5688;2,6049;82,6573;82,7972;88,2517
cocentric_sine_waves;74,6853;3,5621;79,7203;72,3077;72,0280
inverse_sparkles;82,5641;6,1042;73,9860;86,0140;87,6923
perlin_noise;70,3030;2,3412;67,4126;70,3497;73,1469
plasma_noise;65,1748;2,5713;66,9930;66,9930;61,5385
single_frequency_greyscale;77,8089;2,0311;80,0000;78,3217;75,1049
sparkles;90,3030;1,7142;90,2098;92,4476;88,2517
Acc_C-all-19;75,3723;1,2882;75,9441;76,5845;73,5885
Acc_C-original-15;72,0218;1,4988;72,3823;73,6503;70,0326
Acc_C-bar-10;80,8625;0,1710;80,6294;80,9231;81,0350
Acc_all-ex-pixelwise-noise-24;75,7828;0,6563;75,4371;76,7016;75,2098
RMSCE_C;0,1224;0,0175;0,1464;0,1052;0,1156
uniform-l1,938.9,False,max;99,4872;0,1319;99,3007;99,5804;99,5804
uniform-l2,3.875,False,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-linf,0.08893,False,max;95,7110;1,9424;93,2867;98,0420;95,8042
uniform-l0.5,200000000.0,True,max;99,3939;0,1744;99,1608;99,4406;99,5804
uniform-l1,2500.0,True,max;99,3473;0,1744;99,1608;99,3007;99,5804
uniform-l2,8.0,True,max;99,3473;0,1744;99,1608;99,3007;99,5804
uniform-l10,0.07,True,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-l50,0.035,True,max;99,3473;0,1744;99,1608;99,3007;99,5804
uniform-linf,0.015,True,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-l0-impulse,0.01,True,max;87,4592;2,7176;86,8531;91,0490;84,4755
uniform-l0-impulse,0.02,True,max;76,1772;8,4353;85,1748;78,4615;64,8951
uniform-l0-impulse,0.05,True,max;74,5455;13,4983;93,5664;66,4336;63,6364
uniform-l0-impulse,0.1,True,max;84,2890;5,2298;91,4685;79,1608;82,2378
uniform-l0-impulse,0.2,True,max;73,0070;3,2880;68,3916;74,8252;75,8042
uniform-l0-impulse,0.5,True,max;58,6014;6,7249;63,3566;63,3566;49,0909
uniform-l0.5,200000000.0,False,max;99,3473;0,1744;99,1608;99,3007;99,5804
uniform-l0.5,500000000.0,False,max;96,6434;0,9136;95,5245;97,7622;96,6434
uniform-l0.5,1000000000.0,False,max;84,2890;5,6111;89,5105;86,8531;76,5035
uniform-l0.5,2000000000.0,False,max;74,9650;14,2177;92,4476;74,8252;57,6224
uniform-l0.5,5000000000.0,False,max;64,1026;3,0264;62,9371;68,2517;61,1189
uniform-l0.5,10000000000.0,False,max;55,0583;11,7357;63,3566;63,3566;38,4615
uniform-l1,1000.0,False,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-l1,5000.0,False,max;98,1352;0,7603;97,0629;98,7413;98,6014
uniform-l1,10000.0,False,max;90,5361;3,4906;90,2098;94,9650;86,4336
uniform-l1,20000.0,False,max;74,8718;17,3582;92,3077;81,1189;51,1888
uniform-l1,50000.0,False,max;60,3730;4,2196;63,3566;63,3566;54,4056
uniform-l1,100000.0,False,max;59,3473;5,6700;63,3566;63,3566;51,3287
uniform-l2,5.0,False,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-l2,10.0,False,max;99,1608;0,3021;98,8811;99,0210;99,5804
uniform-l2,20.0,False,max;96,6900;1,3955;94,8252;98,1818;97,0629
uniform-l2,50.0,False,max;86,7133;6,9227;91,6084;91,6084;76,9231
uniform-l2,100.0,False,max;69,3240;5,8064;73,1469;73,7063;61,1189
uniform-l2,200.0,False,max;53,1002;14,5048;63,3566;63,3566;32,5874
uniform-l10,0.05,False,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-l10,0.1,False,max;99,3007;0,1142;99,1608;99,3007;99,4406
uniform-l10,0.2,False,max;97,6224;0,7488;96,6434;98,4615;97,7622
uniform-l10,0.5,False,max;92,0280;3,7684;92,0280;96,6434;87,4126
uniform-l10,1.0,False,max;73,2867;16,1125;86,7133;82,5175;50,6294
uniform-l10,2.0,False,max;53,1002;14,5048;63,3566;63,3566;32,5874
uniform-l50,0.02,False,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-l50,0.05,False,max;99,1608;0,1978;99,0210;99,0210;99,4406
uniform-l50,0.1,False,max;96,1305;1,5588;94,4056;98,1818;95,8042
uniform-l50,0.2,False,max;92,5408;3,1197;91,4685;96,7832;89,3706
uniform-l50,0.5,False,max;67,3193;7,9449;72,8671;73,0070;56,0839
uniform-l50,1.0,False,max;53,9860;13,2521;63,3566;63,3566;35,2448
uniform-linf,0.02,False,max;99,4406;0,1142;99,3007;99,4406;99,5804
uniform-linf,0.05,False,max;98,8345;0,2637;98,4615;99,0210;99,0210
uniform-linf,0.1,False,max;95,1981;2,0052;92,8671;97,7622;94,9650
uniform-linf,0.2,False,max;91,4685;3,9027;92,0280;95,9441;86,4336
uniform-linf,0.5,False,max;64,5688;2,8670;64,1958;68,2517;61,2587
uniform-linf,1.0,False,max;58,7879;6,4612;63,3566;63,3566;49,6503
Class Separation Robustness;98,2129;0,7084;97,2960;99,0210;98,3217
imperceptible Robustness;99,3862;0,1527;99,2075;99,3706;99,5804
Average p-norm robustness;82,0779;4,2984;85,3879;84,8385;76,0073
