;config_376_avg
Standard_Acc;99,5804
RMSCE;0,1251
gaussian_noise;99,1608
shot_noise;96,3636
impulse_noise;99,0210
defocus_blur;76,6434
glass_blur;79,1608
motion_blur;88,1119
zoom_blur;87,8322
snow;63,2168
frost;54,9650
fog;46,4336
brightness;60,2797
contrast;76,9231
elastic_transform;98,3217
pixelate;99,4406
jpeg_compression;99,5804
speckle_noise;99,0210
gaussian_blur;80,8392
spatter;93,0070
saturate;94,6853
blue_noise_sample;92,3077
brownish_noise;88,5315
caustic_refraction;94,8252
checkerboard_cutout;80,5594
cocentric_sine_waves;82,9371
inverse_sparkles;85,1748
perlin_noise;75,5245
plasma_noise;72,7273
single_frequency_greyscale;88,8112
sparkles;96,0839
Acc_C-all-19;83,8425
Acc_C-original-15;81,6970
Acc_C-bar-10;85,7483
Acc_all-ex-pixelwise-noise-24;81,8590
RMSCE_C;0,1191
uniform-l1,938.9,False,max;99,5804
uniform-l2,3.875,False,max;99,5804
uniform-linf,0.08893,False,max;99,5804
uniform-l0.5,200000000.0,True,max;99,5804
uniform-l1,2500.0,True,max;99,5804
uniform-l2,8.0,True,max;99,5804
uniform-l10,0.07,True,max;99,5804
uniform-l50,0.035,True,max;99,5804
uniform-linf,0.015,True,max;99,5804
uniform-l0-impulse,0.01,True,max;99,5804
uniform-l0-impulse,0.02,True,max;99,3007
uniform-l0-impulse,0.05,True,max;99,3007
uniform-l0-impulse,0.1,True,max;99,4406
uniform-l0-impulse,0.2,True,max;99,3007
uniform-l0-impulse,0.5,True,max;90,7692
uniform-l0.5,200000000.0,False,max;99,5804
uniform-l0.5,500000000.0,False,max;99,5804
uniform-l0.5,1000000000.0,False,max;99,5804
uniform-l0.5,2000000000.0,False,max;99,3007
uniform-l0.5,5000000000.0,False,max;98,4615
uniform-l0.5,10000000000.0,False,max;87,6923
uniform-l1,1000.0,False,max;99,5804
uniform-l1,5000.0,False,max;99,5804
uniform-l1,10000.0,False,max;99,4406
uniform-l1,20000.0,False,max;98,8811
uniform-l1,50000.0,False,max;97,2028
uniform-l1,100000.0,False,max;68,1119
uniform-l2,5.0,False,max;99,5804
uniform-l2,10.0,False,max;99,5804
uniform-l2,20.0,False,max;99,5804
uniform-l2,50.0,False,max;99,4406
uniform-l2,100.0,False,max;99,1608
uniform-l2,200.0,False,max;90,2098
uniform-l10,0.05,False,max;99,5804
uniform-l10,0.1,False,max;99,5804
uniform-l10,0.2,False,max;99,5804
uniform-l10,0.5,False,max;99,5804
uniform-l10,1.0,False,max;99,1608
uniform-l10,2.0,False,max;92,5874
uniform-l50,0.02,False,max;99,5804
uniform-l50,0.05,False,max;99,5804
uniform-l50,0.1,False,max;99,5804
uniform-l50,0.2,False,max;99,5804
uniform-l50,0.5,False,max;98,1818
uniform-l50,1.0,False,max;81,3986
uniform-linf,0.02,False,max;99,5804
uniform-linf,0.05,False,max;99,5804
uniform-linf,0.1,False,max;99,5804
uniform-linf,0.2,False,max;99,4406
uniform-linf,0.5,False,max;98,3217
uniform-linf,1.0,False,max;66,0140
Class Separation Robustness;99,5804
imperceptible Robustness;99,5804
Average p-norm robustness;96,4935
