;config_389_avg
Standard_Acc;99,5804
RMSCE;0,1251
gaussian_noise;69,0909
shot_noise;74,4056
impulse_noise;70,6294
defocus_blur;88,8112
glass_blur;96,2238
motion_blur;91,6084
zoom_blur;95,5245
snow;37,3427
frost;38,3217
fog;55,5245
brightness;40,5594
contrast;63,3566
elastic_transform;98,6014
pixelate;99,5804
jpeg_compression;99,5804
speckle_noise;76,0839
gaussian_blur;86,5734
spatter;80,5594
saturate;96,7832
blue_noise_sample;78,7413
brownish_noise;91,3287
caustic_refraction;91,3287
checkerboard_cutout;91,4685
cocentric_sine_waves;74,4056
inverse_sparkles;54,5455
perlin_noise;69,7902
plasma_noise;72,7273
single_frequency_greyscale;68,2517
sparkles;88,6713
Acc_C-all-19;76,7979
Acc_C-original-15;74,6107
Acc_C-bar-10;78,1259
Acc_all-ex-pixelwise-noise-24;77,9779
RMSCE_C;0,1313
uniform-l1,938.9,False,max;99,7203
uniform-l2,3.875,False,max;99,7203
uniform-linf,0.08893,False,max;99,1608
uniform-l0.5,200000000.0,True,max;99,7203
uniform-l1,2500.0,True,max;99,7203
uniform-l2,8.0,True,max;99,7203
uniform-l10,0.07,True,max;99,7203
uniform-l50,0.035,True,max;99,7203
uniform-linf,0.015,True,max;99,7203
uniform-l0-impulse,0.01,True,max;99,4406
uniform-l0-impulse,0.02,True,max;97,7622
uniform-l0-impulse,0.05,True,max;91,6084
uniform-l0-impulse,0.1,True,max;63,3566
uniform-l0-impulse,0.2,True,max;44,7552
uniform-l0-impulse,0.5,True,max;63,3566
uniform-l0.5,200000000.0,False,max;99,7203
uniform-l0.5,500000000.0,False,max;98,6014
uniform-l0.5,1000000000.0,False,max;92,8671
uniform-l0.5,2000000000.0,False,max;58,4615
uniform-l0.5,5000000000.0,False,max;44,0559
uniform-l0.5,10000000000.0,False,max;63,3566
uniform-l1,1000.0,False,max;99,5804
uniform-l1,5000.0,False,max;99,4406
uniform-l1,10000.0,False,max;95,6643
uniform-l1,20000.0,False,max;60,5594
uniform-l1,50000.0,False,max;50,4895
uniform-l1,100000.0,False,max;63,3566
uniform-l2,5.0,False,max;99,7203
uniform-l2,10.0,False,max;99,7203
uniform-l2,20.0,False,max;99,1608
uniform-l2,50.0,False,max;81,1189
uniform-l2,100.0,False,max;42,5175
uniform-l2,200.0,False,max;63,3566
uniform-l10,0.05,False,max;99,7203
uniform-l10,0.1,False,max;99,7203
uniform-l10,0.2,False,max;99,7203
uniform-l10,0.5,False,max;91,0490
uniform-l10,1.0,False,max;45,1748
uniform-l10,2.0,False,max;62,3776
uniform-l50,0.02,False,max;99,7203
uniform-l50,0.05,False,max;99,7203
uniform-l50,0.1,False,max;99,0210
uniform-l50,0.2,False,max;93,9860
uniform-l50,0.5,False,max;41,3986
uniform-l50,1.0,False,max;63,3566
uniform-linf,0.02,False,max;99,7203
uniform-linf,0.05,False,max;99,7203
uniform-linf,0.1,False,max;98,4615
uniform-linf,0.2,False,max;87,9720
uniform-linf,0.5,False,max;37,7622
uniform-linf,1.0,False,max;63,3566
Class Separation Robustness;99,5338
imperceptible Robustness;99,7203
Average p-norm robustness;79,8568
