;config_773_avg;config_773_std;config_773_run_0;config_773_run_1;config_773_run_2
Standard_Acc;99,5338;0,0659;99,4406;99,5804;99,5804
RMSCE;0,1284;0,0021;0,1303;0,1254;0,1294
gaussian_noise;75,4779;1,7142;74,2657;74,2657;77,9021
shot_noise;77,0163;6,9924;73,8462;70,4895;86,7133
impulse_noise;76,5501;3,8393;73,4266;74,2657;81,9580
defocus_blur;70,3030;4,1369;71,4685;74,6853;64,7552
glass_blur;78,2284;0,5860;78,0420;77,6224;79,0210
motion_blur;79,8135;2,6397;81,8182;81,5385;76,0839
zoom_blur;84,1492;1,5207;82,0979;85,7343;84,6154
snow;57,9487;10,3669;44,0559;68,9510;60,8392
frost;56,9697;4,5967;52,7273;63,3566;54,8252
fog;49,2308;3,7056;53,0070;44,1958;50,4895
brightness;53,7529;8,2104;50,4895;65,0350;45,7343
contrast;64,3357;8,2434;63,4965;54,6853;74,8252
elastic_transform;98,3217;0,1142;98,1818;98,3217;98,4615
pixelate;96,5035;0,6852;96,5035;97,3427;95,6643
jpeg_compression;99,6737;0,0659;99,7203;99,7203;99,5804
speckle_noise;78,7413;9,0272;75,5245;69,6503;91,0490
gaussian_blur;72,8205;4,3399;78,1818;72,7273;67,5524
spatter;77,9021;3,1043;74,6853;76,9231;82,0979
saturate;93,7529;1,8319;91,6084;96,0839;93,5664
blue_noise_sample;72,8671;9,6682;68,3916;63,9161;86,2937
brownish_noise;85,0350;4,3753;78,8811;87,5524;88,6713
caustic_refraction;89,9767;1,9525;92,7273;88,3916;88,8112
checkerboard_cutout;85,3613;0,6977;86,2937;84,6154;85,1748
cocentric_sine_waves;74,9650;2,9159;74,1259;71,8881;78,8811
inverse_sparkles;82,7972;4,1787;85,1748;76,9231;86,2937
perlin_noise;74,6387;4,7803;81,3986;71,3287;71,1888
plasma_noise;66,8531;1,4263;65,4545;68,8112;66,2937
single_frequency_greyscale;78,3217;0,8622;78,1818;77,3427;79,4406
sparkles;92,9138;1,2527;94,6853;92,0280;92,0280
Acc_C-all-19;75,8680;1,1402;74,3762;76,0839;77,1439
Acc_C-original-15;74,5517;1,1851;72,8765;75,3473;75,4312
Acc_C-bar-10;80,3730;1,6482;80,5315;78,2797;82,3077
Acc_all-ex-pixelwise-noise-24;77,6904;0,3879;77,2086;78,1585;77,7040
RMSCE_C;0,1054;0,0071;0,1023;0,0987;0,1153
uniform-l1,938.9,True,max;99,5338;0,0659;99,4406;99,5804;99,5804
uniform-l2,3.875,True,max;99,5338;0,0659;99,4406;99,5804;99,5804
uniform-linf,0.08893,True,max;87,3193;2,4394;88,5315;89,5105;83,9161
uniform-l0.5,200000000.0,True,max;99,6737;0,0659;99,7203;99,5804;99,7203
uniform-l1,2500.0,True,max;99,6737;0,0659;99,7203;99,5804;99,7203
uniform-l2,8.0,True,max;99,6270;0,0659;99,5804;99,5804;99,7203
uniform-l10,0.07,True,max;99,6270;0,0659;99,5804;99,5804;99,7203
uniform-l50,0.035,True,max;99,6270;0,0659;99,5804;99,5804;99,7203
uniform-linf,0.015,True,max;99,6270;0,0659;99,5804;99,5804;99,7203
uniform-l0-impulse,0.01,True,max;99,7203;0,1142;99,8601;99,7203;99,5804
uniform-l0-impulse,0.02,True,max;97,6690;1,2527;98,1818;98,8811;95,9441
uniform-l0-impulse,0.05,True,max;86,7133;4,4183;80,6993;88,2517;91,1888
uniform-l0-impulse,0.1,True,max;73,7529;7,8789;68,1119;68,2517;84,8951
uniform-l0-impulse,0.2,True,max;67,0862;5,3737;63,2168;63,3566;74,6853
uniform-l0-impulse,0.5,True,max;63,3566;0,0000;63,3566;63,3566;63,3566
uniform-l0.5,200000000.0,False,max;99,6737;0,0659;99,7203;99,5804;99,7203
uniform-l0.5,500000000.0,False,max;99,3007;0,5710;100,0000;99,3007;98,6014
uniform-l0.5,1000000000.0,False,max;86,1072;2,2877;83,2168;86,2937;88,8112
uniform-l0.5,2000000000.0,False,max;71,4685;5,3306;66,5734;68,9510;78,8811
uniform-l0.5,5000000000.0,False,max;63,8695;0,7252;63,3566;63,3566;64,8951
uniform-l0.5,10000000000.0,False,max;63,3566;0,0000;63,3566;63,3566;63,3566
uniform-l1,1000.0,False,max;99,5338;0,0659;99,4406;99,5804;99,5804
uniform-l1,5000.0,False,max;99,8135;0,0659;99,8601;99,8601;99,7203
uniform-l1,10000.0,False,max;89,3240;1,2835;88,9510;91,0490;87,9720
uniform-l1,20000.0,False,max;71,1888;5,0750;66,2937;69,0909;78,1818
uniform-l1,50000.0,False,max;63,3566;0,0000;63,3566;63,3566;63,3566
uniform-l1,100000.0,False,max;62,8904;0,6593;63,3566;61,9580;63,3566
uniform-l2,5.0,False,max;99,6270;0,0659;99,5804;99,5804;99,7203
uniform-l2,10.0,False,max;99,6737;0,0659;99,7203;99,5804;99,7203
uniform-l2,20.0,False,max;99,6737;0,2637;99,8601;99,8601;99,3007
uniform-l2,50.0,False,max;75,5711;3,4112;74,1259;72,3077;80,2797
uniform-l2,100.0,False,max;66,9464;4,7830;63,3566;63,7762;73,7063
uniform-l2,200.0,False,max;63,2634;0,1319;63,3566;63,0769;63,3566
uniform-l10,0.05,False,max;99,6270;0,0659;99,5804;99,5804;99,7203
uniform-l10,0.1,False,max;99,6270;0,0659;99,5804;99,5804;99,7203
uniform-l10,0.2,False,max;99,7669;0,1744;99,7203;99,5804;100,0000
uniform-l10,0.5,False,max;79,5804;1,8868;78,0420;78,4615;82,2378
uniform-l10,1.0,False,max;67,6923;4,2529;63,6364;65,8741;73,5664
uniform-l10,2.0,False,max;63,3100;0,0659;63,3566;63,2168;63,3566
uniform-l50,0.02,False,max;99,5338;0,0659;99,4406;99,5804;99,5804
uniform-l50,0.05,False,max;99,6737;0,0659;99,7203;99,5804;99,7203
uniform-l50,0.1,False,max;99,8601;0,0000;99,8601;99,8601;99,8601
uniform-l50,0.2,False,max;83,1235;0,2377;83,2168;82,7972;83,3566
uniform-l50,0.5,False,max;66,7133;4,2560;63,4965;63,9161;72,7273
uniform-l50,1.0,False,max;63,0303;0,4615;63,3566;62,3776;63,3566
uniform-linf,0.02,False,max;99,5338;0,0659;99,4406;99,5804;99,5804
uniform-linf,0.05,False,max;99,7203;0,1142;99,7203;99,5804;99,8601
uniform-linf,0.1,False,max;99,0676;1,1266;100,0000;99,7203;97,4825
uniform-linf,0.2,False,max;76,6434;3,2380;75,2448;73,5664;81,1189
uniform-linf,0.5,False,max;64,6154;1,7801;63,3566;63,3566;67,1329
