;config_457_avg
Standard_Acc;77,9885
RMSCE;0,0656
gaussian_noise;33,1000
shot_noise;33,6000
impulse_noise;31,6000
defocus_blur;24,8000
glass_blur;27,5000
motion_blur;39,3000
zoom_blur;35,4000
snow;31,1000
frost;36,0000
fog;48,9000
brightness;57,9000
contrast;30,0000
elastic_transform;69,8000
pixelate;52,9000
jpeg_compression;48,4000
speckle_noise;41,3000
gaussian_blur;23,2000
spatter;43,9000
saturate;48,0000
blue_noise_sample;31,7000
brownish_noise;50,0000
caustic_refraction;61,7000
checkerboard_cutout;39,1000
cocentric_sine_waves;21,6000
inverse_sparkles;28,1000
perlin_noise;55,0000
plasma_noise;22,7000
single_frequency_greyscale;32,1000
sparkles;70,6000
Acc_C-all-19;39,8263
Acc_C-original-15;40,0200
Acc_C-bar-10;41,2600
Acc_all-ex-pixelwise-noise-24;41,5833
RMSCE_C;0,1552
uniform-l1,2614.2,False,max;77,1504
uniform-l2,9.093,False,max;77,3269
uniform-linf,0.10237,False,max;68,4605
uniform-l0.5,200000000.0,True,max;77,3048
uniform-l1,2500.0,True,max;77,1063
uniform-l2,11.0,True,max;76,8527
uniform-l10,0.11,True,max;77,2386
uniform-l50,0.06,True,max;76,6211
uniform-linf,0.03,True,max;76,2792
uniform-l0-impulse,0.01,True,max;69,0781
uniform-l0-impulse,0.02,True,max;59,4508
uniform-l0-impulse,0.05,True,max;40,6484
uniform-l0-impulse,0.1,True,max;26,1579
uniform-l0-impulse,0.2,True,max;20,9418
uniform-l0-impulse,0.5,True,max;17,2695
uniform-l0.5,200000000.0,False,max;77,3820
uniform-l0.5,500000000.0,False,max;69,0229
uniform-l0.5,1000000000.0,False,max;46,0190
uniform-l0.5,2000000000.0,False,max;25,6176
uniform-l0.5,5000000000.0,False,max;22,3644
uniform-l0.5,10000000000.0,False,max;16,1667
uniform-l1,1000.0,False,max;78,0437
uniform-l1,5000.0,False,max;72,9157
uniform-l1,10000.0,False,max;52,6798
uniform-l1,20000.0,False,max;26,5439
uniform-l1,50000.0,False,max;21,4932
uniform-l1,100000.0,False,max;11,8328
uniform-l2,5.0,False,max;77,9885
uniform-l2,10.0,False,max;76,8416
uniform-l2,20.0,False,max;71,4049
uniform-l2,50.0,False,max;38,3326
uniform-l2,100.0,False,max;21,2616
uniform-l2,200.0,False,max;16,9718
uniform-l10,0.05,False,max;77,8562
uniform-l10,0.1,False,max;77,3820
uniform-l10,0.2,False,max;73,8200
uniform-l10,0.5,False,max;46,8130
uniform-l10,1.0,False,max;21,9232
uniform-l10,2.0,False,max;17,4129
uniform-l50,0.02,False,max;77,9665
uniform-l50,0.05,False,max;76,9078
uniform-l50,0.1,False,max;71,6586
uniform-l50,0.2,False,max;50,2536
uniform-l50,0.5,False,max;21,5152
uniform-l50,1.0,False,max;14,7993
uniform-linf,0.02,False,max;78,0216
uniform-linf,0.05,False,max;76,8416
uniform-linf,0.1,False,max;69,0340
uniform-linf,0.2,False,max;42,9643
uniform-linf,0.5,False,max;22,5849
uniform-linf,1.0,False,max;11,0278
Class Separation Robustness;74,3126
imperceptible Robustness;76,9005
Average p-norm robustness;47,2669
