;config_782_avg;config_782_std;config_782_run_0;config_782_run_1;config_782_run_2
Standard_Acc;78,9255;0,2450;78,5884;79,1634;79,0246
RMSCE;0,0471;0,0028;0,0508;0,0440;0,0465
gaussian_noise;35,2887;0,7442;34,2485;35,9471;35,6706
shot_noise;35,7101;0,7199;34,7027;36,3421;36,0853
impulse_noise;33,3070;1,1853;31,8586;34,7620;33,3004
defocus_blur;19,3100;0,0888;19,2376;19,2574;19,4351
glass_blur;23,7935;0,9875;25,1629;23,3458;22,8718
motion_blur;36,9346;0,8202;35,7891;37,6654;37,3494
zoom_blur;33,3333;0,8147;32,3524;33,3004;34,3472
snow;32,1548;1,0936;33,6362;31,7993;31,0290
frost;39,6010;0,9956;40,4108;40,1936;38,1987
fog;52,8277;0,8745;54,0194;52,5183;51,9455
brightness;59,4641;0,1490;59,5694;59,2534;59,5694
contrast;31,4833;0,7823;31,4636;30,5353;32,4511
elastic_transform;71,0843;0,2504;70,7881;71,4004;71,0646
pixelate;58,0552;0,4700;57,3968;58,4634;58,3054
jpeg_compression;53,0845;0,1049;52,9528;53,0911;53,2096
speckle_noise;46,0860;1,4715;44,0055;47,1657;47,0867
gaussian_blur;19,6392;0,7256;20,4424;19,7906;18,6846
spatter;43,4393;0,7415;44,2623;43,5908;42,4649
saturate;45,5527;1,9699;45,1708;43,3537;48,1335
blue_noise_sample;35,3348;0,6827;35,0188;36,2828;34,7027
brownish_noise;52,0508;1,3222;52,3405;50,3061;53,5058
caustic_refraction;61,8079;0,2361;61,7618;62,1173;61,5445
checkerboard_cutout;40,1475;1,2983;39,5418;41,9514;38,9492
cocentric_sine_waves;24,7745;0,0888;24,6692;24,7679;24,8864
inverse_sparkles;33,3465;0,6535;32,5301;34,1300;33,3794
perlin_noise;58,4041;0,3173;58,8189;58,3449;58,0486
plasma_noise;25,4724;0,3838;25,8937;24,9654;25,5580
single_frequency_greyscale;36,3223;0,2751;36,0458;36,2236;36,6976
sparkles;70,6827;1,2684;71,8151;71,3214;68,9117
Acc_C-all-19;40,5342;0,1005;40,3932;40,6198;40,5896
Acc_C-original-15;41,0288;0,1200;40,9059;41,1917;40,9889
Acc_C-bar-10;43,8344;0,1727;43,8436;44,0411;43,6184
Acc_all-ex-pixelwise-noise-24;42,6153;0,0993;42,7530;42,5703;42,5225
RMSCE_C;0,1634;0,0038;0,1588;0,1633;0,1681
