;config_491_avg
Standard_Acc;80,2934
RMSCE;0,0412
gaussian_noise;14,7738
shot_noise;11,8902
impulse_noise;12,7592
defocus_blur;20,4622
glass_blur;21,4300
motion_blur;32,4511
zoom_blur;32,9646
snow;10,3101
frost;10,8039
fog;11,6729
brightness;27,1381
contrast;12,8777
elastic_transform;66,8773
pixelate;54,7699
jpeg_compression;51,8467
speckle_noise;18,0328
gaussian_blur;18,7636
spatter;31,9968
saturate;13,1148
blue_noise_sample;19,8499
brownish_noise;26,3678
caustic_refraction;54,2169
checkerboard_cutout;46,3164
cocentric_sine_waves;18,2896
inverse_sparkles;15,9787
perlin_noise;34,7817
plasma_noise;9,2633
single_frequency_greyscale;22,6151
sparkles;57,9103
Acc_C-all-19;24,9966
Acc_C-original-15;26,2019
Acc_C-bar-10;30,5590
Acc_all-ex-pixelwise-noise-24;29,3008
RMSCE_C;0,4564
uniform-l1,2614.2,False,max;78,7470
uniform-l2,9.093,False,max;79,1634
uniform-linf,0.10237,False,max;47,1451
uniform-l0.5,200000000.0,True,max;78,7669
uniform-l1,2500.0,True,max;78,9849
uniform-l2,11.0,True,max;77,8945
uniform-l10,0.11,True,max;78,8858
uniform-l50,0.06,True,max;77,2601
uniform-linf,0.03,True,max;76,9033
uniform-l0-impulse,0.01,True,max;54,8573
uniform-l0-impulse,0.02,True,max;31,6614
uniform-l0-impulse,0.05,True,max;16,6336
uniform-l0-impulse,0.1,True,max;10,8247
uniform-l0-impulse,0.2,True,max;6,9588
uniform-l0-impulse,0.5,True,max;5,3331
uniform-l0.5,200000000.0,False,max;78,8858
uniform-l0.5,500000000.0,False,max;48,4536
uniform-l0.5,1000000000.0,False,max;20,8763
uniform-l0.5,2000000000.0,False,max;10,0714
uniform-l0.5,5000000000.0,False,max;6,2252
uniform-l0.5,10000000000.0,False,max;5,4520
uniform-l1,1000.0,False,max;80,1546
uniform-l1,5000.0,False,max;62,2324
uniform-l1,10000.0,False,max;25,6542
uniform-l1,20000.0,False,max;10,3489
uniform-l1,50000.0,False,max;5,1745
uniform-l1,100000.0,False,max;5,5710
uniform-l2,5.0,False,max;80,1150
uniform-l2,10.0,False,max;78,4100
uniform-l2,20.0,False,max;57,1372
uniform-l2,50.0,False,max;15,5036
uniform-l2,100.0,False,max;7,2760
uniform-l2,200.0,False,max;5,3331
uniform-l10,0.05,False,max;80,1546
uniform-l10,0.1,False,max;79,3021
uniform-l10,0.2,False,max;67,1491
uniform-l10,0.5,False,max;21,0349
uniform-l10,1.0,False,max;8,4853
uniform-l10,2.0,False,max;5,3132
uniform-l50,0.02,False,max;80,2538
uniform-l50,0.05,False,max;78,8065
uniform-l50,0.1,False,max;59,6352
uniform-l50,0.2,False,max;24,2665
uniform-l50,0.5,False,max;7,0381
uniform-l50,1.0,False,max;5,6305
uniform-linf,0.02,False,max;80,2339
uniform-linf,0.05,False,max;77,0619
uniform-linf,0.1,False,max;49,1673
uniform-linf,0.2,False,max;18,8937
uniform-linf,0.5,False,max;6,0071
uniform-linf,1.0,False,max;5,5710
Class Separation Robustness;68,3518
imperceptible Robustness;78,1159
Average p-norm robustness;35,3131
