;config_489_avg
Standard_Acc;80,3727
RMSCE;0,0383
gaussian_noise;23,2273
shot_noise;23,3853
impulse_noise;20,8770
defocus_blur;35,5718
glass_blur;23,3458
motion_blur;56,7450
zoom_blur;58,3251
snow;19,3561
frost;26,2690
fog;19,5339
brightness;37,7642
contrast;30,3772
elastic_transform;66,9959
pixelate;61,6235
jpeg_compression;53,9799
speckle_noise;34,7620
gaussian_blur;23,4446
spatter;42,1292
saturate;21,3510
blue_noise_sample;30,8908
brownish_noise;27,5528
caustic_refraction;63,3814
checkerboard_cutout;47,4027
cocentric_sine_waves;23,3853
inverse_sparkles;22,8323
perlin_noise;53,8811
plasma_noise;10,6459
single_frequency_greyscale;27,8491
sparkles;51,3530
Acc_C-all-19;35,7402
Acc_C-original-15;37,1585
Acc_C-bar-10;35,9174
Acc_all-ex-pixelwise-noise-24;37,7123
RMSCE_C;0,3326
uniform-l1,2614.2,False,max;79,8374
uniform-l2,9.093,False,max;79,5599
uniform-linf,0.10237,False,max;66,7328
uniform-l0.5,200000000.0,True,max;79,8771
uniform-l1,2500.0,True,max;79,8969
uniform-l2,11.0,True,max;79,1634
uniform-l10,0.11,True,max;79,7978
uniform-l50,0.06,True,max;78,9651
uniform-linf,0.03,True,max;78,9651
uniform-l0-impulse,0.01,True,max;70,1031
uniform-l0-impulse,0.02,True,max;55,7692
uniform-l0-impulse,0.05,True,max;30,6106
uniform-l0-impulse,0.1,True,max;16,7129
uniform-l0-impulse,0.2,True,max;8,8025
uniform-l0-impulse,0.5,True,max;8,3664
uniform-l0.5,200000000.0,False,max;79,5400
uniform-l0.5,500000000.0,False,max;68,3584
uniform-l0.5,1000000000.0,False,max;35,0317
uniform-l0.5,2000000000.0,False,max;15,6820
uniform-l0.5,5000000000.0,False,max;8,3664
uniform-l0.5,10000000000.0,False,max;8,3664
uniform-l1,1000.0,False,max;80,3132
uniform-l1,5000.0,False,max;73,4933
uniform-l1,10000.0,False,max;42,6051
uniform-l1,20000.0,False,max;16,9905
uniform-l1,50000.0,False,max;8,3664
uniform-l1,100000.0,False,max;8,3664
uniform-l2,5.0,False,max;80,2141
uniform-l2,10.0,False,max;79,6590
uniform-l2,20.0,False,max;71,4314
uniform-l2,50.0,False,max;27,1808
uniform-l2,100.0,False,max;9,4370
uniform-l2,200.0,False,max;8,3664
uniform-l10,0.05,False,max;80,4917
uniform-l10,0.1,False,max;79,7780
uniform-l10,0.2,False,max;75,2379
uniform-l10,0.5,False,max;34,4171
uniform-l10,1.0,False,max;11,6178
uniform-l10,2.0,False,max;8,3664
uniform-l50,0.02,False,max;80,2538
uniform-l50,0.05,False,max;79,5599
uniform-l50,0.1,False,max;72,3236
uniform-l50,0.2,False,max;39,1356
uniform-l50,0.5,False,max;9,6749
uniform-l50,1.0,False,max;8,3664
uniform-linf,0.02,False,max;80,1745
uniform-linf,0.05,False,max;79,0642
uniform-linf,0.1,False,max;67,4266
uniform-linf,0.2,False,max;31,0468
uniform-linf,0.5,False,max;8,7034
uniform-linf,1.0,False,max;8,3664
Class Separation Robustness;75,3767
imperceptible Robustness;79,4442
Average p-norm robustness;42,0509
