;config_783_avg;config_783_std;config_783_run_0;config_783_run_1;config_783_run_2
Standard_Acc;79,1435;0,1484;79,1039;78,9849;79,3418
RMSCE;0,0464;0,0030;0,0485;0,0485;0,0421
gaussian_noise;31,0290;2,0337;33,4584;28,4811;31,1475
shot_noise;31,2660;2,8748;33,8534;27,2566;32,6881
impulse_noise;27,5726;3,0954;31,8388;24,5902;26,2888
defocus_blur;21,0020;1,3026;19,3364;21,1535;22,5163
glass_blur;26,9735;0,3888;26,5258;27,4738;26,9208
motion_blur;39,7130;1,9739;38,3172;38,3172;42,5044
zoom_blur;36,6844;1,8388;35,1175;35,6706;39,2653
snow;30,6472;0,1951;30,8315;30,3772;30,7328
frost;41,9317;0,4419;41,5169;42,5439;41,7341
fog;59,9908;0,5508;60,1422;60,5767;59,2534
brightness;61,7091;0,7224;62,7099;61,0310;61,3865
contrast;36,5923;1,6092;35,8286;35,1175;38,8307
elastic_transform;70,6761;0,4562;70,7683;71,1831;70,0770
pixelate;59,1678;0,2003;59,0361;59,0164;59,4509
jpeg_compression;54,1774;0,8719;54,3551;53,0318;55,1452
speckle_noise;42,7941;3,6795;46,6127;37,8234;43,9463
gaussian_blur;24,8469;1,2950;24,1359;26,6640;23,7409
spatter;39,3179;0,5578;39,4628;38,5740;39,9170
saturate;52,1167;1,0845;50,8592;53,5058;51,9850
blue_noise_sample;31,7598;1,8951;33,7942;29,2317;32,2536
brownish_noise;61,5380;0,1074;61,6038;61,6235;61,3865
caustic_refraction;62,1766;0,2560;62,2951;61,8211;62,4136
checkerboard_cutout;42,4649;0,5030;42,5439;43,0377;41,8132
cocentric_sine_waves;22,5492;0,8548;22,5360;21,5090;23,6026
inverse_sparkles;33,8600;0,7566;33,1227;33,5572;34,9003
perlin_noise;60,4451;0,8608;59,4707;61,5643;60,3002
plasma_noise;44,2689;0,6419;43,7290;45,1708;43,9068
single_frequency_greyscale;34,4723;0,8448;33,5177;34,3275;35,5718
sparkles;70,7881;1,0088;69,9783;72,2102;70,1758
Acc_C-all-19;41,4847;0,5919;41,8267;40,6520;41,9753
Acc_C-original-15;41,9422;0,6384;42,2424;41,0547;42,5295
Acc_C-bar-10;46,4323;0,1536;46,2591;46,4053;46,6324
Acc_all-ex-pixelwise-noise-24;45,3379;0,3378;44,9059;45,3774;45,7305
RMSCE_C;0,1687;0,0035;0,1643;0,1729;0,1689
uniform-l1,2614.2,True,max;78,5025;0,2037;78,2712;78,4695;78,7669
uniform-l2,9.093,True,max;78,5950;0,3671;78,4298;78,2514;79,1039
uniform-linf,0.10237,True,max;51,1301;2,3250;52,2205;47,8985;53,2712
uniform-l0.5,200000000.0,True,max;78,4695;0,2067;78,4100;78,2514;78,7470
uniform-l1,2500.0,True,max;78,6809;0,0799;78,7272;78,5686;78,7470
uniform-l2,11.0,True,max;78,1390;0,2186;78,1324;77,8747;78,4100
uniform-l10,0.11,True,max;78,5289;0,1989;78,3505;78,4298;78,8065
uniform-l50,0.06,True,max;77,9672;0,1298;77,9540;77,8152;78,1324
uniform-linf,0.03,True,max;78,1655;0,2303;78,0333;77,9738;78,4893
uniform-l0-impulse,0.01,True,max;73,1430;0,0247;73,1364;73,1761;73,1166
uniform-l0-impulse,0.02,True,max;64,9815;0,8267;66,1380;64,5519;64,2546
uniform-l0-impulse,0.05,True,max;39,4925;3,2804;43,5964;35,5670;39,3140
uniform-l0-impulse,0.1,True,max;24,6101;4,9741;31,6416;20,9159;21,2728
uniform-l0-impulse,0.2,True,max;13,2038;2,8142;17,1689;11,5186;10,9239
uniform-l0-impulse,0.5,True,max;8,3862;0,0162;8,4060;8,3862;8,3664
uniform-l0.5,200000000.0,False,max;78,6809;0,3038;78,3505;78,6082;79,0841
uniform-l0.5,500000000.0,False,max;72,6342;0,0831;72,6606;72,5218;72,7201
uniform-l0.5,1000000000.0,False,max;48,2421;2,8792;50,3569;44,1713;50,1983
uniform-l0.5,2000000000.0,False,max;24,3458;5,0843;31,4036;19,6273;22,0063
uniform-l0.5,5000000000.0,False,max;9,7608;1,1599;11,3997;9,0008;8,8818
uniform-l0.5,10000000000.0,False,max;8,3730;0,0093;8,3664;8,3664;8,3862
