;config_480_avg;config_480_std;config_480_run_0;config_480_run_1;config_480_run_2
Standard_Acc;76,1565;0,2478;76,2688;75,8128;76,3878
RMSCE;0,0498;0,0045;0,0553;0,0500;0,0442
gaussian_noise;30,8776;0,8195;30,3180;32,0363;30,2785
shot_noise;29,5938;0,7805;29,3304;30,6538;28,7972
impulse_noise;29,8966;0,9170;28,9749;31,1475;29,5675
defocus_blur;21,5287;1,2411;22,8916;19,8894;21,8053
glass_blur;25,0181;1,9122;27,6911;24,0371;23,3261
motion_blur;36,5989;0,6509;36,3618;35,9471;37,4877
zoom_blur;33,1687;1,4765;33,2412;31,3253;34,9398
snow;30,7196;0,2823;30,3772;30,7130;31,0685
frost;34,7225;0,3792;34,1892;34,9398;35,0385
fog;50,4773;1,1340;49,3383;50,0691;52,0245
brightness;55,9550;0,7626;54,8884;56,3500;56,6265
contrast;27,4804;1,7377;25,2222;27,7701;29,4489
elastic_transform;68,4706;0,2681;68,1217;68,5167;68,7735
pixelate;57,1335;0,5638;56,3500;57,3968;57,6536
jpeg_compression;52,3866;0,4842;52,3603;51,8072;52,9923
speckle_noise;36,8556;0,9035;37,7839;37,1519;35,6310
gaussian_blur;20,5083;1,8713;22,8323;20,4424;18,2500
spatter;40,0158;1,6204;38,9097;38,8307;42,3069
saturate;42,9061;1,2544;43,0575;41,2996;44,3611
blue_noise_sample;33,0107;0,9838;33,0239;31,7993;34,2090
brownish_noise;46,6719;1,5091;44,9536;46,4349;48,6273
caustic_refraction;61,7618;0,5332;61,6235;62,4728;61,1890
checkerboard_cutout;36,2302;2,5161;34,2287;39,7788;34,6830
cocentric_sine_waves;22,5492;0,4125;22,3188;23,1286;22,2003
inverse_sparkles;29,1724;1,5578;27,0196;30,6538;29,8440
perlin_noise;53,9338;0,7384;54,9674;53,5453;53,2886
plasma_noise;19,5141;1,5477;17,9143;19,0203;21,6077
single_frequency_greyscale;34,8739;0,9298;35,3348;33,5769;35,7101
sparkles;71,6703;0,1454;71,6571;71,4991;71,8546
Acc_C-all-19;38,1218;0,2294;38,0126;37,9118;38,4409
Acc_C-original-15;38,9352;0,2849;38,6438;38,8399;39,3219
Acc_C-bar-10;40,9388;0,4519;40,3042;41,1910;41,3214
Acc_all-ex-pixelwise-noise-24;40,5612;0,3484;40,2438;40,3935;41,0462
RMSCE_C;0,1651;0,0034;0,1645;0,1695;0,1613
uniform-l1,2614.2,False,max;75,5155;0,3550;75,6146;75,0397;75,8921
uniform-l2,9.093,False,max;75,5221;0,3835;75,7732;74,9802;75,8128
uniform-linf,0.10237,False,max;66,2041;0,7105;65,7216;65,6820;67,2086
uniform-l0.5,200000000.0,True,max;75,3833;0,1539;75,3767;75,1983;75,5749
uniform-l1,2500.0,True,max;75,5287;0,2478;75,6939;75,1784;75,7137
uniform-l2,11.0,True,max;74,9802;0,3506;75,0397;74,5242;75,3767
uniform-l10,0.11,True,max;75,4560;0,2694;75,6939;75,0793;75,5948
uniform-l50,0.06,True,max;74,8678;0,3214;75,1784;74,4251;75,0000
uniform-linf,0.03,True,max;74,9009;0,4826;75,0595;74,2466;75,3965
uniform-l0-impulse,0.01,True,max;68,7946;0,5934;68,6360;68,1602;69,5876
uniform-l0-impulse,0.02,True,max;57,2297;1,1885;56,5424;56,2450;58,9017
uniform-l0-impulse,0.05,True,max;35,9040;0,8290;35,1308;37,0539;35,5274
uniform-l0-impulse,0.1,True,max;26,7380;1,7231;25,8723;29,1435;25,1983
uniform-l0-impulse,0.2,True,max;22,5350;1,9218;22,7002;24,8017;20,1031
uniform-l0-impulse,0.5,True,max;14,5916;3,5989;15,1467;9,9326;18,6955
uniform-l0.5,200000000.0,False,max;75,4890;0,2062;75,6542;75,1983;75,6146
uniform-l0.5,500000000.0,False,max;66,8187;0,5812;66,5543;66,2768;67,6249
uniform-l0.5,1000000000.0,False,max;38,4021;1,0394;38,6201;39,5519;37,0341
uniform-l0.5,2000000000.0,False,max;25,2577;1,8263;24,4052;27,7954;23,5726
uniform-l0.5,5000000000.0,False,max;19,6075;0,8689;18,3981;20,0238;20,4005
uniform-l0.5,10000000000.0,False,max;14,3074;4,2749;14,7105;8,8818;19,3299
uniform-l1,1000.0,False,max;76,1367;0,2457;76,1895;75,8128;76,4076
uniform-l1,5000.0,False,max;71,2530;0,6499;70,8961;70,6979;72,1649
uniform-l1,10000.0,False,max;45,1626;0,9802;45,4203;46,2133;43,8541
uniform-l1,20000.0,False,max;25,3635;1,7356;24,7224;27,7359;23,6320
uniform-l1,50000.0,False,max;18,5501;1,5748;17,4266;17,4465;20,7772
uniform-l1,100000.0,False,max;12,0143;2,7133;12,8073;8,3664;14,8692
uniform-l2,5.0,False,max;76,0309;0,2513;76,0111;75,7335;76,3481
uniform-l2,10.0,False,max;75,2313;0,2791;75,2974;74,8612;75,5353
uniform-l2,20.0,False,max;69,6141;0,4475;69,3695;69,2308;70,2419
uniform-l2,50.0,False,max;31,6283;1,1576;32,3354;32,5535;29,9960
uniform-l2,100.0,False,max;22,3302;2,3404;22,4425;25,1388;19,4092
uniform-l2,200.0,False,max;14,7039;4,1893;14,9881;9,4370;19,6868
uniform-l10,0.05,False,max;76,1763;0,2011;76,3085;75,8921;76,3283
uniform-l10,0.1,False,max;75,6542;0,2761;75,7534;75,2776;75,9318
uniform-l10,0.2,False,max;72,3500;0,3533;72,2641;71,9667;72,8192
uniform-l10,0.5,False,max;38,3888;1,4098;38,4814;40,0674;36,6178
uniform-l10,1.0,False,max;23,2025;2,4922;23,4734;26,1102;20,0238
uniform-l10,2.0,False,max;15,2987;3,8932;15,2657;10,5472;20,0833
uniform-l50,0.02,False,max;76,0904;0,1942;76,0904;75,8525;76,3283
uniform-l50,0.05,False,max;75,4890;0,1945;75,4758;75,2577;75,7335
uniform-l50,0.1,False,max;70,4467;0,6264;69,9841;70,0238;71,3323
uniform-l50,0.2,False,max;42,4861;1,1096;42,6844;43,7351;41,0389
uniform-l50,0.5,False,max;22,3236;2,4937;22,6209;25,2181;19,1316
uniform-l50,1.0,False,max;13,4681;3,8926;14,0761;8,4259;17,9025
uniform-linf,0.02,False,max;76,0640;0,1731;76,1102;75,8327;76,2490
uniform-linf,0.05,False,max;75,1916;0,2592;75,1784;74,8810;75,5155
uniform-linf,0.1,False,max;66,6799;0,4803;66,2371;66,4552;67,3473
uniform-linf,0.2,False,max;34,8599;1,3596;35,4084;36,1816;32,9897
uniform-linf,0.5,False,max;20,4600;1,5368;20,0833;22,5020;18,7946
uniform-linf,1.0,False,max;11,4063;2,4375;11,5186;8,3664;14,3339
Class Separation Robustness;72,4139;0,4382;72,3698;71,9006;72,9712
imperceptible Robustness;75,1861;0,2935;75,3403;74,7753;75,4428
Average p-norm robustness;44,9936;0,2381;44,9355;44,7354;45,3098
