;config_475_avg;config_475_std;config_475_run_0;config_475_run_1;config_475_run_2
Standard_Acc;78,1126;0,8978;78,7867;78,7074;76,8438
RMSCE;0,0658;0,0110;0,0585;0,0814;0,0574
gaussian_noise;32,7079;1,4675;34,7620;31,9376;31,4241
shot_noise;32,5235;2,0814;35,4533;31,3056;30,8118
impulse_noise;30,5221;2,5022;33,9917;29,3897;28,1849
defocus_blur;21,7131;1,6288;23,7014;21,7262;19,7116
glass_blur;27,8162;0,6234;28,1651;28,3429;26,9405
motion_blur;36,1577;2,7517;39,6010;36,0063;32,8659
zoom_blur;33,4518;2,6044;36,0261;34,4460;29,8835
snow;30,2127;0,9379;30,7328;28,8959;31,0093
frost;37,2046;0,8792;37,1716;36,1446;38,2975
fog;52,1430;2,8453;51,3530;49,1211;55,9550
brightness;58,2263;0,9420;59,2929;58,3844;57,0018
contrast;27,6384;2,4213;29,2909;29,4094;24,2149
elastic_transform;70,2943;1,0234;71,1238;70,9066;68,8525
pixelate;56,7121;1,6460;58,3844;57,2783;54,4736
jpeg_compression;53,1701;1,1048;52,3208;52,4590;54,7304
speckle_noise;41,3655;2,7978;45,2499;40,0751;38,7715
gaussian_blur;23,9845;0,7489;24,9654;23,1483;23,8396
spatter;40,9704;0,8748;40,1738;42,1884;40,5491
saturate;45,4144;0,3875;45,3881;45,9016;44,9536
blue_noise_sample;35,5455;0,3505;35,7101;35,8681;35,0583
brownish_noise;50,7012;0,8297;51,8270;49,8519;50,4246
caustic_refraction;62,6835;0,9400;61,7618;62,3148;63,9739
checkerboard_cutout;40,3121;2,6187;39,6800;43,7883;37,4679
cocentric_sine_waves;24,3334;0,7902;24,0174;23,5631;25,4197
inverse_sparkles;31,8257;2,4940;32,4116;28,5206;34,5447
perlin_noise;57,2585;1,3411;55,7970;56,9425;59,0361
plasma_noise;24,7482;0,6867;24,3334;24,1951;25,7160
single_frequency_greyscale;35,4665;0,6858;36,4211;34,8410;35,1373
sparkles;70,5116;0,5218;70,7881;69,7808;70,9658
Acc_C-all-19;39,5910;0,9790;40,9025;39,3193;38,5511
Acc_C-original-15;40,0329;1,0319;41,4247;39,7169;38,9571
Acc_C-bar-10;43,3386;0,3329;43,2747;42,9666;43,7744
Acc_all-ex-pixelwise-noise-24;42,2063;0,3490;42,6970;42,0066;41,9152
RMSCE_C;0,1498;0,0039;0,1444;0,1513;0,1536
uniform-l1,2614.2,False,max;77,5575;0,8689;78,3505;77,9738;76,3481
uniform-l2,9.093,False,max;77,6963;0,6649;78,3505;77,9540;76,7843
uniform-linf,0.10237,False,max;69,7727;0,9065;70,8763;69,7859;68,6558
uniform-l0.5,200000000.0,True,max;77,4253;0,5701;77,9144;77,7359;76,6257
uniform-l1,2500.0,True,max;77,5245;0,7931;78,1721;77,9937;76,4076
uniform-l2,11.0,True,max;77,2932;0,5815;77,8945;77,4782;76,5067
uniform-l10,0.11,True,max;77,6632;0,8673;78,4100;78,1324;76,4473
uniform-l50,0.06,True,max;77,2139;0,7119;77,7756;77,6566;76,2094
uniform-linf,0.03,True,max;77,0685;0,6016;77,6764;77,2799;76,2490
uniform-l0-impulse,0.01,True,max;70,0965;1,1440;71,5504;69,9841;68,7550
uniform-l0-impulse,0.02,True,max;61,4592;2,0497;64,2546;60,7256;59,3973
uniform-l0-impulse,0.05,True,max;38,5342;3,5736;43,2791;37,6685;34,6550
uniform-l0-impulse,0.1,True,max;25,8393;3,1218;29,8969;25,3172;22,3037
uniform-l0-impulse,0.2,True,max;20,3344;2,1490;23,2752;19,5282;18,1998
uniform-l0-impulse,0.5,True,max;10,0648;1,1014;10,0119;8,7431;11,4393
uniform-l0.5,200000000.0,False,max;77,4319;0,6394;78,0333;77,7161;76,5464
uniform-l0.5,500000000.0,False,max;70,2815;0,7775;71,2530;70,2419;69,3497
uniform-l0.5,1000000000.0,False,max;43,6492;3,3639;47,3236;44,4290;39,1951
uniform-l0.5,2000000000.0,False,max;24,5506;2,8787;28,4893;23,4734;21,6891
uniform-l0.5,5000000000.0,False,max;19,2638;0,9839;19,5480;17,9421;20,3013
uniform-l0.5,10000000000.0,False,max;9,0537;0,4871;9,0008;8,4853;9,6749
uniform-l1,1000.0,False,max;78,0135;0,8137;78,7669;78,3902;76,8834
uniform-l1,5000.0,False,max;73,9889;0,5278;74,6630;73,9294;73,3743
uniform-l1,10000.0,False,max;51,7380;2,6582;54,5995;52,4187;48,1959
uniform-l1,20000.0,False,max;25,2445;2,8664;29,2228;23,9294;22,5813
uniform-l1,50000.0,False,max;16,8253;2,5567;16,5543;13,8382;20,0833
uniform-l1,100000.0,False,max;8,3664;0,0000;8,3664;8,3664;8,3664
uniform-l2,5.0,False,max;78,1060;0,8023;78,8858;78,4298;77,0024
uniform-l2,10.0,False,max;77,5575;0,7404;78,2316;77,9144;76,5266
uniform-l2,20.0,False,max;72,3566;0,7152;73,2752;72,2641;71,5305
uniform-l2,50.0,False,max;35,7587;2,8206;39,5321;34,9921;32,7518
uniform-l2,100.0,False,max;20,6979;2,3373;23,9492;19,5876;18,5567
uniform-l2,200.0,False,max;9,5691;0,9361;9,2387;8,6241;10,8446
uniform-l10,0.05,False,max;78,0267;0,7149;78,6281;78,4298;77,0222
uniform-l10,0.1,False,max;77,8483;0,7404;78,5488;78,1721;76,8239
uniform-l10,0.2,False,max;74,8877;0,8697;75,7335;75,2379;73,6915
uniform-l10,0.5,False,max;44,2109;3,2083;47,4227;45,3807;39,8295
uniform-l10,1.0,False,max;21,4116;2,4896;24,9207;19,9048;19,4092
uniform-l10,2.0,False,max;10,1705;1,2683;9,7343;8,8818;11,8953
uniform-l50,0.02,False,max;78,1655;0,8519;78,8263;78,7074;76,9627
uniform-l50,0.05,False,max;77,4914;0,7110;77,9540;78,0333;76,4869
uniform-l50,0.1,False,max;73,4404;0,6415;74,1872;73,5131;72,6209
uniform-l50,0.2,False,max;48,4470;3,0673;51,6455;49,3854;44,3101
uniform-l50,0.5,False,max;20,5062;2,4954;24,0285;18,9334;18,5567
uniform-l50,1.0,False,max;8,4391;0,0765;8,4060;8,3664;8,5448
uniform-linf,0.02,False,max;78,1324;0,8399;78,9651;78,4496;76,9826
uniform-linf,0.05,False,max;77,1081;0,5940;77,5575;77,4980;76,2688
uniform-linf,0.1,False,max;70,0767;0,8489;70,9159;70,4005;68,9136
uniform-linf,0.2,False,max;40,5763;2,7397;43,7351;40,9397;37,0539
uniform-linf,0.5,False,max;19,9775;1,2808;21,7883;19,1118;19,0325
uniform-linf,1.0,False,max;8,3664;0,0000;8,3664;8,3664;8,3664
Class Separation Robustness;75,0088;0,8043;75,8591;75,2379;73,9294
imperceptible Robustness;77,3647;0,6851;77,9738;77,7128;76,4076
Average p-norm robustness;45,8587;1,1974;47,4420;45,5869;44,5470
