;config_499_avg
Standard_Acc;61,1618
RMSCE;0,0370
gaussian_noise;9,3620
shot_noise;9,8163
impulse_noise;8,9473
defocus_blur;22,8323
glass_blur;20,2844
motion_blur;39,1072
zoom_blur;38,4752
snow;18,9216
frost;18,0525
fog;20,4029
brightness;24,7877
contrast;23,9384
elastic_transform;47,7582
pixelate;47,4027
jpeg_compression;45,1511
speckle_noise;13,5493
gaussian_blur;19,1586
spatter;39,3048
saturate;23,1286
blue_noise_sample;22,9113
brownish_noise;29,8045
caustic_refraction;51,4715
checkerboard_cutout;26,1308
cocentric_sine_waves;16,7095
inverse_sparkles;18,1513
perlin_noise;49,0816
plasma_noise;24,1556
single_frequency_greyscale;21,7262
sparkles;53,1108
Acc_C-all-19;25,8095
Acc_C-original-15;26,3493
Acc_C-bar-10;31,3253
Acc_all-ex-pixelwise-noise-24;30,7937
RMSCE_C;0,2544
uniform-l1,2614.2,False,max;52,2998
uniform-l2,9.093,False,max;52,7756
uniform-linf,0.10237,False,max;25,9318
uniform-l0.5,200000000.0,True,max;52,7161
uniform-l1,2500.0,True,max;52,8351
uniform-l2,11.0,True,max;50,2776
uniform-l10,0.11,True,max;52,6963
uniform-l50,0.06,True,max;49,8612
uniform-linf,0.03,True,max;49,3854
uniform-l0-impulse,0.01,True,max;38,8977
uniform-l0-impulse,0.02,True,max;22,8588
uniform-l0-impulse,0.05,True,max;8,4060
uniform-l0-impulse,0.1,True,max;8,3466
uniform-l0-impulse,0.2,True,max;8,2871
uniform-l0-impulse,0.5,True,max;8,7629
uniform-l0.5,200000000.0,False,max;52,7557
uniform-l0.5,500000000.0,False,max;28,0928
uniform-l0.5,1000000000.0,False,max;8,6836
uniform-l0.5,2000000000.0,False,max;8,3466
uniform-l0.5,5000000000.0,False,max;8,3862
uniform-l0.5,10000000000.0,False,max;10,1903
uniform-l1,1000.0,False,max;59,6550
uniform-l1,5000.0,False,max;36,3006
uniform-l1,10000.0,False,max;9,7740
uniform-l1,20000.0,False,max;8,3466
uniform-l1,50000.0,False,max;8,5052
uniform-l1,100000.0,False,max;16,1975
uniform-l2,5.0,False,max;58,4457
uniform-l2,10.0,False,max;51,6257
uniform-l2,20.0,False,max;31,8795
uniform-l2,50.0,False,max;8,3664
uniform-l2,100.0,False,max;8,3069
uniform-l2,200.0,False,max;10,6067
uniform-l10,0.05,False,max;59,1396
uniform-l10,0.1,False,max;53,6875
uniform-l10,0.2,False,max;38,8779
uniform-l10,0.5,False,max;8,5845
uniform-l10,1.0,False,max;8,3267
uniform-l10,2.0,False,max;10,3291
uniform-l50,0.02,False,max;59,4568
uniform-l50,0.05,False,max;52,1015
uniform-l50,0.1,False,max;34,3775
uniform-l50,0.2,False,max;8,9413
uniform-l50,0.5,False,max;8,3069
uniform-l50,1.0,False,max;14,2149
uniform-linf,0.02,False,max;59,1197
uniform-linf,0.05,False,max;50,0793
uniform-linf,0.1,False,max;26,7050
uniform-linf,0.2,False,max;8,4259
uniform-linf,0.5,False,max;8,3267
uniform-linf,1.0,False,max;16,8715
Class Separation Robustness;43,6690
imperceptible Robustness;51,2953
Average p-norm robustness;24,9023
