;config_144_avg
Standard_Acc;60,6897
RMSCE;0,1067
gaussian_noise;39,7260
shot_noise;34,2466
impulse_noise;41,4384
defocus_blur;57,1918
glass_blur;59,5890
motion_blur;57,8767
zoom_blur;59,9315
snow;47,6027
frost;44,5205
fog;33,5616
brightness;48,2877
contrast;28,7671
elastic_transform;57,5342
pixelate;61,3014
jpeg_compression;60,9589
speckle_noise;40,7534
gaussian_blur;54,1096
spatter;50,6849
saturate;43,1507
Acc_C-all-19;48,4859
Acc_C-original-15;48,8356
Acc_C-bar-10;9,7322
Acc_all-ex-pixelwise-noise-24;34,3182
RMSCE_C;0,2039
uniform-l1,71410,False,max;53,1034
uniform-l2,105.25,False,max;46,2069
uniform-linf,0.4685,False,max;36,5517
uniform-l0.5,25000000000.0,True,max;57,5862
uniform-l1,40000.0,True,max;56,5517
uniform-l2,40.0,True,max;58,6207
uniform-l10,0.2,True,max;56,5517
uniform-l50,0.08,True,max;57,9310
uniform-linf,0.03,True,max;58,6207
uniform-l0-impulse,0.01,True,max;52,0690
uniform-l0-impulse,0.02,True,max;49,3103
uniform-l0-impulse,0.05,True,max;45,1724
uniform-l0-impulse,0.1,True,max;43,4483
uniform-l0-impulse,0.2,True,max;41,3793
uniform-l0-impulse,0.5,True,max;33,7931
uniform-l0.5,50000000000.0,False,max;54,4828
uniform-l0.5,100000000000.0,False,max;43,1034
uniform-l0.5,200000000000.0,False,max;36,8966
uniform-l0.5,500000000000.0,False,max;35,5172
uniform-l0.5,1000000000000.0,False,max;33,1034
uniform-l0.5,2000000000000.0,False,max;27,9310
uniform-l1,20000.0,False,max;58,9655
uniform-l1,50000.0,False,max;54,8276
uniform-l1,100000.0,False,max;46,5517
uniform-l1,200000.0,False,max;36,5517
uniform-l1,500000.0,False,max;34,1379
uniform-l1,1000000.0,False,max;26,2069
uniform-l2,20.0,False,max;58,9655
uniform-l2,50.0,False,max;57,5862
uniform-l2,100.0,False,max;49,3103
uniform-l2,200.0,False,max;34,4828
uniform-l2,500.0,False,max;34,4828
uniform-l2,1000.0,False,max;27,2414
uniform-l10,0.1,False,max;58,9655
uniform-l10,0.2,False,max;56,2069
uniform-l10,0.5,False,max;47,2414
uniform-l10,1.0,False,max;37,2414
uniform-l10,2.0,False,max;35,5172
uniform-l10,5.0,False,max;34,8276
uniform-l50,0.02,False,max;60,0000
uniform-l50,0.05,False,max;56,5517
uniform-l50,0.1,False,max;53,7931
uniform-l50,0.2,False,max;47,2414
uniform-l50,0.5,False,max;36,5517
uniform-l50,1.0,False,max;32,7586
uniform-linf,0.02,False,max;59,6552
uniform-linf,0.05,False,max;56,5517
uniform-linf,0.1,False,max;54,8276
uniform-linf,0.2,False,max;41,7241
uniform-linf,0.5,False,max;35,1724
uniform-linf,1.0,False,max;25,1724
Class Separation Robustness;45,2874
imperceptible Robustness;57,6437
Average p-norm robustness;43,9409
