;config_36_avg
Standard_Acc;54,4828
RMSCE;0,1493
gaussian_noise;44,8630
shot_noise;41,7808
impulse_noise;40,4110
defocus_blur;54,1096
glass_blur;55,1370
motion_blur;56,1644
zoom_blur;53,0822
snow;48,2877
frost;36,9863
fog;31,1644
brightness;45,5479
contrast;29,4521
elastic_transform;54,4521
pixelate;56,1644
jpeg_compression;56,8493
speckle_noise;43,1507
gaussian_blur;51,0274
spatter;50,0000
saturate;47,2603
Acc_C-all-19;47,1521
Acc_C-original-15;46,9635
Acc_C-bar-10;9,4116
Acc_all-ex-pixelwise-noise-24;32,5858
RMSCE_C;0,2068
uniform-l1,71410,False,max;48,2759
uniform-l2,105.25,False,max;49,6552
uniform-linf,0.4685,False,max;37,2414
uniform-l0.5,25000000000.0,True,max;52,7586
uniform-l1,40000.0,True,max;52,4138
uniform-l2,40.0,True,max;52,4138
uniform-l10,0.2,True,max;51,0345
uniform-l50,0.08,True,max;50,6897
uniform-linf,0.03,True,max;52,7586
uniform-l0-impulse,0.01,True,max;48,2759
uniform-l0-impulse,0.02,True,max;49,3103
uniform-l0-impulse,0.05,True,max;44,4828
uniform-l0-impulse,0.1,True,max;37,9310
uniform-l0-impulse,0.2,True,max;38,6207
uniform-l0-impulse,0.5,True,max;34,4828
uniform-l0.5,50000000000.0,False,max;48,6207
uniform-l0.5,100000000000.0,False,max;47,5862
uniform-l0.5,200000000000.0,False,max;38,2759
uniform-l0.5,500000000000.0,False,max;41,0345
uniform-l0.5,1000000000000.0,False,max;34,4828
uniform-l0.5,2000000000000.0,False,max;34,4828
uniform-l1,20000.0,False,max;53,7931
uniform-l1,50000.0,False,max;49,3103
uniform-l1,100000.0,False,max;48,9655
uniform-l1,200000.0,False,max;37,9310
uniform-l1,500000.0,False,max;41,7241
uniform-l1,1000000.0,False,max;34,4828
uniform-l2,20.0,False,max;53,7931
uniform-l2,50.0,False,max;50,0000
uniform-l2,100.0,False,max;51,0345
uniform-l2,200.0,False,max;37,9310
uniform-l2,500.0,False,max;40,6897
uniform-l2,1000.0,False,max;34,4828
uniform-l10,0.1,False,max;54,4828
uniform-l10,0.2,False,max;51,0345
uniform-l10,0.5,False,max;52,0690
uniform-l10,1.0,False,max;37,9310
uniform-l10,2.0,False,max;36,2069
uniform-l10,5.0,False,max;34,4828
uniform-l50,0.02,False,max;53,7931
uniform-l50,0.05,False,max;52,7586
uniform-l50,0.1,False,max;48,9655
uniform-l50,0.2,False,max;48,6207
uniform-l50,0.5,False,max;35,1724
uniform-l50,1.0,False,max;37,5862
uniform-linf,0.02,False,max;53,4483
uniform-linf,0.05,False,max;52,0690
uniform-linf,0.1,False,max;47,5862
uniform-linf,0.2,False,max;46,2069
uniform-linf,0.5,False,max;35,5172
uniform-linf,1.0,False,max;34,4828
Class Separation Robustness;45,0575
imperceptible Robustness;52,0115
Average p-norm robustness;43,9080
