;config_116_avg;config_116_std;config_116_run_0;config_116_run_1;config_116_run_2
Standard_Acc;51,2644;1,5507;50,0000;53,4483;50,3448
RMSCE;0,1033;0,0160;0,0813;0,1186;0,1099
gaussian_noise;47,1461;5,8676;52,7397;39,0411;49,6575
shot_noise;44,8630;6,5038;52,0548;36,3014;46,2329
impulse_noise;42,9224;5,6227;48,6301;35,2740;44,8630
defocus_blur;49,6575;3,2248;45,2055;52,7397;51,0274
glass_blur;55,7078;3,3710;51,3699;56,1644;59,5890
motion_blur;49,3151;2,1111;46,5753;51,7123;49,6575
zoom_blur;51,2557;2,0987;48,2877;52,7397;52,7397
snow;43,1507;0,8389;44,1781;43,1507;42,1233
frost;42,6941;0,7037;42,8082;41,7808;43,4932
fog;32,8767;2,0164;35,6164;30,8219;32,1918
brightness;49,2009;1,1301;47,9452;50,6849;48,9726
contrast;26,8265;2,8287;25,0000;24,6575;30,8219
elastic_transform;49,3151;3,0246;46,2329;53,4247;48,2877
pixelate;51,2557;1,8618;49,3151;53,7671;50,6849
jpeg_compression;49,4292;2,2428;46,5753;52,0548;49,6575
speckle_noise;44,8630;5,5079;50,3425;37,3288;46,9178
gaussian_blur;52,1689;3,9280;47,6027;51,7123;57,1918
spatter;46,9178;1,4796;47,6027;44,8630;48,2877
saturate;42,2374;0,5821;42,8082;41,4384;42,4658
Acc_C-all-19;45,8844;0,9719;45,8363;44,7188;47,0981
Acc_C-original-15;45,7078;0,7140;45,5023;44,9543;46,6667
Acc_C-bar-10;9,1592;0,1680;9,1339;8,9673;9,3765
Acc_all-ex-pixelwise-noise-24;31,1198;0,7512;30,0733;31,4847;31,8015
RMSCE_C;0,1602;0,0385;0,1139;0,2082;0,1585
uniform-l1,71410,False,max;50,4598;1,5507;48,2759;51,7241;51,3793
uniform-l2,105.25,False,max;49,3103;0,7449;48,2759;49,6552;50,0000
uniform-linf,0.4685,False,max;44,8276;8,0575;54,1379;34,4828;45,8621
uniform-l0.5,25000000000.0,True,max;51,7241;2,4545;49,6552;55,1724;50,3448
uniform-l1,40000.0,True,max;50,9195;2,1504;48,6207;53,7931;50,3448
uniform-l2,40.0,True,max;50,5747;2,8896;47,5862;54,4828;49,6552
uniform-l10,0.2,True,max;51,4943;3,2874;47,9310;55,8621;50,6897
uniform-l50,0.08,True,max;51,0345;1,9709;49,3103;53,7931;50,0000
uniform-linf,0.03,True,max;51,4943;2,5547;48,6207;54,8276;51,0345
uniform-l0-impulse,0.01,True,max;50,2299;0,8602;49,3103;51,3793;50,0000
uniform-l0-impulse,0.02,True,max;47,8161;3,6202;49,6552;42,7586;51,0345
uniform-l0-impulse,0.05,True,max;45,2874;7,7226;49,3103;34,4828;52,0690
uniform-l0-impulse,0.1,True,max;44,2529;6,6647;48,9655;34,8276;48,9655
uniform-l0-impulse,0.2,True,max;42,4138;5,7149;48,6207;34,8276;43,7931
uniform-l0-impulse,0.5,True,max;39,7701;3,7493;42,0690;34,4828;42,7586
uniform-l0.5,50000000000.0,False,max;51,3793;1,4630;50,3448;53,4483;50,3448
uniform-l0.5,100000000000.0,False,max;47,8161;3,4059;49,3103;43,1034;51,0345
uniform-l0.5,200000000000.0,False,max;44,9425;7,7737;53,1034;34,4828;47,2414
uniform-l0.5,500000000000.0,False,max;42,8736;6,0145;48,2759;34,4828;45,8621
uniform-l0.5,1000000000000.0,False,max;38,3908;2,7634;40,3448;34,4828;40,3448
uniform-l0.5,2000000000000.0,False,max;34,2529;0,8602;35,1724;34,4828;33,1034
uniform-l1,20000.0,False,max;51,0345;3,1352;47,5862;55,1724;50,3448
uniform-l1,50000.0,False,max;50,9195;2,1132;48,2759;53,4483;51,0345
uniform-l1,100000.0,False,max;49,7701;2,6160;47,5862;48,2759;53,4483
uniform-l1,200000.0,False,max;44,5977;7,2405;51,0345;34,4828;48,2759
uniform-l1,500000.0,False,max;42,8736;5,9748;47,9310;34,4828;46,2069
uniform-l1,1000000.0,False,max;35,5172;1,4630;37,5862;34,4828;34,4828
uniform-l2,20.0,False,max;51,4943;2,6611;50,3448;55,1724;48,9655
uniform-l2,50.0,False,max;51,3793;2,2347;49,3103;54,4828;50,3448
uniform-l2,100.0,False,max;50,0000;1,6893;47,9310;50,0000;52,0690
uniform-l2,200.0,False,max;44,1379;6,9709;50,6897;34,4828;47,2414
uniform-l2,500.0,False,max;43,2184;6,4838;50,0000;34,4828;45,1724
uniform-l2,1000.0,False,max;34,0230;0,6502;34,4828;34,4828;33,1034
uniform-l10,0.1,False,max;51,6092;2,2931;49,6552;54,8276;50,3448
uniform-l10,0.2,False,max;50,2299;3,4977;47,9310;55,1724;47,5862
uniform-l10,0.5,False,max;50,1149;0,7086;49,3103;50,0000;51,0345
uniform-l10,1.0,False,max;44,3678;7,2678;50,3448;34,1379;48,6207
uniform-l10,2.0,False,max;43,7931;7,6175;52,7586;34,1379;44,4828
uniform-l10,5.0,False,max;34,0230;0,6502;34,4828;34,4828;33,1034
uniform-l50,0.02,False,max;51,9540;2,7777;49,6552;55,8621;50,3448
uniform-l50,0.05,False,max;51,4943;3,1013;49,6552;55,8621;48,9655
uniform-l50,0.1,False,max;50,8046;2,4599;48,2759;54,1379;50,0000
uniform-l50,0.2,False,max;49,1954;1,5507;49,3103;47,2414;51,0345
uniform-l50,0.5,False,max;44,3678;7,1910;51,3793;34,4828;47,2414
uniform-l50,1.0,False,max;39,1954;3,6202;42,4138;34,1379;41,0345
uniform-linf,0.02,False,max;51,7241;2,4383;50,0000;55,1724;50,0000
uniform-linf,0.05,False,max;51,0345;1,7126;49,6552;53,4483;50,0000
uniform-linf,0.1,False,max;51,1494;1,9775;48,6207;53,4483;51,3793
uniform-linf,0.2,False,max;46,7816;3,5872;49,6552;41,7241;48,9655
uniform-linf,0.5,False,max;43,5632;6,6049;50,0000;34,4828;46,2069
uniform-linf,1.0,False,max;36,2069;1,5676;38,2759;34,4828;35,8621
Class Separation Robustness;48,1992;2,1118;50,2299;45,2874;49,0805
imperceptible Robustness;51,2069;2,5379;48,6207;54,6552;50,3448
Average p-norm robustness;45,7143;1,9026;47,3481;43,0460;46,7488
