;config_29_avg
Standard_Acc;70,6897
RMSCE;0,1815
gaussian_noise;50,6849
shot_noise;44,5205
impulse_noise;48,9726
defocus_blur;44,1781
glass_blur;50,3425
motion_blur;47,6027
zoom_blur;46,2329
snow;46,2329
frost;41,0959
fog;27,7397
brightness;44,8630
contrast;29,1096
elastic_transform;47,9452
pixelate;49,6575
jpeg_compression;49,6575
speckle_noise;47,9452
gaussian_blur;46,9178
spatter;52,0548
saturate;44,1781
Acc_C-all-19;45,2596
Acc_C-original-15;44,5890
Acc_C-bar-10;8,9849
Acc_all-ex-pixelwise-noise-24;30,0576
RMSCE_C;0,1139
uniform-l1,71410,False,max;72,4138
uniform-l2,105.25,False,max;67,2414
uniform-linf,0.4685,False,max;41,3793
uniform-l0.5,25000000000.0,True,max;70,6897
uniform-l1,40000.0,True,max;70,6897
uniform-l2,40.0,True,max;70,6897
uniform-l10,0.2,True,max;72,4138
uniform-l50,0.08,True,max;70,6897
uniform-linf,0.03,True,max;68,9655
uniform-l0-impulse,0.01,True,max;68,9655
uniform-l0-impulse,0.02,True,max;70,6897
uniform-l0-impulse,0.05,True,max;67,2414
uniform-l0-impulse,0.1,True,max;58,6207
uniform-l0-impulse,0.2,True,max;44,8276
uniform-l0-impulse,0.5,True,max;34,4828
uniform-l0.5,50000000000.0,False,max;72,4138
uniform-l0.5,100000000000.0,False,max;65,5172
uniform-l0.5,200000000000.0,False,max;58,6207
uniform-l0.5,500000000000.0,False,max;41,3793
uniform-l0.5,1000000000000.0,False,max;31,0345
uniform-l0.5,2000000000000.0,False,max;32,7586
uniform-l1,20000.0,False,max;72,4138
uniform-l1,50000.0,False,max;70,6897
uniform-l1,100000.0,False,max;63,7931
uniform-l1,200000.0,False,max;53,4483
uniform-l1,500000.0,False,max;41,3793
uniform-l1,1000000.0,False,max;32,7586
uniform-l2,20.0,False,max;72,4138
uniform-l2,50.0,False,max;72,4138
uniform-l2,100.0,False,max;67,2414
uniform-l2,200.0,False,max;53,4483
uniform-l2,500.0,False,max;39,6552
uniform-l2,1000.0,False,max;32,7586
uniform-l10,0.1,False,max;72,4138
uniform-l10,0.2,False,max;70,6897
uniform-l10,0.5,False,max;67,2414
uniform-l10,1.0,False,max;51,7241
uniform-l10,2.0,False,max;36,2069
uniform-l10,5.0,False,max;32,7586
uniform-l50,0.02,False,max;68,9655
uniform-l50,0.05,False,max;68,9655
uniform-l50,0.1,False,max;74,1379
uniform-l50,0.2,False,max;62,0690
uniform-l50,0.5,False,max;46,5517
uniform-l50,1.0,False,max;32,7586
uniform-linf,0.02,False,max;72,4138
uniform-linf,0.05,False,max;68,9655
uniform-linf,0.1,False,max;72,4138
uniform-linf,0.2,False,max;63,7931
uniform-linf,0.5,False,max;43,1034
uniform-linf,1.0,False,max;32,7586
Class Separation Robustness;60,3448
imperceptible Robustness;70,6897
Average p-norm robustness;56,1166
