;config_31_avg
Standard_Acc;63,7931
RMSCE;0,1611
gaussian_noise;53,0822
shot_noise;48,2877
impulse_noise;54,4521
defocus_blur;42,8082
glass_blur;48,9726
motion_blur;45,2055
zoom_blur;46,2329
snow;48,6301
frost;43,4932
fog;36,3014
brightness;43,8356
contrast;29,4521
elastic_transform;47,2603
pixelate;50,6849
jpeg_compression;46,9178
speckle_noise;51,7123
gaussian_blur;48,6301
spatter;47,9452
saturate;48,6301
Acc_C-all-19;46,4492
Acc_C-original-15;45,7078
Acc_C-bar-10;9,2157
Acc_all-ex-pixelwise-noise-24;30,4135
RMSCE_C;0,1142
uniform-l1,71410,False,max;60,3448
uniform-l2,105.25,False,max;56,8966
uniform-linf,0.4685,False,max;50,0000
uniform-l0.5,25000000000.0,True,max;63,7931
uniform-l1,40000.0,True,max;62,0690
uniform-l2,40.0,True,max;63,7931
uniform-l10,0.2,True,max;63,7931
uniform-l50,0.08,True,max;62,0690
uniform-linf,0.03,True,max;65,5172
uniform-l0-impulse,0.01,True,max;65,5172
uniform-l0-impulse,0.02,True,max;62,0690
uniform-l0-impulse,0.05,True,max;62,0690
uniform-l0-impulse,0.1,True,max;62,0690
uniform-l0-impulse,0.2,True,max;58,6207
uniform-l0-impulse,0.5,True,max;51,7241
uniform-l0.5,50000000000.0,False,max;60,3448
uniform-l0.5,100000000000.0,False,max;55,1724
uniform-l0.5,200000000000.0,False,max;53,4483
uniform-l0.5,500000000000.0,False,max;60,3448
uniform-l0.5,1000000000000.0,False,max;41,3793
uniform-l0.5,2000000000000.0,False,max;31,0345
uniform-l1,20000.0,False,max;62,0690
uniform-l1,50000.0,False,max;60,3448
uniform-l1,100000.0,False,max;51,7241
uniform-l1,200000.0,False,max;53,4483
uniform-l1,500000.0,False,max;43,1034
uniform-l1,1000000.0,False,max;34,4828
uniform-l2,20.0,False,max;63,7931
uniform-l2,50.0,False,max;58,6207
uniform-l2,100.0,False,max;53,4483
uniform-l2,200.0,False,max;51,7241
uniform-l2,500.0,False,max;37,9310
uniform-l2,1000.0,False,max;31,0345
uniform-l10,0.1,False,max;60,3448
uniform-l10,0.2,False,max;62,0690
uniform-l10,0.5,False,max;55,1724
uniform-l10,1.0,False,max;56,8966
uniform-l10,2.0,False,max;44,8276
uniform-l10,5.0,False,max;39,6552
uniform-l50,0.02,False,max;60,3448
uniform-l50,0.05,False,max;62,0690
uniform-l50,0.1,False,max;60,3448
uniform-l50,0.2,False,max;53,4483
uniform-l50,0.5,False,max;51,7241
uniform-l50,1.0,False,max;41,3793
uniform-linf,0.02,False,max;65,5172
uniform-linf,0.05,False,max;62,0690
uniform-linf,0.1,False,max;63,7931
uniform-linf,0.2,False,max;55,1724
uniform-linf,0.5,False,max;51,7241
uniform-linf,1.0,False,max;31,0345
Class Separation Robustness;55,7471
imperceptible Robustness;63,5057
Average p-norm robustness;53,4072
