;config_37_avg;config_37_std;config_37_run_0;config_37_run_1;config_37_run_2
Standard_Acc;53,3333;2,1319;54,4828;55,1724;50,3448
RMSCE;0,0824;0,0348;0,0542;0,1314;0,0615
gaussian_noise;48,0594;2,5372;50,3425;44,5205;49,3151
shot_noise;45,2055;3,9147;50,6849;41,7808;43,1507
impulse_noise;46,4612;1,6384;47,9452;44,1781;47,2603
defocus_blur;51,5982;2,4430;52,3973;54,1096;48,2877
glass_blur;53,1963;1,7758;54,4521;54,4521;50,6849
motion_blur;52,2831;2,2602;52,7397;54,7945;49,3151
zoom_blur;51,7123;2,7540;54,4521;52,7397;47,9452
snow;43,7215;1,3793;44,5205;44,8630;41,7808
frost;42,4658;0,5592;43,1507;42,4658;41,7808
fog;29,5662;1,3793;28,4247;31,5068;28,7671
brightness;46,9178;1,4796;47,6027;48,2877;44,8630
contrast;32,5342;3,2967;36,9863;31,5068;29,1096
elastic_transform;50,9132;2,0987;53,4247;51,0274;48,2877
pixelate;53,1963;2,6869;56,1644;53,7671;49,6575
jpeg_compression;50,7991;3,1800;55,1370;49,6575;47,6027
speckle_noise;47,9452;0,5592;48,6301;47,9452;47,2603
gaussian_blur;47,7169;0,1614;47,9452;47,6027;47,6027
spatter;49,0868;0,5821;48,2877;49,6575;49,3151
saturate;47,4886;4,0937;42,1233;52,0548;48,2877
Acc_C-all-19;46,8878;1,2059;48,1795;47,2062;45,2776
Acc_C-original-15;46,5753;1,6505;48,5616;46,6438;44,5205
Acc_C-bar-10;9,3463;0,2848;9,6741;9,3850;8,9798
Acc_all-ex-pixelwise-noise-24;31,6299;0,9529;32,3352;32,2717;30,2828
RMSCE_C;0,1382;0,0114;0,1278;0,1542;0,1328
uniform-l1,71410,False,max;50,9195;2,1504;50,3448;53,7931;48,6207
uniform-l2,105.25,False,max;49,8851;1,1379;50,6897;50,6897;48,2759
uniform-linf,0.4685,False,max;44,4828;1,4630;45,5172;42,4138;45,5172
uniform-l0.5,25000000000.0,True,max;51,9540;2,4599;54,4828;52,7586;48,6207
uniform-l1,40000.0,True,max;52,6437;2,1869;54,8276;53,4483;49,6552
uniform-l2,40.0,True,max;51,3793;1,9709;53,1034;52,4138;48,6207
uniform-l10,0.2,True,max;51,9540;1,9775;54,4828;51,7241;49,6552
uniform-l50,0.08,True,max;52,5287;1,0659;53,4483;53,1034;51,0345
uniform-linf,0.03,True,max;51,9540;2,3946;54,8276;52,0690;48,9655
uniform-l0-impulse,0.01,True,max;52,2989;1,4448;53,7931;52,7586;50,3448
uniform-l0-impulse,0.02,True,max;50,1149;1,3004;51,0345;51,0345;48,2759
uniform-l0-impulse,0.05,True,max;49,5402;1,4171;51,3793;49,3103;47,9310
uniform-l0-impulse,0.1,True,max;48,3908;1,1379;49,6552;46,8966;48,6207
uniform-l0-impulse,0.2,True,max;46,4368;3,9451;50,3448;41,0345;47,9310
uniform-l0-impulse,0.5,True,max;40,5747;4,2358;37,2414;37,9310;46,5517
uniform-l0.5,50000000000.0,False,max;51,2644;2,4599;52,0690;53,7931;47,9310
uniform-l0.5,100000000000.0,False,max;48,7356;1,3004;49,6552;49,6552;46,8966
uniform-l0.5,200000000000.0,False,max;46,8966;1,9506;49,6552;45,5172;45,5172
uniform-l0.5,500000000000.0,False,max;44,3678;3,8843;47,9310;38,9655;46,2069
uniform-l0.5,1000000000000.0,False,max;39,6552;2,9797;41,0345;35,5172;42,4138
uniform-l0.5,2000000000000.0,False,max;34,2529;0,8602;35,1724;33,1034;34,4828
uniform-l1,20000.0,False,max;52,8736;2,0753;54,8276;53,7931;50,0000
uniform-l1,50000.0,False,max;52,5287;1,3306;53,7931;53,1034;50,6897
uniform-l1,100000.0,False,max;49,0805;1,6010;50,6897;49,6552;46,8966
uniform-l1,200000.0,False,max;48,0460;1,6497;50,3448;46,5517;47,2414
uniform-l1,500000.0,False,max;42,0690;3,7246;45,5172;36,8966;43,7931
uniform-l1,1000000.0,False,max;35,2874;1,6971;35,5172;33,1034;37,2414
uniform-l2,20.0,False,max;52,9885;2,3946;55,1724;54,1379;49,6552
uniform-l2,50.0,False,max;52,5287;1,4171;54,1379;52,7586;50,6897
uniform-l2,100.0,False,max;51,2644;1,9975;51,7241;53,4483;48,6207
uniform-l2,200.0,False,max;48,2759;1,7583;50,0000;45,8621;48,9655
uniform-l2,500.0,False,max;41,2644;4,6292;45,5172;34,8276;43,4483
uniform-l2,1000.0,False,max;35,9770;2,0753;37,9310;33,1034;36,8966
uniform-l10,0.1,False,max;52,7586;2,1990;54,4828;54,1379;49,6552
uniform-l10,0.2,False,max;52,2989;2,6160;54,4828;53,7931;48,6207
uniform-l10,0.5,False,max;50,5747;0,9888;50,6897;51,7241;49,3103
uniform-l10,1.0,False,max;47,3563;0,9051;48,6207;46,5517;46,8966
uniform-l10,2.0,False,max;42,6437;3,2874;43,4483;38,2759;46,2069
uniform-l10,5.0,False,max;37,0115;5,0470;44,1379;33,1034;33,7931
uniform-l50,0.02,False,max;52,9885;2,3612;54,4828;54,8276;49,6552
uniform-l50,0.05,False,max;52,5287;2,2931;54,4828;53,7931;49,3103
uniform-l50,0.1,False,max;52,7586;0,8447;52,7586;53,7931;51,7241
uniform-l50,0.2,False,max;49,3103;0,5631;50,0000;49,3103;48,6207
uniform-l50,0.5,False,max;46,3218;1,6010;46,8966;44,1379;47,9310
uniform-l50,1.0,False,max;39,7701;5,0076;44,1379;32,7586;42,4138
uniform-linf,0.02,False,max;52,2989;2,8482;54,4828;54,1379;48,2759
uniform-linf,0.05,False,max;52,7586;1,4898;54,1379;53,4483;50,6897
uniform-linf,0.1,False,max;51,8391;1,6010;53,4483;52,4138;49,6552
uniform-linf,0.2,False,max;48,2759;1,4630;50,3448;47,2414;47,2414
uniform-linf,0.5,False,max;44,7126;3,2019;45,8621;40,3448;47,9310
uniform-linf,1.0,False,max;35,1724;1,4630;36,2069;33,1034;36,2069
Class Separation Robustness;48,4291;0,6789;48,8506;48,9655;47,4713
imperceptible Robustness;52,0690;1,9814;54,1954;52,5862;49,4253
Average p-norm robustness;47,0498;1,2163;48,7438;45,9442;46,4614
