;config_767_avg;config_767_std;config_767_run_0;config_767_run_1;config_767_run_2
Standard_Acc;49,3103;4,9090;53,4483;52,0690;42,4138
RMSCE;0,1081;0,0266;0,1137;0,0731;0,1375
gaussian_noise;47,4886;1,3793;48,2877;48,6301;45,5479
shot_noise;46,1187;2,3283;49,3151;45,2055;43,8356
impulse_noise;48,4018;1,6384;50,6849;47,6027;46,9178
defocus_blur;49,3151;3,2248;50,6849;52,3973;44,8630
glass_blur;55,4795;3,1512;57,5342;57,8767;51,0274
motion_blur;50,0000;4,3589;53,0822;53,0822;43,8356
zoom_blur;50,0000;1,7462;51,7123;50,6849;47,6027
snow;46,0046;1,1642;47,6027;45,5479;44,8630
frost;46,8037;0,1614;46,5753;46,9178;46,9178
fog;31,0502;1,3793;32,1918;29,1096;31,8493
brightness;46,5753;0,7398;46,2329;47,6027;45,8904
contrast;30,4795;2,4216;33,9041;28,7671;28,7671
elastic_transform;47,3744;4,0166;49,3151;51,0274;41,7808
pixelate;50,1142;5,1963;53,0822;54,4521;42,8082
jpeg_compression;49,2009;4,2804;52,0548;52,3973;43,1507
speckle_noise;49,2009;1,2609;50,6849;49,3151;47,6027
gaussian_blur;51,5982;3,2409;55,8219;51,0274;47,9452
spatter;49,2009;3,3825;52,3973;50,6849;44,5205
saturate;45,8904;3,4361;44,1781;50,6849;42,8082
Acc_C-all-19;46,8577;2,1660;48,7022;48,0534;43,8176
Acc_C-original-15;46,2938;2,1305;48,1507;47,4201;43,3105
Acc_C-bar-10;9,3151;0,4296;9,6853;9,5473;8,7128
Acc_all-ex-pixelwise-noise-24;31,4457;1,5945;32,6752;32,4678;29,1939
RMSCE_C;0,1420;0,0075;0,1320;0,1438;0,1502
uniform-l1,71410,True,max;49,0805;2,9841;52,4138;49,6552;45,1724
uniform-l2,105.25,True,max;48,7356;1,9775;51,0345;48,9655;46,2069
uniform-linf,0.4685,True,max;35,0575;2,5235;38,6207;33,4483;33,1034
uniform-l0.5,25000000000.0,True,max;49,8851;4,3100;53,1034;52,7586;43,7931
uniform-l1,40000.0,True,max;49,4253;3,0885;52,4138;50,6897;45,1724
uniform-l2,40.0,True,max;50,2299;4,0246;54,4828;51,3793;44,8276
