;config_14_avg
Standard_Acc;95,4200
RMSCE;0,0720
gaussian_noise;42,4800
shot_noise;55,1740
impulse_noise;49,3320
defocus_blur;81,4420
glass_blur;48,0620
motion_blur;76,5100
zoom_blur;77,2600
snow;82,6120
frost;77,1420
fog;88,1160
brightness;94,0140
contrast;74,1180
elastic_transform;84,7120
pixelate;74,5540
jpeg_compression;77,6620
speckle_noise;59,2200
gaussian_blur;72,1340
spatter;84,8460
saturate;92,5960
blue_noise;45,1180
brownish_noise;72,8900
checkerboard_cutout;79,1480
circular_motion_blur;91,0100
inverse_sparkles;57,3900
lines;75,1160
pinch_and_twirl;90,3680
ripple;78,7280
sparkles;82,3980
transverse_chromatic_abberation;63,7260
Acc_C-all-19;73,2624
Acc_C-original-15;72,2127
Acc_C-bar-10;73,5892
Acc_all-ex-pixelwise-noise-24;78,1898
RMSCE_C;0,1244
uniform-l1,32.9333,False,max;93,5800
uniform-l2,1.37533,False,max;88,4000
uniform-linf,0.1059,False,max;48,8700
uniform-l0.5,25000.0,True,max;95,2400
uniform-l1,25.0,True,max;94,8000
uniform-l2,0.5,True,max;95,0100
uniform-l10,0.03,True,max;94,9800
uniform-l50,0.02,True,max;94,7700
uniform-linf,0.01,True,max;94,9500
uniform-l0-impulse,0.01,True,max;81,6100
uniform-l0-impulse,0.02,True,max;65,1600
uniform-l0-impulse,0.05,True,max;31,9100
uniform-l0-impulse,0.1,True,max;12,5700
uniform-l0-impulse,0.2,True,max;10,2100
uniform-l0-impulse,0.5,True,max;9,8300
uniform-l0.5,50000.0,False,max;94,1000
uniform-l0.5,100000.0,False,max;87,2900
uniform-l0.5,200000.0,False,max;60,8900
uniform-l0.5,500000.0,False,max;17,5600
uniform-l0.5,1000000.0,False,max;10,2700
uniform-l0.5,2000000.0,False,max;10,0300
uniform-l1,20.0,False,max;94,9600
uniform-l1,50.0,False,max;89,9500
uniform-l1,100.0,False,max;68,1100
uniform-l1,200.0,False,max;29,7300
uniform-l1,500.0,False,max;10,1500
uniform-l1,1000.0,False,max;10,0900
uniform-l2,0.5,False,max;95,1400
uniform-l2,1.0,False,max;92,5900
uniform-l2,2.0,False,max;78,1400
uniform-l2,5.0,False,max;29,1600
uniform-l2,10.0,False,max;10,4000
uniform-l2,20.0,False,max;10,0600
uniform-l10,0.02,False,max;95,3000
uniform-l10,0.05,False,max;93,5100
uniform-l10,0.1,False,max;82,0100
uniform-l10,0.2,False,max;46,7700
uniform-l10,0.5,False,max;11,0500
uniform-l10,1.0,False,max;10,1700
uniform-l50,0.01,False,max;95,5200
uniform-l50,0.02,False,max;94,8600
uniform-l50,0.05,False,max;87,1000
uniform-l50,0.1,False,max;57,6200
uniform-l50,0.2,False,max;20,7400
uniform-l50,0.5,False,max;10,0700
uniform-linf,0.01,False,max;95,2800
uniform-linf,0.02,False,max;94,6900
uniform-linf,0.05,False,max;85,3000
uniform-linf,0.1,False,max;51,7700
uniform-linf,0.2,False,max;17,2600
uniform-linf,0.5,False,max;10,0000
Class Separation Robustness;76,9500
imperceptible Robustness;94,9583
Average p-norm robustness;51,6412
