;config_792_avg;config_792_std;config_792_run_0;config_792_run_1;config_792_run_2
Standard_Acc;96,6833;0,0918;96,7800;96,5600;96,7100
RMSCE;0,0710;0,0047;0,0708;0,0653;0,0768
gaussian_noise;68,2980;1,2634;69,9340;66,8580;68,1020
shot_noise;76,6373;1,0538;78,0160;75,4580;76,4380
impulse_noise;81,8107;0,2566;82,0260;81,4500;81,9560
defocus_blur;93,8080;0,1893;93,6120;93,7480;94,0640
glass_blur;80,6453;0,7970;81,4460;80,9320;79,5580
motion_blur;89,6080;0,1131;89,6860;89,4480;89,6900
zoom_blur;92,3807;0,1536;92,5320;92,1700;92,4400
snow;90,7993;0,0987;90,8620;90,6600;90,8760
frost;87,9273;0,4256;88,5280;87,6600;87,5940
fog;94,1980;0,1302;94,1840;94,0460;94,3640
brightness;96,0327;0,1120;96,1900;95,9380;95,9700
contrast;94,8547;0,1844;95,1040;94,6640;94,7960
elastic_transform;90,6767;0,0870;90,7300;90,5540;90,7460
pixelate;78,1960;0,3748;78,4560;77,6660;78,4660
jpeg_compression;83,5527;0,3732;84,0040;83,0900;83,5640
speckle_noise;78,7427;0,9525;79,9640;77,6400;78,6240
gaussian_blur;92,5060;0,1562;92,3580;92,4380;92,7220
spatter;93,1487;0,0548;93,1140;93,2260;93,1060
saturate;95,1660;0,0348;95,1280;95,1580;95,2120
blue_noise;85,7240;0,9163;86,9720;85,4020;84,7980
brownish_noise;78,2107;0,9132;78,6260;76,9440;79,0620
checkerboard_cutout;87,3480;0,0710;87,3180;87,2800;87,4460
circular_motion_blur;93,8040;0,2672;93,4300;94,0380;93,9440
inverse_sparkles;71,5820;0,8300;72,5780;70,5460;71,6220
lines;79,6547;0,7279;80,3640;78,6540;79,9460
pinch_and_twirl;93,2700;0,0912;93,1920;93,3980;93,2200
ripple;81,6220;0,3804;81,1220;81,7000;82,0440
sparkles;87,5393;0,5929;86,8220;87,5220;88,2740
transverse_chromatic_abberation;74,9653;1,2233;76,5580;73,5840;74,7540
Acc_C-all-19;87,3152;0,2820;87,6776;86,9897;87,2783
Acc_C-original-15;86,6284;0,3009;87,0207;86,2895;86,5749
Acc_C-bar-10;83,3720;0,3377;83,6982;82,9068;83,5110
Acc_all-ex-pixelwise-noise-24;87,5623;0,1941;87,7477;87,2943;87,6450
RMSCE_C;0,0606;0,0023;0,0584;0,0597;0,0637
uniform-l1,32.9333,True,max;95,7200;0,1667;95,9500;95,5600;95,6500
uniform-l2,1.37533,True,max;93,8500;0,2486;94,1800;93,5800;93,7900
uniform-linf,0.1059,True,max;44,3700;0,9173;45,3800;43,1600;44,5700
uniform-l0.5,25000.0,True,max;96,4933;0,0478;96,5600;96,4500;96,4700
uniform-l1,25.0,True,max;96,1600;0,0829;96,2700;96,1400;96,0700
uniform-l2,0.5,True,max;96,3233;0,1360;96,5100;96,1900;96,2700
