;config_787_avg;config_787_std;config_787_run_0;config_787_run_1;config_787_run_2
Standard_Acc;96,5500;0,1296;96,7300;96,4900;96,4300
RMSCE;0,0790;0,0068;0,0862;0,0809;0,0700
gaussian_noise;81,2953;0,0879;81,2000;81,4120;81,2740
shot_noise;85,2907;0,1426;85,1040;85,4500;85,3180
impulse_noise;85,2593;0,4435;85,3460;84,6780;85,7540
defocus_blur;94,1367;0,2430;94,3300;94,2860;93,7940
glass_blur;82,7233;0,1193;82,6440;82,6340;82,8920
motion_blur;92,1267;0,3208;92,2620;92,4340;91,6840
zoom_blur;92,9927;0,2692;93,1840;93,1820;92,6120
snow;91,6693;0,0939;91,7080;91,5400;91,7600
frost;92,2513;0,0559;92,2760;92,1740;92,3040
fog;94,6813;0,1394;94,8020;94,7560;94,4860
brightness;96,0600;0,0654;96,1520;96,0220;96,0060
contrast;95,1887;0,2135;95,3760;94,8900;95,3000
elastic_transform;90,7887;0,3140;90,8760;91,1220;90,3680
pixelate;82,8293;0,4022;83,1480;82,2620;83,0780
jpeg_compression;85,0953;0,2728;85,4260;84,7580;85,1020
speckle_noise;85,5807;0,1824;85,3280;85,7520;85,6620
gaussian_blur;92,9147;0,4518;93,1860;93,2800;92,2780
spatter;92,9100;0,0273;92,9160;92,8740;92,9400
saturate;95,2913;0,0696;95,3600;95,3180;95,1960
blue_noise;87,5647;0,4755;87,0560;87,4380;88,2000
brownish_noise;82,6967;0,8013;81,7860;83,7360;82,5680
checkerboard_cutout;87,0967;0,2730;87,4820;86,8840;86,9240
circular_motion_blur;93,6947;0,0621;93,7800;93,6700;93,6340
inverse_sparkles;76,5727;0,2228;76,5360;76,8620;76,3200
lines;78,8813;0,2424;79,2220;78,7440;78,6780
pinch_and_twirl;92,9827;0,1136;92,8400;93,1180;92,9900
ripple;82,4373;0,6870;82,9040;81,4660;82,9420
sparkles;88,4640;0,1647;88,2840;88,6820;88,4260
transverse_chromatic_abberation;83,0820;1,2697;83,1940;84,5780;81,4740
Acc_C-all-19;89,9519;0,0613;90,0328;89,9381;89,8846
Acc_C-original-15;89,4926;0,0682;89,5889;89,4400;89,4488
Acc_C-bar-10;85,3473;0,1264;85,3084;85,5178;85,2156
Acc_all-ex-pixelwise-noise-24;89,0653;0,1125;89,1531;89,1363;88,9065
RMSCE_C;0,0620;0,0037;0,0660;0,0628;0,0571
uniform-l1,32.9333,True,max;95,7067;0,0801;95,8200;95,6500;95,6500
uniform-l2,1.37533,True,max;94,4667;0,0450;94,4100;94,5200;94,4700
uniform-linf,0.1059,True,max;68,3400;0,4138;68,5100;68,7400;67,7700
uniform-l0.5,25000.0,True,max;96,3900;0,0497;96,4600;96,3500;96,3600
uniform-l1,25.0,True,max;95,9267;0,0464;95,9900;95,8800;95,9100
uniform-l2,0.5,True,max;96,2167;0,0450;96,2200;96,2700;96,1600
uniform-l10,0.03,True,max;96,1433;0,0694;96,1400;96,2300;96,0600
uniform-l50,0.02,True,max;96,0600;0,0668;96,0800;96,1300;95,9700
uniform-linf,0.01,True,max;96,0233;0,0309;96,0500;96,0400;95,9800
