;config_786_avg;config_786_std;config_786_run_0;config_786_run_1;config_786_run_2
Standard_Acc;96,5967;0,0826;96,4800;96,6500;96,6600
RMSCE;0,0830;0,0066;0,0915;0,0755;0,0820
gaussian_noise;82,2560;0,5429;81,5080;82,7800;82,4800
shot_noise;85,8613;0,4895;85,1800;86,3080;86,0960
impulse_noise;83,9487;0,7168;82,9400;84,3660;84,5400
defocus_blur;94,7213;0,1902;94,4560;94,8920;94,8160
glass_blur;84,4067;0,3985;84,1380;84,1120;84,9700
motion_blur;92,8513;0,2158;93,0800;92,9120;92,5620
zoom_blur;93,6573;0,0458;93,6120;93,6400;93,7200
snow;92,0527;0,2169;91,7480;92,2360;92,1740
frost;92,1140;0,1850;92,0560;92,3640;91,9220
fog;94,6853;0,0911;94,5580;94,7660;94,7320
brightness;95,9960;0,1010;95,8540;96,0800;96,0540
contrast;94,9913;0,1675;94,7560;95,1320;95,0860
elastic_transform;91,9247;0,0131;91,9080;91,9400;91,9260
pixelate;84,0520;0,5749;83,9220;83,4220;84,8120
jpeg_compression;84,8680;0,3423;84,8500;84,4580;85,2960
speckle_noise;86,5407;0,3338;86,0720;86,7260;86,8240
gaussian_blur;93,9487;0,2004;93,6660;94,1080;94,0720
spatter;92,4667;0,2043;92,1820;92,6520;92,5660
saturate;95,1987;0,1306;95,0160;95,3140;95,2660
blue_noise;84,4247;0,5255;83,6820;84,8180;84,7740
brownish_noise;81,2380;0,3993;81,6640;80,7040;81,3460
checkerboard_cutout;88,1893;0,1408;88,0360;88,1560;88,3760
circular_motion_blur;93,5940;0,1994;93,3120;93,7400;93,7300
inverse_sparkles;75,5513;0,6040;76,3720;75,3460;74,9360
lines;80,8953;0,2129;80,9680;80,6060;81,1120
pinch_and_twirl;93,4993;0,1725;93,2600;93,6600;93,5780
ripple;85,8087;0,2505;85,7460;85,5380;86,1420
sparkles;87,4707;0,1854;87,6520;87,5440;87,2160
transverse_chromatic_abberation;85,9720;0,4180;85,7080;86,5620;85,6460
Acc_C-all-19;90,3443;0,1911;90,0791;90,4320;90,5218
Acc_C-original-15;89,8924;0,1865;89,6377;89,9605;90,0791
Acc_C-bar-10;85,6643;0,0187;85,6400;85,6674;85,6856
Acc_all-ex-pixelwise-noise-24;89,5897;0,0607;89,5217;89,5785;89,6690
RMSCE_C;0,0680;0,0053;0,0749;0,0619;0,0673
uniform-l1,32.9333,True,max;95,7000;0,1131;95,5400;95,7800;95,7800
uniform-l2,1.37533,True,max;94,3167;0,1429;94,1400;94,3200;94,4900
uniform-linf,0.1059,True,max;70,6067;0,6114;70,0200;71,4500;70,3500
uniform-l0.5,25000.0,True,max;96,3767;0,1438;96,1800;96,5200;96,4300
uniform-l1,25.0,True,max;96,0533;0,1161;95,8900;96,1500;96,1200
uniform-l2,0.5,True,max;96,2000;0,0589;96,1200;96,2600;96,2200
uniform-l10,0.03,True,max;96,2467;0,1223;96,0800;96,3700;96,2900
uniform-l50,0.02,True,max;96,1400;0,0920;96,0800;96,0700;96,2700
uniform-linf,0.01,True,max;96,2467;0,1322;96,0600;96,3500;96,3300
uniform-l0-impulse,0.01,True,max;94,4567;0,3742;93,9700;94,8800;94,5200
uniform-l0-impulse,0.02,True,max;90,9467;0,5460;90,1800;91,4100;91,2500
uniform-l0-impulse,0.05,True,max;79,1167;0,9452;77,7800;79,7800;79,7900
uniform-l0-impulse,0.1,True,max;56,5600;0,5013;56,4800;55,9900;57,2100
uniform-l0-impulse,0.2,True,max;28,9467;1,3625;30,8100;28,4400;27,5900
uniform-l0-impulse,0.5,True,max;14,2633;1,5621;16,4700;13,2500;13,0700
uniform-l0.5,50000.0,False,max;95,8567;0,0634;95,7700;95,8800;95,9200
uniform-l0.5,100000.0,False,max;94,2167;0,0544;94,1400;94,2600;94,2500
uniform-l0.5,200000.0,False,max;89,0467;0,4432;88,4200;89,3500;89,3700
uniform-l0.5,500000.0,False,max;66,5967;0,3158;66,1500;66,8200;66,8200
uniform-l0.5,1000000.0,False,max;35,2000;1,3440;36,8100;35,2700;33,5200
uniform-l0.5,2000000.0,False,max;17,6667;1,6047;19,6100;17,7100;15,6800
uniform-l1,20.0,False,max;96,1900;0,1134;96,0300;96,2800;96,2600
uniform-l1,50.0,False,max;94,6600;0,1178;94,5000;94,7800;94,7000
uniform-l1,100.0,False,max;90,6833;0,3387;90,2200;90,8100;91,0200
uniform-l1,200.0,False,max;78,2100;0,6394;77,3700;78,9200;78,3400
