;config_97_avg;config_97_std;config_97_run_0;config_97_run_1;config_97_run_2
Standard_Acc;99,9333;0,0103;99,9200;99,9450;99,9350
RMSCE;0,2446;0,0062;0,2370;0,2448;0,2521
gaussian_noise;43,7470;4,1171;47,4437;38,0029;45,7944
shot_noise;49,6743;3,4165;53,0411;44,9898;50,9921
impulse_noise;39,3373;4,2858;43,2405;33,3700;41,4014
defocus_blur;39,0757;3,9186;43,3605;33,8897;39,9770
glass_blur;53,8841;1,7622;56,3746;52,5613;52,7163
motion_blur;64,5809;1,0373;65,9953;64,2111;63,5364
zoom_blur;98,0026;0,4766;98,5606;97,3962;98,0509
snow;25,7151;1,7113;27,9274;25,4585;23,7593
frost;34,0114;1,5196;36,0438;33,5999;32,3904
fog;68,5975;4,2241;74,5265;65,0007;66,2652
brightness;99,7118;0,0635;99,7851;99,6302;99,7201
contrast;99,1804;0,0571;99,1104;99,2503;99,1804
elastic_transform;84,7019;0,0815;84,7868;84,5919;84,7269
pixelate;88,9416;1,2767;90,6592;87,6006;88,5651
jpeg_compression;64,2611;1,8883;66,9299;63,0066;62,8467
speckle_noise;73,5752;1,4706;74,9363;71,5328;74,2566
gaussian_blur;46,2142;3,5436;50,0075;41,4813;47,1538
spatter;42,7591;1,8346;45,2696;40,9366;42,0711
saturate;99,9200;0,0082;99,9200;99,9300;99,9100
blue_noise_sample;57,3283;0,2266;57,0750;57,2850;57,6250
brownish_noise;87,1317;1,4214;88,4750;87,7550;85,1650
caustic_refraction;21,8450;1,7385;22,3000;19,5250;23,7100
checkerboard_cutout;14,4400;1,0227;13,4400;14,0350;15,8450
cocentric_sine_waves;16,6150;0,5608;17,1050;15,8300;16,9100
inverse_sparkles;27,1517;3,3527;30,9350;22,7850;27,7350
perlin_noise;36,5067;2,7803;40,0150;36,2900;33,2150
plasma_noise;28,7567;2,0712;31,1600;26,1050;29,0050
single_frequency_greyscale;37,2683;2,2029;40,3650;35,4250;36,0150
sparkles;56,5233;5,9849;61,7800;48,1500;59,6400
Acc_C-all-19;63,9943;1,7533;66,2063;61,9179;63,8586
Acc_C-original-15;63,5615;1,7829;65,8524;61,5040;63,3282
Acc_C-bar-10;38,3567;1,6138;40,2650;36,3185;38,4865
Acc_all-ex-pixelwise-noise-24;55,6582;1,5541;57,7013;53,9352;55,3379
RMSCE_C;0,1782;0,0068;0,1759;0,1874;0,1713
uniform-l1,13.27,False,max;99,9350;0,0082;99,9250;99,9450;99,9350
uniform-l2,0.419,False,max;99,9417;0,0103;99,9300;99,9550;99,9400
uniform-linf,0.0332,False,max;99,0300;0,2276;99,1100;98,7200;99,2600
uniform-l0.5,200000000.0,True,max;97,4500;0,4532;97,7400;96,8100;97,8000
uniform-l1,2500.0,True,max;98,0467;0,3342;98,2150;97,5800;98,3450
uniform-l2,8.0,True,max;98,7600;0,1932;98,8350;98,4950;98,9500
uniform-l10,0.07,True,max;99,5617;0,0913;99,5850;99,4400;99,6600
uniform-l50,0.035,True,max;99,3383;0,1248;99,3500;99,1800;99,4850
uniform-linf,0.015,True,max;99,6050;0,0993;99,6650;99,4650;99,6850
uniform-l0-impulse,0.01,True,max;74,0567;0,8331;72,9500;74,9600;74,2600
uniform-l0-impulse,0.02,True,max;67,8583;0,9428;66,9750;67,4350;69,1650
