;config_88_avg
Standard_Acc;99,9300
RMSCE;0,2410
gaussian_noise;51,2000
shot_noise;56,2000
impulse_noise;51,6000
defocus_blur;35,4000
glass_blur;52,9000
motion_blur;56,0000
zoom_blur;96,8000
snow;24,3000
frost;37,6000
fog;49,6000
brightness;99,9000
contrast;99,5000
elastic_transform;82,4000
pixelate;86,7000
jpeg_compression;59,9000
speckle_noise;70,9000
gaussian_blur;42,5000
spatter;36,5000
saturate;100,0000
blue_noise_sample;57,5000
brownish_noise;79,2000
caustic_refraction;14,9000
checkerboard_cutout;13,6000
cocentric_sine_waves;18,4000
inverse_sparkles;22,3000
perlin_noise;35,1000
plasma_noise;24,7000
single_frequency_greyscale;38,2000
sparkles;66,9000
Acc_C-all-19;62,6263
Acc_C-original-15;62,6667
Acc_C-bar-10;37,0800
Acc_all-ex-pixelwise-noise-24;53,0542
RMSCE_C;0,1966
uniform-l1,13.27,False,max;99,9300
uniform-l2,0.419,False,max;99,9300
uniform-linf,0.0332,False,max;98,7200
uniform-l0.5,200000000.0,True,max;97,3200
uniform-l1,2500.0,True,max;97,3400
uniform-l2,8.0,True,max;98,2500
uniform-l10,0.07,True,max;99,4400
uniform-l50,0.035,True,max;99,0900
uniform-linf,0.015,True,max;99,4800
uniform-l0-impulse,0.01,True,max;66,8400
uniform-l0-impulse,0.02,True,max;65,7700
uniform-l0-impulse,0.05,True,max;62,5100
uniform-l0-impulse,0.1,True,max;55,1100
uniform-l0-impulse,0.2,True,max;39,7000
uniform-l0-impulse,0.5,True,max;21,6400
uniform-l0.5,200000000.0,False,max;97,2000
uniform-l0.5,500000000.0,False,max;81,3900
uniform-l0.5,1000000000.0,False,max;65,9800
uniform-l0.5,2000000000.0,False,max;52,0000
uniform-l0.5,5000000000.0,False,max;28,8500
uniform-l0.5,10000000000.0,False,max;19,9500
uniform-l1,1000.0,False,max;99,7900
uniform-l1,5000.0,False,max;85,8400
uniform-l1,10000.0,False,max;68,2900
uniform-l1,20000.0,False,max;52,8600
uniform-l1,50000.0,False,max;25,0500
uniform-l1,100000.0,False,max;16,0400
uniform-l2,5.0,False,max;99,6400
uniform-l2,10.0,False,max;96,4200
uniform-l2,20.0,False,max;83,0300
uniform-l2,50.0,False,max;60,6700
uniform-l2,100.0,False,max;39,1900
uniform-l2,200.0,False,max;20,1600
uniform-l10,0.05,False,max;99,7900
uniform-l10,0.1,False,max;98,0100
uniform-l10,0.2,False,max;88,0300
uniform-l10,0.5,False,max;64,6400
uniform-l10,1.0,False,max;43,1300
uniform-l10,2.0,False,max;20,3900
uniform-l50,0.02,False,max;99,8000
uniform-l50,0.05,False,max;96,9200
uniform-l50,0.1,False,max;84,2100
uniform-l50,0.2,False,max;66,5400
uniform-l50,0.5,False,max;38,2700
uniform-l50,1.0,False,max;18,5200
uniform-linf,0.02,False,max;99,7200
uniform-linf,0.05,False,max;95,2800
uniform-linf,0.1,False,max;79,6400
uniform-linf,0.2,False,max;62,8800
uniform-linf,0.5,False,max;31,4200
uniform-linf,1.0,False,max;15,9400
Class Separation Robustness;99,5267
imperceptible Robustness;98,4867
Average p-norm robustness;62,0726
