;config_771_avg;config_771_std;config_771_run_0;config_771_run_1;config_771_run_2
Standard_Acc;99,9500;0,0163;99,9500;99,9300;99,9700
RMSCE;0,2480;0,0023;0,2512;0,2465;0,2464
gaussian_noise;44,3567;2,2973;41,3914;44,6899;46,9889
shot_noise;50,8554;2,6947;47,1538;51,9216;53,4909
impulse_noise;40,5667;2,2131;37,7730;40,7417;43,1856
defocus_blur;41,8628;1,6751;41,7462;39,8721;43,9702
glass_blur;52,0816;1,4780;53,7508;52,3364;50,1574
motion_blur;62,3653;0,2909;61,9721;62,4569;62,6668
zoom_blur;98,7389;0,0287;98,7056;98,7356;98,7756
snow;22,0517;1,6452;20,1509;24,1641;21,8402
frost;46,9072;1,8357;45,7594;45,4645;49,4977
fog;62,5768;2,4712;61,3724;60,3378;66,0203
brightness;99,8301;0,0356;99,8801;99,8001;99,8101
contrast;99,4053;0,0308;99,4003;99,3703;99,4452
elastic_transform;83,5674;0,2004;83,5074;83,8373;83,3575
pixelate;83,1026;1,0888;84,6369;82,4479;82,2230
jpeg_compression;61,4040;1,7964;62,6718;62,6768;58,8635
speckle_noise;74,6014;1,9456;72,2675;77,0303;74,5065
gaussian_blur;47,8818;1,3033;48,7631;46,0393;48,8430
spatter;45,4196;3,1063;41,0265;47,6236;47,6086
saturate;99,9417;0,0125;99,9450;99,9250;99,9550
blue_noise_sample;60,9000;3,6666;56,4550;65,4350;60,8100
brownish_noise;90,3167;1,2705;90,0050;88,9400;92,0050
caustic_refraction;9,8083;0,3457;9,9600;10,1350;9,3300
checkerboard_cutout;13,0267;0,5302;13,5500;12,3000;13,2300
cocentric_sine_waves;14,8733;1,6883;12,5050;16,3200;15,7950
inverse_sparkles;10,9567;1,2182;9,9900;12,6750;10,2050
perlin_noise;39,0817;2,5756;36,9900;37,5450;42,7100
plasma_noise;21,0833;1,6231;20,0500;23,3750;19,8250
single_frequency_greyscale;36,4283;3,2412;31,8900;39,2550;38,1400
sparkles;39,3250;2,2954;38,3000;42,5050;37,1700
Acc_C-all-19;64,0798;0,6344;63,2565;64,1827;64,8003
Acc_C-original-15;63,3115;0,5571;62,6581;63,2569;64,0195
Acc_C-bar-10;33,5800;1,2000;31,9695;34,8485;33,9220
Acc_all-ex-pixelwise-noise-24;53,4182;0,4604;52,7720;53,6724;53,8102
RMSCE_C;0,2412;0,0052;0,2481;0,2356;0,2398
uniform-l1,13.27,True,max;99,9500;0,0163;99,9500;99,9300;99,9700
uniform-l2,0.419,True,max;99,9500;0,0122;99,9500;99,9350;99,9650
uniform-linf,0.0332,True,max;95,1650;1,0115;95,6350;96,1000;93,7600
uniform-l0.5,200000000.0,True,max;98,0567;0,4276;98,3050;98,4100;97,4550
uniform-l1,2500.0,True,max;98,1617;0,4932;98,5400;98,4800;97,4650
uniform-l2,8.0,True,max;98,8533;0,2862;99,0250;99,0850;98,4500
uniform-l10,0.07,True,max;99,6183;0,0661;99,6600;99,6700;99,5250
uniform-l50,0.035,True,max;99,4017;0,1381;99,4650;99,5300;99,2100
uniform-linf,0.015,True,max;99,6433;0,0680;99,6700;99,7100;99,5500
uniform-l0-impulse,0.01,True,max;80,1650;2,0886;81,1550;82,0800;77,2600
uniform-l0-impulse,0.02,True,max;71,5133;1,9990;70,0600;74,3400;70,1400
uniform-l0-impulse,0.05,True,max;55,1650;2,3112;51,9100;57,0500;56,5350
uniform-l0-impulse,0.1,True,max;41,2333;2,7853;38,2550;40,4900;44,9550
uniform-l0-impulse,0.2,True,max;26,2300;3,9104;22,2750;24,8600;31,5550
uniform-l0-impulse,0.5,True,max;12,9267;1,5282;11,9450;11,7500;15,0850
uniform-l0.5,200000000.0,False,max;98,0900;0,4209;98,3750;98,4000;97,4950
uniform-l0.5,500000000.0,False,max;83,9583;2,3455;81,7650;87,2100;82,9000
uniform-l0.5,1000000000.0,False,max;62,8650;2,8903;58,9500;65,8400;63,8050
uniform-l0.5,2000000000.0,False,max;41,7000;2,5173;39,3100;40,6100;45,1800
uniform-l0.5,5000000000.0,False,max;20,0133;3,1155;16,7100;19,1400;24,1900
uniform-l0.5,10000000000.0,False,max;12,9783;1,5321;11,8950;11,8950;15,1450
uniform-l1,1000.0,False,max;99,8933;0,0062;99,9000;99,8950;99,8850
uniform-l1,5000.0,False,max;88,8650;1,8514;87,7900;91,4700;87,3350
uniform-l1,10000.0,False,max;68,0817;3,0810;64,2600;71,8050;68,1800
uniform-l1,20000.0,False,max;43,6100;1,5748;42,2100;42,8100;45,8100
uniform-l1,50000.0,False,max;17,4600;2,5556;14,8500;16,6000;20,9300
uniform-l1,100000.0,False,max;11,7200;1,2565;10,9050;10,7600;13,4950
uniform-l2,5.0,False,max;99,7900;0,0374;99,8400;99,7800;99,7500
uniform-l2,10.0,False,max;97,6083;0,6004;98,0650;98,0000;96,7600
uniform-l2,20.0,False,max;86,1200;2,3639;84,3250;89,4600;84,5750
uniform-l2,50.0,False,max;55,5533;1,1577;53,9550;56,6600;56,0450
uniform-l2,100.0,False,max;29,7033;3,8692;26,0950;27,9450;35,0700
uniform-l2,200.0,False,max;13,6617;1,6888;12,4600;12,4750;16,0500
uniform-l10,0.05,False,max;99,8817;0,0024;99,8800;99,8800;99,8850
uniform-l10,0.1,False,max;98,6550;0,3288;98,8900;98,8850;98,1900
