time;train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_swa
169,9495;10,7350;2,3117;10,8500;2,3043;10,8500
339,3666;11,9175;2,3457;12,8850;2,2482;12,8850
511,3323;17,0700;2,2773;16,1100;2,2296;16,1100
681,7829;27,8725;2,0109;23,2000;2,0275;23,2000
853,0871;44,7450;1,7046;70,8300;1,0971;70,8300
1023,8966;57,8525;1,4583;73,6500;0,9447;73,6500
1196,3021;66,4100;1,2782;86,7100;0,6645;86,7100
1365,4025;71,3812;1,1712;89,1000;0,5808;89,1000
1534,9123;74,3337;1,1006;92,1200;0,5072;92,1200
1707,1597;76,3462;1,0575;91,2800;0,5179;91,2800
1878,3892;78,2313;1,0185;95,3200;0,3969;95,3200
2049,2621;79,1250;0,9974;93,5000;0,4481;93,5000
2216,4081;80,1425;0,9751;95,0350;0,4281;95,0350
2387,3801;80,8337;0,9608;94,3450;0,4346;94,3450
2557,1285;81,3762;0,9459;97,4550;0,3674;97,4550
2727,8953;82,2650;0,9268;96,9250;0,3712;96,9250
2899,0582;82,2537;0,9255;95,1950;0,4398;95,1950
3072,3284;82,6250;0,9172;96,7050;0,3706;96,7050
3243,9007;83,1675;0,9048;98,0200;0,3516;98,0200
3415,8100;83,3413;0,8996;98,6400;0,3226;98,6400
3586,3679;83,7675;0,8931;97,5800;0,3604;97,5800
3758,2902;84,1238;0,8861;98,3250;0,3252;98,3250
3931,9055;84,3575;0,8790;96,3400;0,4066;96,3400
4103,9854;84,7650;0,8701;99,0550;0,3168;99,0550
4274,7005;84,9688;0,8648;98,7300;0,3269;98,7300
4446,6189;85,1538;0,8609;97,3850;0,3699;97,3850
4619,6941;85,5088;0,8522;98,1150;0,3626;98,1150
4793,1256;85,7963;0,8474;98,9800;0,3395;98,9800
4964,9832;86,1125;0,8407;99,2250;0,3181;99,2250
5135,2198;86,2975;0,8339;99,3500;0,3590;99,3500
5307,4909;86,2450;0,8340;99,4700;0,3055;99,4700
5475,6949;86,7463;0,8245;99,6650;0,3058;99,6650
5649,2290;87,0138;0,8205;99,5550;0,3095;99,5550
5819,0427;87,2625;0,8154;99,6900;0,3083;99,6900
5990,8236;87,5150;0,8082;99,7200;0,3001;99,7200
6159,3444;87,8662;0,8002;99,6350;0,3074;99,6350
6331,9941;88,2338;0,7921;99,7500;0,3218;99,7500
6501,0195;88,1038;0,7955;99,7900;0,2976;99,7900
6672,9458;88,3850;0,7867;99,8550;0,3102;99,8550
6845,0706;88,6750;0,7831;99,9050;0,2908;99,9050
7014,8674;88,7412;0,7790;99,8650;0,3129;99,8650
7201,5642;89,0637;0,7720;99,9200;0,2965;99,9200
7386,4272;88,9275;0,7742;99,8950;0,2986;99,9050
7571,0384;88,9737;0,7739;99,9250;0,2979;99,8650
7754,4562;89,1388;0,7711;99,9200;0,3121;99,8200
7940,9760;89,1050;0,7711;99,8650;0,3041;99,8350
8126,2705;89,1350;0,7724;99,8850;0,3038;99,8050
8312,0195;89,2138;0,7703;99,8900;0,2958;99,8500
8498,4844;89,1312;0,7713;99,8850;0,2954;89,4900
8683,9688;89,3937;0,7670;99,9000;0,2913;99,4650
