;config_770_avg;config_770_std;config_770_run_0;config_770_run_1;config_770_run_2
Standard_Acc;99,9567;0,0085;99,9450;99,9600;99,9650
RMSCE;0,2508;0,0032;0,2545;0,2467;0,2511
gaussian_noise;39,7038;2,8033;35,8039;42,2710;41,0365
shot_noise;46,0093;2,6896;42,3559;48,7531;46,9189
impulse_noise;34,4895;2,7826;32,4154;38,4227;32,6303
defocus_blur;37,7563;0,2479;38,0929;37,6730;37,5031
glass_blur;53,5876;0,8759;54,8203;53,0761;52,8662
motion_blur;60,0313;1,5756;58,6286;59,2333;62,2320
zoom_blur;98,1059;0,0294;98,1458;98,0759;98,0959
snow;24,1625;1,2951;24,6689;22,3849;25,4336
frost;33,1368;0,6430;33,1651;32,3354;33,9097
fog;62,7035;2,1931;64,3311;59,6032;64,1761
brightness;99,7434;0,0278;99,7551;99,7701;99,7051
contrast;99,3153;0,0394;99,2953;99,2803;99,3703
elastic_transform;84,6952;0,2828;85,0917;84,4520;84,5420
pixelate;88,7067;2,3021;91,7487;86,1812;88,1903
jpeg_compression;59,9297;0,2911;60,1479;60,1229;59,5182
speckle_noise;69,9119;3,5200;65,2456;73,7468;70,7432
gaussian_blur;44,5150;1,4125;46,4941;43,7603;43,2905
spatter;42,5309;0,5314;42,0711;43,2755;42,2460
saturate;99,9434;0,0103;99,9450;99,9300;99,9550
blue_noise_sample;53,3467;5,2097;45,9850;57,2850;56,7700
brownish_noise;81,7600;0,7041;81,0800;82,7300;81,4700
caustic_refraction;19,0417;1,9978;17,0700;18,2750;21,7800
checkerboard_cutout;12,9750;0,5079;13,5250;12,3000;13,1000
cocentric_sine_waves;15,1733;0,2493;14,9750;15,5250;15,0200
inverse_sparkles;20,1067;0,6194;20,3550;19,2550;20,7100
perlin_noise;37,4383;2,2200;37,1500;34,8750;40,2900
plasma_noise;28,3917;1,8473;27,2150;26,9600;31,0000
single_frequency_greyscale;33,7700;1,2869;32,3850;33,4400;35,4850
sparkles;61,9633;1,4053;62,7100;59,9950;63,1850
Acc_C-all-19;62,0515;0,2514;61,6959;62,2288;62,2296
Acc_C-original-15;61,4718;0,2096;61,2311;61,4424;61,7419
Acc_C-bar-10;36,3967;1,1016;35,2450;36,0640;37,8810
Acc_all-ex-pixelwise-noise-24;54,1451;0,5294;54,2861;53,4379;54,7114
RMSCE_C;0,1855;0,0068;0,1849;0,1942;0,1774
uniform-l1,13.27,True,max;99,9583;0,0103;99,9450;99,9600;99,9700
uniform-l2,0.419,True,max;99,9550;0,0108;99,9450;99,9500;99,9700
uniform-linf,0.0332,True,max;93,3583;1,9336;91,0900;95,8150;93,1700
uniform-l0.5,200000000.0,True,max;97,2817;0,4443;96,6950;97,7700;97,3800
uniform-l1,2500.0,True,max;97,6200;0,4357;97,1500;98,2000;97,5100
uniform-l2,8.0,True,max;98,5333;0,1962;98,3000;98,7800;98,5200
uniform-l10,0.07,True,max;99,6350;0,0141;99,6250;99,6250;99,6550
uniform-l50,0.035,True,max;99,3200;0,0268;99,2900;99,3150;99,3550
uniform-linf,0.015,True,max;99,6117;0,0330;99,6050;99,5750;99,6550
uniform-l0-impulse,0.01,True,max;66,2617;3,1603;63,1050;70,5800;65,1000
uniform-l0-impulse,0.02,True,max;58,2267;5,0516;55,1350;65,3500;54,1950
uniform-l0-impulse,0.05,True,max;49,0283;3,4180;45,6750;53,7200;47,6900
uniform-l0-impulse,0.1,True,max;35,6783;3,2305;32,8800;40,2050;33,9500
uniform-l0-impulse,0.2,True,max;19,6250;2,2156;18,4700;22,7250;17,6800
uniform-l0-impulse,0.5,True,max;10,4250;0,1920;10,4350;10,6550;10,1850
uniform-l0.5,200000000.0,False,max;97,2433;0,4172;96,7150;97,7350;97,2800
uniform-l0.5,500000000.0,False,max;81,4867;4,3037;76,1100;86,6450;81,7050
uniform-l0.5,1000000000.0,False,max;61,0467;4,1259;55,2900;64,7500;63,1000
uniform-l0.5,2000000000.0,False,max;36,3600;2,4119;33,0050;38,5700;37,5050
uniform-l0.5,5000000000.0,False,max;13,5867;0,7644;13,3100;14,6300;12,8200
uniform-l0.5,10000000000.0,False,max;10,3750;0,1683;10,4600;10,5250;10,1400
uniform-l1,1000.0,False,max;99,8800;0,0147;99,8750;99,8650;99,9000
uniform-l1,5000.0,False,max;86,5000;3,7829;81,8250;91,0900;86,5850
uniform-l1,10000.0,False,max;67,2717;5,0492;60,3650;72,2950;69,1550
uniform-l1,20000.0,False,max;38,3583;2,8738;34,3000;40,5750;40,2000
uniform-l1,50000.0,False,max;12,5467;0,6125;11,7050;13,1450;12,7900
uniform-l1,100000.0,False,max;10,1367;0,2713;10,5200;9,9600;9,9300
uniform-l2,5.0,False,max;99,7800;0,0163;99,7600;99,7800;99,8000
uniform-l2,10.0,False,max;96,7483;0,7595;95,9300;97,7600;96,5550
uniform-l2,20.0,False,max;84,2650;4,3791;78,8500;89,5750;84,3700
uniform-l2,50.0,False,max;52,6483;4,4327;46,4000;55,3350;56,2100
uniform-l2,100.0,False,max;22,1750;1,1836;20,8150;23,7000;22,0100
uniform-l2,200.0,False,max;10,6317;0,3305;10,1900;10,7200;10,9850
uniform-l10,0.05,False,max;99,8483;0,0085;99,8600;99,8450;99,8400
uniform-l10,0.1,False,max;98,3250;0,2369;98,0600;98,6350;98,2800
uniform-l10,0.2,False,max;88,5900;3,4481;84,4050;92,8500;88,5150
uniform-l10,0.5,False,max;60,3783;4,9805;53,3350;63,9400;63,8600
uniform-l10,1.0,False,max;28,0033;1,8551;25,3900;29,1100;29,5100
uniform-l10,2.0,False,max;10,8967;0,1265;11,0650;10,8650;10,7600
uniform-l50,0.02,False,max;99,8833;0,0347;99,9150;99,8350;99,9000
uniform-l50,0.05,False,max;97,3333;0,6139;96,6700;98,1500;97,1800
uniform-l50,0.1,False,max;85,6267;4,1633;80,6000;90,7950;85,4850
uniform-l50,0.2,False,max;64,2050;5,0994;57,0950;68,8050;66,7150
uniform-l50,0.5,False,max;22,4800;1,2239;20,7950;23,6650;22,9800
uniform-l50,1.0,False,max;10,3150;0,1759;10,5600;10,2300;10,1550
uniform-linf,0.02,False,max;99,8567;0,0262;99,8700;99,8200;99,8800
uniform-linf,0.05,False,max;95,4233;1,2913;93,9900;97,1200;95,1600
uniform-linf,0.1,False,max;81,4200;4,7644;75,6100;87,2800;81,3700
uniform-linf,0.2,False,max;56,4900;5,0170;49,4100;59,6300;60,4300
uniform-linf,0.5,False,max;17,3350;0,6688;16,6850;18,2550;17,0650
uniform-linf,1.0,False,max;10,0367;0,0249;10,0100;10,0300;10,0700
Class Separation Robustness;97,7572;0,6468;96,9933;98,5750;97,7033
imperceptible Robustness;98,6669;0,1771;98,4442;98,8775;98,6792
Average p-norm robustness;55,8746;1,8965;53,4393;58,0655;56,1189
