;config_81_avg
Standard_Acc;99,9650
RMSCE;0,1934
gaussian_noise;10,0005
shot_noise;10,0005
impulse_noise;10,0005
defocus_blur;12,4294
glass_blur;32,0206
motion_blur;10,2054
zoom_blur;10,1954
snow;10,0255
frost;10,0005
fog;17,3422
brightness;13,7738
contrast;71,7527
elastic_transform;10,1304
pixelate;38,8725
jpeg_compression;30,3513
speckle_noise;10,0005
gaussian_blur;11,4349
spatter;14,2686
saturate;83,3575
blue_noise_sample;10,0000
brownish_noise;27,5850
caustic_refraction;24,1000
checkerboard_cutout;26,0100
cocentric_sine_waves;10,8500
inverse_sparkles;10,0450
perlin_noise;10,8400
plasma_noise;17,3100
single_frequency_greyscale;10,7650
sparkles;13,9200
Acc_C-all-19;21,9033
Acc_C-original-15;19,8068
Acc_C-bar-10;16,1425
Acc_all-ex-pixelwise-noise-24;21,9827
RMSCE_C;0,5964
uniform-l1,13.27,False,max;99,9650
uniform-l2,0.419,False,max;99,9550
uniform-linf,0.0332,False,max;10,0000
uniform-l0.5,200000000.0,True,max;10,0000
uniform-l1,2500.0,True,max;10,0000
uniform-l2,8.0,True,max;10,0000
uniform-l10,0.07,True,max;10,0050
uniform-l50,0.035,True,max;10,0000
uniform-linf,0.015,True,max;10,0050
uniform-l0-impulse,0.01,True,max;10,1050
uniform-l0-impulse,0.02,True,max;9,9950
uniform-l0-impulse,0.05,True,max;10,0000
uniform-l0-impulse,0.1,True,max;10,0000
uniform-l0-impulse,0.2,True,max;10,0000
uniform-l0-impulse,0.5,True,max;10,0000
uniform-l0.5,200000000.0,False,max;10,0000
uniform-l0.5,500000000.0,False,max;10,0000
uniform-l0.5,1000000000.0,False,max;10,0000
uniform-l0.5,2000000000.0,False,max;10,0000
uniform-l0.5,5000000000.0,False,max;10,0000
uniform-l0.5,10000000000.0,False,max;10,0000
uniform-l1,1000.0,False,max;16,1950
uniform-l1,5000.0,False,max;10,0000
uniform-l1,10000.0,False,max;10,0000
uniform-l1,20000.0,False,max;10,0000
uniform-l1,50000.0,False,max;10,0000
uniform-l1,100000.0,False,max;10,0000
uniform-l2,5.0,False,max;10,0600
uniform-l2,10.0,False,max;10,0000
uniform-l2,20.0,False,max;10,0000
uniform-l2,50.0,False,max;10,0000
uniform-l2,100.0,False,max;10,0000
uniform-l2,200.0,False,max;10,0000
uniform-l10,0.05,False,max;11,2100
uniform-l10,0.1,False,max;10,0000
uniform-l10,0.2,False,max;10,0000
uniform-l10,0.5,False,max;10,0000
uniform-l10,1.0,False,max;10,0000
uniform-l10,2.0,False,max;10,0000
uniform-l50,0.02,False,max;13,6400
uniform-l50,0.05,False,max;10,0000
uniform-l50,0.1,False,max;10,0000
uniform-l50,0.2,False,max;10,0000
uniform-l50,0.5,False,max;10,0000
uniform-l50,1.0,False,max;10,0000
uniform-linf,0.02,False,max;10,3200
uniform-linf,0.05,False,max;10,0000
uniform-linf,0.1,False,max;10,0000
uniform-linf,0.2,False,max;10,0000
uniform-linf,0.5,False,max;10,0000
uniform-linf,1.0,False,max;10,0000
Class Separation Robustness;69,9733
imperceptible Robustness;10,0017
Average p-norm robustness;10,2744
