;config_80_avg
Standard_Acc;99,9550
RMSCE;0,2388
gaussian_noise;69,0839
shot_noise;75,2361
impulse_noise;69,9835
defocus_blur;43,2455
glass_blur;58,6736
motion_blur;54,9253
zoom_blur;98,9205
snow;13,5139
frost;37,2033
fog;23,7793
brightness;94,9623
contrast;92,8082
elastic_transform;84,2971
pixelate;85,6415
jpeg_compression;73,0071
speckle_noise;90,0945
gaussian_blur;47,0088
spatter;30,6162
saturate;99,9350
blue_noise_sample;73,5450
brownish_noise;26,2000
caustic_refraction;10,8900
checkerboard_cutout;12,2050
cocentric_sine_waves;11,4450
inverse_sparkles;10,0400
perlin_noise;11,3900
plasma_noise;10,9600
single_frequency_greyscale;25,1400
sparkles;24,9450
Acc_C-all-19;65,4177
Acc_C-original-15;65,0187
Acc_C-bar-10;21,6760
Acc_all-ex-pixelwise-noise-24;45,0730
RMSCE_C;0,3356
uniform-l1,13.27,False,max;99,9550
uniform-l2,0.419,False,max;99,9600
uniform-linf,0.0332,False,max;99,8400
uniform-l0.5,200000000.0,True,max;99,7400
uniform-l1,2500.0,True,max;99,8100
uniform-l2,8.0,True,max;99,8650
uniform-l10,0.07,True,max;99,9100
uniform-l50,0.035,True,max;99,8750
uniform-linf,0.015,True,max;99,9150
uniform-l0-impulse,0.01,True,max;97,8050
uniform-l0-impulse,0.02,True,max;95,9100
uniform-l0-impulse,0.05,True,max;88,1050
uniform-l0-impulse,0.1,True,max;75,0850
uniform-l0-impulse,0.2,True,max;54,9700
uniform-l0-impulse,0.5,True,max;22,0300
uniform-l0.5,200000000.0,False,max;99,7700
uniform-l0.5,500000000.0,False,max;98,2700
uniform-l0.5,1000000000.0,False,max;91,9650
uniform-l0.5,2000000000.0,False,max;74,4650
uniform-l0.5,5000000000.0,False,max;37,6950
uniform-l0.5,10000000000.0,False,max;20,1500
uniform-l1,1000.0,False,max;99,9500
uniform-l1,5000.0,False,max;99,1150
uniform-l1,10000.0,False,max;94,2250
uniform-l1,20000.0,False,max;75,6450
uniform-l1,50000.0,False,max;31,1850
uniform-l1,100000.0,False,max;15,0600
uniform-l2,5.0,False,max;99,9150
uniform-l2,10.0,False,max;99,7700
uniform-l2,20.0,False,max;98,8450
uniform-l2,50.0,False,max;86,9900
uniform-l2,100.0,False,max;54,1400
uniform-l2,200.0,False,max;21,5600
uniform-l10,0.05,False,max;99,9250
uniform-l10,0.1,False,max;99,8550
uniform-l10,0.2,False,max;99,3600
uniform-l10,0.5,False,max;91,6000
uniform-l10,1.0,False,max;60,9800
uniform-l10,2.0,False,max;22,9600
uniform-l50,0.02,False,max;99,9400
uniform-l50,0.05,False,max;99,7600
uniform-l50,0.1,False,max;98,9900
uniform-l50,0.2,False,max;93,4100
uniform-l50,0.5,False,max;52,5850
uniform-l50,1.0,False,max;17,9750
uniform-linf,0.02,False,max;99,9200
uniform-linf,0.05,False,max;99,7150
uniform-linf,0.1,False,max;98,4050
uniform-linf,0.2,False,max;89,3750
uniform-linf,0.5,False,max;42,7200
uniform-linf,1.0,False,max;14,2550
Class Separation Robustness;99,9183
imperceptible Robustness;99,8525
Average p-norm robustness;74,1512
