time;train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_swa
588,0823;14,7625;2,2483;16,9500;2,1963;16,9500
1180,5763;30,7462;1,9725;36,4450;1,6361;36,4450
1645,8487;60,2212;1,4276;10,0000;7,5075;10,0000
2120,3341;71,9912;1,1931;12,9600;12,4794;12,9600
2612,7789;77,9425;1,0615;10,5600;8,3521;10,5600
3093,8956;81,4862;0,9681;10,0100;3,5831;10,0100
3591,9199;84,9038;0,8893;12,0250;3,2142;12,0250
4082,8285;86,7600;0,8387;8,3350;5,5033;8,3350
4564,7912;88,2025;0,8057;10,1400;8,5649;10,1400
5069,8462;89,0550;0,7848;10,0450;3,3344;10,0450
5538,2057;89,4600;0,7746;10,0050;3,8974;10,0050
6031,9829;89,7638;0,7659;10,0350;2,9899;10,0350
6524,3354;90,1225;0,7576;10,0150;3,3442;10,0150
7005,0115;90,2837;0,7549;64,3850;1,2852;64,3850
7502,8319;90,4950;0,7485;11,0850;2,7530;11,0850
7982,6262;90,5088;0,7482;10,2900;3,0091;10,2900
8479,9015;90,7862;0,7434;10,0000;3,5558;10,0000
8957,8797;91,0475;0,7356;10,8150;2,8322;10,8150
9453,5109;91,1275;0,7341;10,0050;4,0285;10,0050
9951,9157;91,2500;0,7300;10,0000;3,0476;10,0000
10420,2037;91,2500;0,7293;11,2950;3,7997;11,2950
10926,2798;91,2800;0,7291;10,0050;5,0959;10,0050
11414,8717;91,4387;0,7247;10,0000;2,9910;10,0000
11905,4670;91,7062;0,7221;10,0700;2,6019;10,0700
12407,1504;91,7475;0,7174;12,4200;2,4443;12,4200
12901,1777;91,7588;0,7180;23,6150;3,0880;23,6150
13403,8618;91,9975;0,7138;19,8950;4,2055;19,8950
13895,4558;92,0787;0,7116;67,3250;1,2233;67,3250
14383,5028;92,2725;0,7069;10,9200;3,7087;10,9200
14872,6113;92,2188;0,7080;99,2050;0,3110;99,2050
15360,6903;92,3388;0,7040;10,9350;3,0552;10,9350
15847,8336;92,3438;0,7035;41,3150;2,0027;41,3150
16343,1237;92,5362;0,6996;75,7150;1,0132;75,7150
16833,3897;92,5787;0,6983;10,0100;2,7283;10,0100
17338,8815;92,7537;0,6949;10,1050;2,9830;10,1050
17824,5712;92,7662;0,6936;73,2000;1,0298;73,2000
18344,2855;92,9825;0,6883;59,0250;1,3947;59,0250
18855,4023;92,9387;0,6898;93,8950;0,4520;10,0000
19369,5557;93,1550;0,6853;79,9050;0,8393;13,8400
19900,0438;92,9338;0,6891;10,3550;3,8201;10,1500
20400,2828;93,0263;0,6873;94,8750;0,4351;10,0350
20922,7817;93,0438;0,6866;99,8250;0,2795;7,8900
21433,6537;92,8675;0,6901;10,1900;2,6212;10,0050
21951,7261;93,0350;0,6876;72,4900;1,0566;10,3300
22472,2301;93,2037;0,6845;42,2450;2,0717;10,0750
22981,1203;93,0337;0,6880;99,1750;0,3219;10,0000
23508,8606;92,9038;0,6902;26,2950;2,9483;10,0000
24008,4193;93,2013;0,6851;71,9250;1,0346;10,0000
24519,9794;93,0263;0,6883;70,3800;1,0590;10,0000
25034,3977;92,9737;0,6889;18,0350;3,4295;9,9250
