;config_305_avg
Standard_Acc;87,0728
RMSCE;0,0361
gaussian_noise;76,5000
shot_noise;79,1000
impulse_noise;74,4000
defocus_blur;82,2000
glass_blur;77,9000
motion_blur;85,0000
zoom_blur;81,5000
snow;77,9000
frost;83,1000
fog;84,7000
brightness;83,5000
contrast;77,9000
elastic_transform;85,7000
pixelate;87,0000
jpeg_compression;85,5000
speckle_noise;74,3000
gaussian_blur;78,9000
spatter;87,3000
saturate;77,2000
blue_noise_sample;76,0000
brownish_noise;83,1000
caustic_refraction;81,0000
checkerboard_cutout;75,5000
cocentric_sine_waves;78,1000
inverse_sparkles;71,6000
perlin_noise;86,3000
plasma_noise;75,3000
single_frequency_greyscale;72,6000
sparkles;87,1000
Acc_C-all-19;81,0316
Acc_C-original-15;81,4600
Acc_C-bar-10;78,6600
Acc_all-ex-pixelwise-noise-24;81,0792
RMSCE_C;0,0488
uniform-l1,130.9,False,max;86,8317
uniform-l2,2.611,False,max;86,5417
uniform-linf,0.1303,False,max;81,2347
uniform-l0.5,700000.0,True,max;86,8896
uniform-l1,125.0,True,max;86,7767
uniform-l2,2.0,True,max;86,8530
uniform-l10,0.06,True,max;86,8042
uniform-l50,0.04,True,max;86,6028
uniform-linf,0.01,True,max;86,8896
uniform-l0-impulse,0.01,True,max;83,9447
uniform-l0-impulse,0.02,True,max;81,6498
uniform-l0-impulse,0.05,True,max;75,4333
uniform-l0-impulse,0.1,True,max;67,9749
uniform-l0-impulse,0.2,True,max;62,3016
uniform-l0-impulse,0.5,True,max;51,2482
uniform-l0.5,500000.0,False,max;86,9385
uniform-l0.5,1000000.0,False,max;86,7798
uniform-l0.5,2000000.0,False,max;85,9589
uniform-l0.5,5000000.0,False,max;80,8289
uniform-l0.5,10000000.0,False,max;73,0652
uniform-l0.5,20000000.0,False,max;64,2242
uniform-l1,100.0,False,max;86,8988
uniform-l1,200.0,False,max;86,6547
uniform-l1,500.0,False,max;83,9050
uniform-l1,1000.0,False,max;75,9857
uniform-l1,2000.0,False,max;68,1488
uniform-l1,5000.0,False,max;50,7843
uniform-l2,1.0,False,max;86,9293
uniform-l2,2.0,False,max;86,7218
uniform-l2,5.0,False,max;85,2814
uniform-l2,10.0,False,max;78,8910
uniform-l2,20.0,False,max;69,7632
uniform-l2,50.0,False,max;50,8545
uniform-l10,0.05,False,max;86,8469
uniform-l10,0.1,False,max;86,3678
uniform-l10,0.2,False,max;84,3262
uniform-l10,0.5,False,max;72,2870
uniform-l10,1.0,False,max;63,2263
uniform-l10,2.0,False,max;49,9207
uniform-l50,0.02,False,max;86,9446
uniform-l50,0.05,False,max;86,4716
uniform-l50,0.1,False,max;84,5184
uniform-l50,0.2,False,max;76,7578
uniform-l50,0.5,False,max;64,8407
uniform-l50,1.0,False,max;49,6857
uniform-linf,0.01,False,max;86,9781
uniform-linf,0.02,False,max;86,9537
uniform-linf,0.05,False,max;86,2885
uniform-linf,0.1,False,max;83,7616
uniform-linf,0.2,False,max;74,8016
uniform-linf,0.5,False,max;61,7462
Class Separation Robustness;84,8694
imperceptible Robustness;86,8027
Average p-norm robustness;75,8069
