;config_315_avg
Standard_Acc;87,7472
RMSCE;0,0590
gaussian_noise;86,3312
shot_noise;86,3861
impulse_noise;87,6740
defocus_blur;82,3761
glass_blur;77,3987
motion_blur;83,9783
zoom_blur;77,4109
snow;77,5818
frost;82,0923
fog;86,5295
brightness;80,3162
contrast;69,0765
elastic_transform;84,7137
pixelate;86,9904
jpeg_compression;88,0249
speckle_noise;85,0891
gaussian_blur;78,5583
spatter;88,4766
saturate;76,5472
blue_noise_sample;86,6730
brownish_noise;85,3638
caustic_refraction;82,1686
checkerboard_cutout;83,4900
cocentric_sine_waves;80,9174
inverse_sparkles;80,0659
perlin_noise;87,4298
plasma_noise;78,3356
single_frequency_greyscale;72,8424
sparkles;89,5660
Acc_C-all-19;82,3975
Acc_C-original-15;82,4587
Acc_C-bar-10;82,6852
Acc_all-ex-pixelwise-noise-24;81,6771
RMSCE_C;0,0725
uniform-l1,16.81,False,max;87,7502
uniform-l2,0.18685,False,max;87,7563
uniform-linf,0.007843,False,max;87,7563
uniform-l0.5,700000.0,True,max;87,6434
uniform-l1,125.0,True,max;87,6251
uniform-l2,2.0,True,max;87,5763
uniform-l10,0.06,True,max;87,6709
uniform-l50,0.04,True,max;87,5916
uniform-linf,0.01,True,max;87,6556
uniform-l0-impulse,0.01,True,max;87,4176
uniform-l0-impulse,0.02,True,max;87,0697
uniform-l0-impulse,0.05,True,max;86,2000
uniform-l0-impulse,0.1,True,max;85,0189
uniform-l0-impulse,0.2,True,max;83,4229
uniform-l0-impulse,0.5,True,max;76,1475
uniform-l0.5,500000.0,False,max;87,7136
uniform-l0.5,1000000.0,False,max;87,6068
uniform-l0.5,2000000.0,False,max;87,4542
uniform-l0.5,5000000.0,False,max;86,4441
uniform-l0.5,10000000.0,False,max;84,3628
uniform-l0.5,20000000.0,False,max;82,8888
uniform-l1,100.0,False,max;87,7167
uniform-l1,200.0,False,max;87,6099
uniform-l1,500.0,False,max;87,1948
uniform-l1,1000.0,False,max;85,3149
uniform-l1,2000.0,False,max;82,6752
uniform-l1,5000.0,False,max;77,0172
uniform-l2,1.0,False,max;87,6740
uniform-l2,2.0,False,max;87,5854
uniform-l2,5.0,False,max;87,3047
uniform-l2,10.0,False,max;85,8917
uniform-l2,20.0,False,max;82,9468
uniform-l2,50.0,False,max;77,4536
uniform-l10,0.05,False,max;87,6556
uniform-l10,0.1,False,max;87,5366
uniform-l10,0.2,False,max;87,0331
uniform-l10,0.5,False,max;84,2896
uniform-l10,1.0,False,max;81,2347
uniform-l10,2.0,False,max;64,5844
uniform-l50,0.02,False,max;87,6373
uniform-l50,0.05,False,max;87,6495
uniform-l50,0.1,False,max;87,1704
uniform-l50,0.2,False,max;85,4675
uniform-l50,0.5,False,max;81,4484
uniform-l50,1.0,False,max;66,5344
uniform-linf,0.01,False,max;87,7228
uniform-linf,0.02,False,max;87,6099
uniform-linf,0.05,False,max;87,5397
uniform-linf,0.1,False,max;87,0880
uniform-linf,0.2,False,max;84,9182
uniform-linf,0.5,False,max;81,1920
Class Separation Robustness;87,7543
imperceptible Robustness;87,6272
Average p-norm robustness;84,3439
