;config_774_avg;config_774_std;config_774_run_0;config_774_run_1;config_774_run_2
Standard_Acc;87,6007;0,2797;87,5549;87,2833;87,9639
RMSCE;0,0411;0,0022;0,0441;0,0389;0,0403
gaussian_noise;74,1821;0,6546;75,1007;73,6237;73,8220
shot_noise;76,4435;0,4485;77,0721;76,2024;76,0559
impulse_noise;77,7079;1,0074;79,1016;76,7548;77,2675
defocus_blur;83,5002;0,5010;84,1034;82,8766;83,5205
glass_blur;80,2114;0,3640;80,4596;80,4779;79,6967
motion_blur;86,9161;0,6418;87,7472;86,1847;86,8164
zoom_blur;82,7504;1,0204;83,8165;81,3751;83,0597
snow;77,5024;0,9662;76,1688;78,4271;77,9114
frost;78,8615;0,5846;79,6051;78,1769;78,8025
fog;89,2303;0,5718;89,6332;89,6362;88,4216
brightness;82,1065;0,2363;82,1625;81,7932;82,3639
contrast;67,4530;1,5129;67,7917;69,1132;65,4541
elastic_transform;87,2233;0,7789;88,2538;86,3708;87,0453
pixelate;87,4013;0,3664;87,9120;87,0697;87,2223
jpeg_compression;84,6222;0,3108;84,8358;84,1827;84,8480
speckle_noise;72,8414;0,8366;73,4192;73,4467;71,6583
gaussian_blur;82,3710;0,5557;81,5918;82,8491;82,6721
spatter;88,2345;0,5097;88,9252;87,7106;88,0676
saturate;76,9185;1,7824;79,4312;75,8362;75,4883
blue_noise_sample;86,3820;0,9733;87,6831;85,3424;86,1206
brownish_noise;85,7147;0,6925;86,4563;84,7900;85,8978
caustic_refraction;80,6010;1,4626;79,1382;80,0659;82,5989
checkerboard_cutout;85,7239;0,3939;86,0382;85,9650;85,1685
cocentric_sine_waves;81,3141;1,1934;82,3059;79,6356;82,0007
inverse_sparkles;79,0426;1,3618;79,5654;80,3864;77,1759
perlin_noise;86,9680;0,4184;86,4777;86,9263;87,5000
plasma_noise;78,7130;0,7101;79,1718;77,7100;79,2572
single_frequency_greyscale;72,8322;1,1053;73,8708;71,3013;73,3246
sparkles;88,0666;0,2022;88,3423;87,8632;87,9944
Acc_C-all-19;80,8672;0,3986;81,4280;80,6372;80,5365
Acc_C-original-15;81,0742;0,3607;81,5843;80,8177;80,8205
Acc_C-bar-10;82,5358;0,3886;82,9050;81,9986;82,7039
Acc_all-ex-pixelwise-noise-24;82,2616;0,2963;82,6585;81,9468;82,1795
RMSCE_C;0,0662;0,0052;0,0699;0,0589;0,0698
uniform-l1,16.81,True,max;87,6119;0,2974;87,5488;87,2833;88,0035
uniform-l2,0.18685,True,max;87,6078;0,2934;87,5366;87,2894;87,9974
uniform-linf,0.007843,True,max;87,6607;0,3227;87,6556;87,2681;88,0585
uniform-l0.5,700000.0,True,max;87,5916;0,3005;87,5488;87,2467;87,9791
uniform-l1,125.0,True,max;87,5885;0,2886;87,6373;87,2131;87,9150
uniform-l2,2.0,True,max;87,5285;0,3150;87,5824;87,1185;87,8845
uniform-l10,0.06,True,max;87,6312;0,3561;87,7014;87,1643;88,0280
uniform-l50,0.04,True,max;87,5356;0,2830;87,6282;87,1521;87,8265
uniform-linf,0.01,True,max;87,6577;0,3526;87,6587;87,2253;88,0890
uniform-l0-impulse,0.01,True,max;86,7269;0,5569;87,0819;85,9406;87,1582
uniform-l0-impulse,0.02,True,max;85,5286;0,5129;85,9955;84,8145;85,7758
uniform-l0-impulse,0.05,True,max;80,7343;1,1189;82,1411;79,4037;80,6580
uniform-l0-impulse,0.1,True,max;71,3593;1,2956;73,1903;70,3857;70,5017
uniform-l0-impulse,0.2,True,max;57,0302;1,7357;58,9600;57,3792;54,7516
uniform-l0-impulse,0.5,True,max;50,0254;0,0058;50,0336;50,0214;50,0214
uniform-l0.5,500000.0,False,max;87,5966;0,3069;87,6190;87,2101;87,9608
uniform-l0.5,1000000.0,False,max;87,5275;0,3443;87,6312;87,0636;87,8876
uniform-l0.5,2000000.0,False,max;87,1165;0,3307;87,2833;86,6547;87,4115
uniform-l0.5,5000000.0,False,max;82,2693;0,7099;83,1116;81,3751;82,3212
uniform-l0.5,10000000.0,False,max;70,1141;0,7542;71,1792;69,5312;69,6320
uniform-l0.5,20000000.0,False,max;57,0475;1,2892;57,9895;57,9285;55,2246
uniform-l1,100.0,False,max;87,6363;0,3135;87,6678;87,2375;88,0035
uniform-l1,200.0,False,max;87,5468;0,2825;87,6190;87,1704;87,8510
uniform-l1,500.0,False,max;85,4757;0,3511;85,7147;84,9792;85,7330
uniform-l1,1000.0,False,max;76,0620;0,8597;77,1088;75,0031;76,0742
uniform-l1,2000.0,False,max;60,0749;1,2092;60,9222;60,9375;58,3649
uniform-l1,5000.0,False,max;50,0397;0,0326;50,0854;50,0122;50,0214
uniform-l2,1.0,False,max;87,6638;0,3176;87,6251;87,2955;88,0707
uniform-l2,2.0,False,max;87,5142;0,3165;87,6190;87,0850;87,8387
uniform-l2,5.0,False,max;86,5723;0,3306;86,7859;86,1053;86,8256
uniform-l2,10.0,False,max;80,1717;0,7838;81,0974;79,1809;80,2368
uniform-l2,20.0,False,max;63,3291;0,8842;63,9343;63,9740;62,0789
uniform-l2,50.0,False,max;50,0356;0,0104;50,0458;50,0397;50,0214
uniform-l10,0.05,False,max;87,6099;0,2857;87,6312;87,2498;87,9486
uniform-l10,0.1,False,max;87,3505;0,3028;87,4939;86,9293;87,6282
uniform-l10,0.2,False,max;85,6649;0,4240;86,0718;85,0800;85,8429
uniform-l10,0.5,False,max;69,5689;0,5119;70,2545;69,0247;69,4275
uniform-l10,1.0,False,max;52,6499;0,7509;53,2349;53,1250;51,5900
uniform-l10,2.0,False,max;50,0214;0,0000;50,0214;50,0214;50,0214
uniform-l50,0.02,False,max;87,5834;0,3532;87,6129;87,1368;88,0005
uniform-l50,0.05,False,max;87,3566;0,3880;87,5427;86,8164;87,7106
uniform-l50,0.1,False,max;85,8958;0,3699;86,3007;85,4065;85,9802
uniform-l50,0.2,False,max;77,1454;0,8007;78,0701;76,1169;77,2491
uniform-l50,0.5,False,max;54,0293;0,9276;54,6295;54,7394;52,7191
uniform-l50,1.0,False,max;50,0214;0,0000;50,0214;50,0214;50,0214
uniform-linf,0.01,False,max;87,6506;0,3053;87,6617;87,2711;88,0188
uniform-linf,0.02,False,max;87,5854;0,2733;87,6282;87,2314;87,8967
uniform-linf,0.05,False,max;87,3352;0,3622;87,5458;86,8256;87,6343
uniform-linf,0.1,False,max;85,2142;0,3453;85,5560;84,7412;85,3455
uniform-linf,0.2,False,max;74,2666;0,8797;75,2808;73,1354;74,3835
uniform-linf,0.5,False,max;51,8697;0,5963;52,3407;52,2400;51,0284
Class Separation Robustness;87,6268;0,3037;87,5804;87,2803;88,0198
imperceptible Robustness;87,5888;0,3142;87,6261;87,1867;87,9537
Average p-norm robustness;75,0956;0,3369;75,5557;74,7581;74,9731
