;config_775_avg;config_775_std;config_775_run_0;config_775_run_1;config_775_run_2
Standard_Acc;88,6739;0,0274;88,6902;88,6963;88,6353
RMSCE;0,0425;0,0013;0,0407;0,0435;0,0433
gaussian_noise;76,4913;2,3332;78,7872;77,3956;73,2910
shot_noise;78,8595;1,9722;80,4535;80,0446;76,0803
impulse_noise;80,1025;2,2344;82,1808;81,1249;77,0020
defocus_blur;85,0220;1,1961;85,6201;86,0931;83,3527
glass_blur;80,9743;1,3841;81,5430;82,3120;79,0680
motion_blur;88,1826;0,6801;89,1235;87,8845;87,5397
zoom_blur;79,6275;1,3406;81,4392;78,2379;79,2053
snow;81,9773;2,4742;83,0994;84,2865;78,5461
frost;84,6252;1,1223;84,8206;85,8917;83,1635
fog;90,7593;0,4720;90,8539;91,2842;90,1398
brightness;84,0759;1,1702;83,0750;85,7178;83,4351
contrast;71,8781;2,6934;75,3082;71,5973;68,7286
elastic_transform;88,6892;0,6098;89,2517;88,9740;87,8418
pixelate;88,7115;0,7939;89,6698;88,7390;87,7258
jpeg_compression;87,2854;0,6594;87,0300;88,1897;86,6364
speckle_noise;76,5971;3,2012;79,6448;77,9724;72,1741
gaussian_blur;86,0087;0,5874;85,4828;86,8286;85,7147
spatter;89,5325;0,5120;89,0472;90,2405;89,3097
saturate;76,7507;3,2601;80,6152;76,9958;72,6410
blue_noise_sample;87,9405;0,5333;87,9547;88,5864;87,2803
brownish_noise;86,9415;1,2545;87,4176;88,1836;85,2234
caustic_refraction;84,4014;0,7639;84,7015;85,1501;83,3527
checkerboard_cutout;87,2508;1,0666;87,2284;88,5681;85,9558
cocentric_sine_waves;81,8380;1,3588;82,3639;83,1757;79,9744
inverse_sparkles;80,0924;1,8630;80,0385;82,4005;77,8381
perlin_noise;89,8407;0,2221;89,9597;90,0330;89,5294
plasma_noise;81,8298;0,9984;81,4148;83,2062;80,8685
single_frequency_greyscale;71,7926;1,5348;72,3541;73,3276;69,6960
sparkles;89,3575;0,5297;89,0045;90,1062;88,9618
Acc_C-all-19;82,9553;1,2954;84,0550;83,6742;81,1366
Acc_C-original-15;83,1508;1,2085;84,1504;83,8515;81,4504
Acc_C-bar-10;84,1285;0,9855;84,2438;85,2737;82,8680
Acc_all-ex-pixelwise-noise-24;84,0602;0,9794;84,6026;84,8927;82,6853
RMSCE_C;0,0688;0,0043;0,0630;0,0699;0,0735
uniform-l1,16.81,True,max;88,6617;0,0264;88,6963;88,6566;88,6322
uniform-l2,0.18685,True,max;88,6627;0,0324;88,7024;88,6627;88,6230
uniform-linf,0.007843,True,max;88,6017;0,0473;88,5529;88,6658;88,5864
uniform-l0.5,700000.0,True,max;88,6108;0,0281;88,5895;88,6505;88,5925
uniform-l1,125.0,True,max;88,5498;0,0663;88,4735;88,6353;88,5406
uniform-l2,2.0,True,max;88,4878;0,1424;88,3423;88,6810;88,4399
uniform-l10,0.06,True,max;88,5234;0,1079;88,4186;88,6719;88,4796
uniform-l50,0.04,True,max;88,4298;0,1595;88,2935;88,6536;88,3423
uniform-linf,0.01,True,max;88,6505;0,0500;88,5864;88,7085;88,6566
uniform-l0-impulse,0.01,True,max;87,8347;0,4812;87,2742;88,4491;87,7808
uniform-l0-impulse,0.02,True,max;86,4573;0,7505;85,5042;87,3383;86,5295
uniform-l0-impulse,0.05,True,max;82,3608;0,8127;82,1777;83,4351;81,4697
uniform-l0-impulse,0.1,True,max;74,5076;3,9742;78,5004;75,9369;69,0857
