;config_318_avg;config_318_std;config_318_run_0;config_318_run_1;config_318_run_2
Standard_Acc;87,1633;1,2738;88,3301;85,3912;87,7686
RMSCE;0,0386;0,0067;0,0453;0,0294;0,0410
gaussian_noise;73,4467;2,3816;74,0753;70,2667;75,9979
shot_noise;75,6927;2,3861;76,8646;72,3663;77,8473
impulse_noise;78,7343;2,4935;80,6122;75,2106;80,3802
defocus_blur;82,1930;2,3729;84,3750;78,8940;83,3099
glass_blur;77,5035;5,1603;81,1615;70,2057;81,1432
motion_blur;86,8103;1,6795;88,8611;84,7473;86,8225
zoom_blur;81,8176;0,3222;81,3629;82,0190;82,0709
snow;78,8269;4,6947;82,7209;72,2229;81,5369
frost;84,1512;3,4648;85,6812;79,3549;87,4176
fog;88,1541;1,7688;89,9261;85,7391;88,7970
brightness;81,0832;2,1532;81,4148;78,2959;83,5388
contrast;67,4316;2,5498;70,7062;64,4867;67,1021
elastic_transform;87,2070;1,3771;88,4216;85,2814;87,9181
pixelate;87,9588;1,5561;89,6942;85,9192;88,2629
jpeg_compression;86,3352;1,3416;87,8357;84,5795;86,5906
speckle_noise;73,0520;3,1775;75,0122;68,5699;75,5737
gaussian_blur;81,8003;3,5373;84,9121;76,8524;83,6365
spatter;87,6424;1,5255;88,6719;85,4858;88,7695
saturate;80,9865;1,8635;82,9620;78,4882;81,5094
blue_noise_sample;83,9203;0,8814;84,4910;82,6752;84,5947
brownish_noise;85,0393;1,2583;86,2854;83,3160;85,5164
caustic_refraction;83,2306;0,9589;84,5428;82,2784;82,8705
checkerboard_cutout;84,0434;1,3176;85,5530;82,3425;84,2346
cocentric_sine_waves;78,7771;1,2521;79,1534;77,0905;80,0873
inverse_sparkles;77,1840;2,8100;79,0741;73,2117;79,2664
perlin_noise;86,7340;2,9308;89,3341;82,6385;88,2294
plasma_noise;79,4617;1,6166;81,6650;77,8320;78,8879
single_frequency_greyscale;72,3216;1,4596;72,5555;70,4285;73,9807
sparkles;87,3576;2,2324;89,2853;84,2285;88,5590
Acc_C-all-19;81,0962;2,3065;82,9090;77,8413;82,5382
Acc_C-original-15;81,1564;2,2554;82,9142;77,9726;82,5824
Acc_C-bar-10;81,8069;1,5750;83,1940;79,6042;82,6227
Acc_all-ex-pixelwise-noise-24;82,2521;2,0254;84,0065;79,4141;83,3357
RMSCE_C;0,0671;0,0090;0,0746;0,0544;0,0724
uniform-l1,16.81,False,max;87,1602;1,2922;88,3484;85,3638;87,7686
uniform-l2,0.18685,False,max;87,1704;1,2907;88,3575;85,3760;87,7777
uniform-linf,0.007843,False,max;87,1440;1,2804;88,3209;85,3638;87,7472
uniform-l0.5,700000.0,True,max;87,0056;1,2939;88,2355;85,2173;87,5641
uniform-l1,125.0,True,max;86,8998;1,2756;88,1165;85,1379;87,4451
uniform-l2,2.0,True,max;86,6689;1,2407;87,8510;84,9548;87,2009
uniform-l10,0.06,True,max;86,8184;1,3313;88,0402;84,9670;87,4481
uniform-l50,0.04,True,max;86,6058;1,2961;87,7472;84,7931;87,2772
uniform-linf,0.01,True,max;87,0036;1,3107;88,2416;85,1898;87,5793
uniform-l0-impulse,0.01,True,max;85,2702;1,6732;86,9141;82,9742;85,9222
uniform-l0-impulse,0.02,True,max;83,7036;1,6722;85,2966;81,3934;84,4208
uniform-l0-impulse,0.05,True,max;79,3986;1,7543;81,1920;77,0172;79,9866
uniform-l0-impulse,0.1,True,max;72,2392;2,7662;75,2869;68,5913;72,8394
uniform-l0-impulse,0.2,True,max;60,1186;2,9776;61,4197;55,9998;62,9364
uniform-l0-impulse,0.5,True,max;50,1048;0,0740;50,0824;50,0275;50,2045
uniform-l0.5,500000.0,False,max;87,0453;1,2907;88,2446;85,2539;87,6373
uniform-l0.5,1000000.0,False,max;86,7472;1,2968;88,0096;84,9640;87,2681
uniform-l0.5,2000000.0,False,max;85,6364;1,3957;86,9263;83,6975;86,2854
uniform-l0.5,5000000.0,False,max;79,8625;1,8951;81,0486;77,1881;81,3507
uniform-l0.5,10000000.0,False,max;69,9443;2,7293;71,4294;66,1163;72,2870
uniform-l0.5,20000000.0,False,max;59,0403;2,3265;59,6863;55,9235;61,5112
uniform-l1,100.0,False,max;87,0015;1,3188;88,2507;85,1776;87,5763
uniform-l1,200.0,False,max;86,4492;1,2961;87,6251;84,6436;87,0789
uniform-l1,500.0,False,max;83,1736;1,7889;84,5245;80,6458;84,3506
uniform-l1,1000.0,False,max;74,0692;2,0234;74,9512;71,2708;75,9857
uniform-l1,2000.0,False,max;61,2386;2,5008;61,7401;57,9559;64,0198
uniform-l1,5000.0,False,max;50,1577;0,0773;50,1617;50,0610;50,2502
uniform-l2,1.0,False,max;87,0799;1,3273;88,3392;85,2448;87,6556
uniform-l2,2.0,False,max;86,7503;1,2843;87,9639;84,9731;87,3138
uniform-l2,5.0,False,max;84,4666;1,5349;85,6995;82,3029;85,3973
uniform-l2,10.0,False,max;77,3814;1,9246;78,2959;74,7040;79,1443
uniform-l2,20.0,False,max;63,8733;2,7044;64,4714;60,3027;66,8457
uniform-l2,50.0,False,max;50,1790;0,1109;50,1740;50,0458;50,3174
uniform-l10,0.05,False,max;86,8724;1,3138;88,0951;85,0494;87,4725
uniform-l10,0.1,False,max;86,1298;1,3732;87,3596;84,2133;86,8164
uniform-l10,0.2,False,max;83,1980;1,8034;84,5978;80,6519;84,3445
uniform-l10,0.5,False,max;68,5394;2,5084;69,2719;65,1672;71,1792
uniform-l10,1.0,False,max;54,2572;1,1189;54,2328;52,8992;55,6396
uniform-l10,2.0,False,max;50,0214;0,0025;50,0214;50,0183;50,0244
uniform-l50,0.02,False,max;87,0555;1,3110;88,3057;85,2448;87,6160
uniform-l50,0.05,False,max;86,3566;1,3225;87,5336;84,5093;87,0270
uniform-l50,0.1,False,max;83,6741;1,6639;84,9854;81,3263;84,7107
uniform-l50,0.2,False,max;74,7274;2,0956;75,6683;71,8231;76,6907
uniform-l50,0.5,False,max;55,7180;1,5602;55,3528;54,0161;57,7850
uniform-l50,1.0,False,max;50,0275;0,0043;50,0336;50,0244;50,0244
uniform-linf,0.01,False,max;87,1267;1,2615;88,2996;85,3760;87,7045
uniform-linf,0.02,False,max;86,9843;1,3082;88,1989;85,1685;87,5854
uniform-linf,0.05,False,max;86,0769;1,4022;87,3108;84,1156;86,8042
uniform-linf,0.1,False,max;82,8379;1,6875;84,1156;80,4535;83,9447
uniform-linf,0.2,False,max;72,5260;2,2355;73,3521;69,4702;74,7559
uniform-linf,0.5,False,max;53,2694;1,0619;53,2288;51,9897;54,5898
Class Separation Robustness;87,1582;1,2878;88,3423;85,3678;87,7645
imperceptible Robustness;86,8337;1,2910;88,0386;85,0433;87,4191
Average p-norm robustness;74,4364;1,4882;75,4214;72,3331;75,5548
