;config_345_avg;config_345_std;config_345_run_0;config_345_run_1;config_345_run_2
Standard_Acc;85,9487;0,3515;85,9924;86,3556;85,4980
RMSCE;0,0422;0,0024;0,0403;0,0456;0,0407
gaussian_noise;70,7998;0,9644;70,5322;69,7754;72,0917
shot_noise;73,0977;0,4129;72,8058;72,8058;73,6816
impulse_noise;73,4955;0,8138;74,0967;72,3450;74,0448
defocus_blur;80,1829;1,2651;81,4117;80,6946;78,4424
glass_blur;70,9859;3,0742;74,3164;71,7407;66,9006
motion_blur;84,2061;0,6962;84,6313;84,7626;83,2245
zoom_blur;79,0365;0,7331;79,9683;78,9642;78,1769
snow;75,6694;2,5674;75,5737;78,8605;72,5739
frost;72,8078;2,2117;75,2655;73,2544;69,9036
fog;88,4898;0,6997;88,6414;89,2609;87,5671
brightness;81,1829;0,6468;82,0496;81,0028;80,4962
contrast;63,3433;2,3173;66,5619;62,2681;61,2000
elastic_transform;84,9792;0,4556;84,7168;85,6201;84,6008
pixelate;84,9640;0,4527;84,8541;85,5652;84,4727
jpeg_compression;81,9377;1,1255;83,4778;81,5155;80,8197
speckle_noise;68,0603;0,2663;67,8009;67,9535;68,4265
gaussian_blur;78,1962;2,6112;80,9631;78,9307;74,6948
spatter;86,4705;0,4416;87,0575;86,3617;85,9924
saturate;74,7162;1,6876;75,1404;72,4701;76,5381
blue_noise_sample;83,1879;1,1533;82,1106;84,7870;82,6660
brownish_noise;83,0414;1,0705;84,1217;83,4198;81,5826
caustic_refraction;80,0822;0,4920;80,3833;80,4749;79,3884
checkerboard_cutout;84,3882;0,3772;84,2133;84,0393;84,9121
cocentric_sine_waves;79,7424;0,4822;80,2856;79,1138;79,8279
inverse_sparkles;74,8525;1,3764;75,7874;75,8636;72,9065
perlin_noise;86,9202;1,0407;87,4084;87,8784;85,4736
plasma_noise;72,1395;2,2616;73,9563;73,5107;68,9514
single_frequency_greyscale;70,3684;0,4612;70,9656;70,2972;69,8425
sparkles;86,7849;0,7244;87,0789;87,4878;85,7880
Acc_C-all-19;77,5064;0,7760;78,4140;77,5869;76,5183
Acc_C-original-15;77,6786;0,8497;78,5935;77,8957;76,5464
Acc_C-bar-10;80,1508;0,7194;80,6311;80,6873;79,1339
Acc_all-ex-pixelwise-noise-24;79,3953;0,9565;80,3679;79,7232;78,0949
RMSCE_C;0,0633;0,0029;0,0602;0,0627;0,0671
uniform-l1,16.81,False,max;85,9263;0,3290;85,9680;86,3068;85,5042
