inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-0.0-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-0.0-samples
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.000500023365020752;0.000500023365020752;0.008217871189117432;0.0;0.00727055361494422;0.009905210696160793;0.00727055361494422;0.0
0.000500023365020752;0.000500023365020752;0.0020987987518310547;0.0;0.00735868513584137;0.0099978968501091;0.00735868513584137;0.0
0.000500023365020752;0.000500023365020752;0.021465450525283813;0.0;0.00999999139457941;0.00999999139457941;0.01133260689675808;0.0
0.001000046730041504;0.001000046730041504;0.015182912349700928;0.0;0.011959976516664028;0.01727764494717121;0.011959976516664028;0.0
0.001000046730041504;0.001000046730041504;0.014150939881801605;0.0;0.0172031968832016;0.0172031968832016;0.020870570093393326;0.0
0.0015000700950622559;0.0015000700950622559;0.00958898663520813;0.0;0.02437225542962551;0.02437225542962551;0.04611627757549286;0.0
0.0015000700950622559;0.0015000700950622559;0.015836000442504883;0.0;0.02788395620882511;0.07408087700605392;0.02788395620882511;0.0
0.0020000040531158447;0.0020000040531158447;0.017459280788898468;0.0;0.03140508010983467;0.03140508010983467;0.044864948838949203;0.0
0.002000093460083008;0.002000093460083008;0.02715335786342621;0.0;0.03283829614520073;0.0694558247923851;0.03283829614520073;0.0
0.002500005066394806;0.002500005066394806;0.01694399118423462;0.0;0.034529514610767365;0.0439068004488945;0.034529514610767365;0.0
0.0025001168251037598;0.0025001168251037598;0.04883506894111633;0.0;0.03939227759838104;0.03939227759838104;0.04966075345873833;0.0
0.003000006079673767;0.003000006079673767;0.03513183444738388;0.0;0.039769820868968964;0.23212285339832306;0.039769820868968964;0.0
0.00349995493888855;0.00349995493888855;0.01930755376815796;0.0;0.04138532653450966;0.0600128099322319;0.04138532653450966;0.0
0.003973215818405151;0.003973215818405151;0.01432618498802185;0.0;0.04291824996471405;0.055431168526411057;0.04291824996471405;0.0
0.0040000081062316895;0.0040000081062316895;0.024892032146453857;0.0;0.04389585927128792;0.24402488768100739;0.04389585927128792;0.0
0.0040000081062316895;0.0040000081062316895;0.011365503072738647;0.0;0.04406539723277092;0.06660143285989761;0.04406539723277092;0.0
