inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-0.0-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-0.0-samples
0.0010000020265579224;0.0010000020265579224;0.008460015058517456;0.0;0.019131658598780632;0.019131658598780632;0.02247214876115322;0.0
0.0020000040531158447;0.0020000040531158447;0.006468534469604492;0.0;0.026912277564406395;0.03589208051562309;0.026912277564406395;0.0
0.002000093460083008;0.002000093460083008;0.00825691968202591;0.0;0.06066456064581871;0.06066456064581871;0.10652712732553482;0.0
0.002500005066394806;0.002500005066394806;0.009768277406692505;0.0;0.06412779539823532;0.06412779539823532;0.10236591100692749;0.0
0.003000006079673767;0.003000006079673767;0.007804617285728455;0.0;0.0663008838891983;0.0663008838891983;0.10918598622083664;0.0
0.003999963402748108;0.003999963402748108;0.006872102618217468;0.0;0.07618904858827591;0.07618904858827591;0.12694571912288666;0.0
0.005000010132789612;0.005000010132789612;0.00812724232673645;0.0;0.09603262692689896;0.11402525752782822;0.09603262692689896;0.0
0.005500011146068573;0.005500011146068573;0.01735077053308487;0.0;0.09604986757040024;0.22478525340557098;0.09604986757040024;0.0
0.006500013172626495;0.006500013172626495;0.025978952646255493;0.0;0.11453094333410263;0.12333126366138458;0.11453094333410263;0.0
0.006500303745269775;0.006500303745269775;0.017853423953056335;0.0;0.12142719328403473;0.12142719328403473;0.18656982481479645;0.0
0.007000327110290527;0.007000327110290527;0.012434214353561401;0.0;0.1242566704750061;0.17965556681156158;0.1242566704750061;0.0
0.007500015199184418;0.007500015199184418;0.018946930766105652;0.0;0.1268564760684967;0.1268564760684967;0.13409894704818726;0.0
0.007500015199184418;0.007500015199184418;0.014539361000061035;0.0;0.14359213411808014;0.17256556451320648;0.14359213411808014;0.0
0.008000016212463379;0.008000016212463379;0.022691331803798676;0.0;0.14607207477092743;0.14607207477092743;0.15231409668922424;0.0
0.008000373840332031;0.008000373840332031;0.026624619960784912;0.0;0.16053256392478943;0.16784211993217468;0.16053256392478943;0.0
0.008000373840332031;0.008000373840332031;0.02248641848564148;0.0;0.1623014509677887;0.16967809200286865;0.1623014509677887;0.0
0.008500397205352783;0.008500397205352783;0.04014706611633301;0.0;0.16522035002708435;0.16522035002708435;2.3372795581817627;0.0
0.009000018239021301;0.009000018239021301;0.021070227026939392;0.0;0.17179882526397705;0.17179882526397705;0.19134125113487244;0.0
0.009000018239021301;0.009000018239021301;0.015901178121566772;0.0;0.18473601341247559;0.18473601341247559;0.2345018982887268;0.0
0.009000420570373535;0.009000420570373535;0.04051870107650757;0.0;0.19218073785305023;0.19218073785305023;0.2802843749523163;0.0
0.010000020265579224;0.010000020265579224;0.05068889260292053;0.0;0.19305826723575592;0.2130117416381836;0.19305826723575592;0.0
0.010500021278858185;0.010500021278858185;0.05928702652454376;0.0;0.19846369326114655;0.20285582542419434;0.19846369326114655;0.0
0.010500490665435791;0.010500490665435791;0.022548213601112366;0.0;0.20677994191646576;0.3805934190750122;0.20677994191646576;0.0
0.011000022292137146;0.011000022292137146;0.029782235622406006;0.0;0.21050512790679932;0.33143478631973267;0.21050512790679932;0.0
0.011000514030456543;0.011000514030456543;0.02340666949748993;0.0;0.22558261454105377;0.22558261454105377;0.39520323276519775;0.0
0.012000024318695068;0.012000024318695068;0.01968950778245926;0.0;0.2279355376958847;0.3240588903427124;0.2279355376958847;0.0
0.012000024318695068;0.012000024318695068;0.021990135312080383;0.0;0.23792904615402222;0.23792904615402222;0.29394295811653137;0.0
0.012000560760498047;0.012000560760498047;0.10320943593978882;0.0;0.23988090455532074;0.23988090455532074;0.31891632080078125;0.0
0.01250002533197403;0.01250002533197403;0.04057273268699646;0.0;0.2421727031469345;0.2421727031469345;0.34241801500320435;0.0
0.012500584125518799;0.012500584125518799;0.021581143140792847;0.0;0.24419444799423218;0.3130597174167633;0.24419444799423218;0.0
0.01300002634525299;0.01300002634525299;0.014634348452091217;0.0;0.24424539506435394;0.24424539506435394;1.387790322303772;0.0
0.01300060749053955;0.01300060749053955;0.05557125806808472;0.0;0.247335284948349;0.31617680191993713;0.247335284948349;0.0
0.01300060749053955;0.01300060749053955;0.06148934364318848;0.0;0.2493038922548294;0.2493038922548294;0.7682915925979614;0.0
0.01300060749053955;0.01300060749053955;0.04520794749259949;0.0;0.25175535678863525;0.25175535678863525;0.2669810652732849;0.0
0.01300060749053955;0.01300060749053955;0.013795793056488037;0.0;0.2917689383029938;0.3438156545162201;0.2917689383029938;0.0
0.013500027358531952;0.013500027358531952;0.022389478981494904;0.0;0.2933078706264496;0.2933078706264496;0.42949485778808594;0.0
0.013500630855560303;0.013500630855560303;0.03348398208618164;0.0;0.2941210865974426;0.2941210865974426;0.33520957827568054;0.0
0.014000028371810913;0.014000028371810913;0.04423998296260834;0.0;0.3018881380558014;0.3018881380558014;0.3809144198894501;0.0
0.014000654220581055;0.014000654220581055;0.0443970263004303;0.0;0.3088410794734955;0.32709652185440063;0.3088410794734955;0.0
0.014000654220581055;0.014000654220581055;0.03679513931274414;0.0;0.3095303475856781;0.3095303475856781;0.3138726055622101;0.0
0.014000654220581055;0.014000654220581055;0.03530830144882202;0.0;0.3117942810058594;0.35409122705459595;0.3117942810058594;0.0
