;config_777_avg;config_777_std;config_777_run_0;config_777_run_1;config_777_run_2
Standard_Acc;99,5487;0,0296;99,5883;99,5170;99,5408
RMSCE;0,0563;0,0011;0,0557;0,0578;0,0553
gaussian_noise;83,5464;0,0359;83,4991;83,5859;83,5543
shot_noise;95,7570;0,1473;95,8728;95,8491;95,5492
impulse_noise;89,4334;0,4188;89,1177;90,0253;89,1572
defocus_blur;99,1977;0,0658;99,2898;99,1398;99,1635
glass_blur;92,1586;0,1366;92,0060;92,3374;92,1323
motion_blur;98,3849;0,0880;98,5006;98,2876;98,3665
zoom_blur;99,1635;0,1133;99,2661;99,0057;99,2188
snow;87,4421;0,1324;87,5473;87,2554;87,5237
frost;92,9451;0,1234;93,0477;92,7715;93,0161
fog;92,9267;0,1489;93,1187;92,9056;92,7557
brightness;99,0820;0,0268;99,0451;99,0925;99,1083
contrast;99,4818;0,0475;99,5265;99,4160;99,5028
elastic_transform;97,6931;0,0298;97,6720;97,6720;97,7352
pixelate;98,8137;0,0645;98,7532;98,7847;98,9031
jpeg_compression;94,4602;0,2414;94,5549;94,1288;94,6970
speckle_noise;98,1429;0,0098;98,1534;98,1455;98,1297
gaussian_blur;98,8110;0,1291;98,9899;98,6900;98,7532
spatter;95,9386;0,0609;95,8807;96,0227;95,9122
saturate;97,9509;0,0291;97,9482;97,9167;97,9877
blue_noise;95,8439;0,2082;96,1253;95,6282;95,7781
brownish_noise;76,7572;0,2225;77,0360;76,4915;76,7440
checkerboard_cutout;79,6901;0,3237;79,5060;79,4192;80,1452
circular_motion_blur;99,5423;0,0732;99,6054;99,4397;99,5818
inverse_sparkles;62,9603;0,4228;63,2023;62,3658;63,3128
lines;76,4178;0,4461;76,9886;75,8996;76,3652
pinch_and_twirl;97,1275;0,0872;97,1354;97,2301;97,0170
ripple;98,1560;0,1388;98,3191;97,9798;98,1692
sparkles;80,9370;0,2309;81,1948;80,6345;80,9817
transverse_chromatic_abberation;97,1854;0,4148;97,4826;96,5988;97,4747
Acc_C-all-19;95,3331;0,0174;95,3574;95,3175;95,3245
Acc_C-original-15;94,6991;0,0160;94,7212;94,6838;94,6922
Acc_C-bar-10;86,4618;0,2114;86,6596;86,1687;86,5570
Acc_all-ex-pixelwise-noise-24;92,2176;0,1116;92,3174;92,0619;92,2736
RMSCE_C;0,0541;0,0016;0,0530;0,0564;0,0531
uniform-l1,8.766,True,max;99,5434;0,0198;99,5645;99,5170;99,5487
uniform-l2,0.2137,True,max;99,5276;0,0454;99,5804;99,4695;99,5329
uniform-linf,0.0163,True,max;99,2188;0,0782;99,3270;99,1449;99,1845
uniform-l0.5,25000.0,True,max;99,4959;0,0538;99,5487;99,4220;99,5170
uniform-l1,25.0,True,max;99,4484;0,0663;99,5170;99,3587;99,4695
uniform-l2,0.5,True,max;99,4563;0,0523;99,5249;99,4458;99,3983
uniform-l10,0.03,True,max;99,4933;0,0453;99,5487;99,4378;99,4933
uniform-l50,0.02,True,max;99,4695;0,0656;99,5566;99,3983;99,4537
uniform-linf,0.01,True,max;99,4801;0,0519;99,5408;99,4141;99,4854
uniform-l0-impulse,0.01,True,max;98,7437;0,0135;98,7490;98,7569;98,7253
uniform-l0-impulse,0.02,True,max;96,8514;0,1876;96,8409;97,0863;96,6271
uniform-l0-impulse,0.05,True,max;84,3653;0,6575;84,0855;85,2732;83,7371
uniform-l0-impulse,0.1,True,max;62,3120;0,9555;61,1876;63,5234;62,2249
uniform-l0-impulse,0.2,True,max;37,1681;0,7985;36,1045;38,0285;37,3713
uniform-l0-impulse,0.5,True,max;8,9971;0,3338;8,6065;8,9628;9,4220
uniform-l0.5,50000.0,False,max;99,3508;0,0466;99,4141;99,3032;99,3349
uniform-l0.5,100000.0,False,max;98,4112;0,1313;98,5194;98,4877;98,2264
uniform-l0.5,200000.0,False,max;92,8952;0,2620;92,8820;93,2225;92,5812
uniform-l0.5,500000.0,False,max;72,0401;0,2914;71,7498;72,4386;71,9319
uniform-l0.5,1000000.0,False,max;47,8042;0,5987;47,2605;48,6382;47,5139
uniform-l0.5,2000000.0,False,max;23,9694;0,3879;23,4917;24,4418;23,9747
uniform-l1,20.0,False,max;99,4774;0,0681;99,5566;99,3903;99,4854
uniform-l1,50.0,False,max;98,6514;0,0587;98,6619;98,7173;98,5748
uniform-l1,100.0,False,max;93,8928;0,2308;93,9272;94,1568;93,5946
uniform-l1,200.0,False,max;79,1871;0,0935;79,1132;79,3191;79,1291
uniform-l1,500.0,False,max;46,0755;0,4207;45,4869;46,4450;46,2945
uniform-l1,1000.0,False,max;18,1262;0,4396;17,5851;18,6619;18,1314
uniform-l2,0.5,False,max;99,5012;0,0488;99,5645;99,4458;99,4933
uniform-l2,1.0,False,max;99,0631;0,0485;99,1211;99,0657;99,0024
uniform-l2,2.0,False,max;95,9726;0,2115;95,9382;96,2470;95,7324
uniform-l2,5.0,False,max;77,7857;0,1366;77,5930;77,8939;77,8702
uniform-l2,10.0,False,max;52,6709;0,5186;52,0903;53,3492;52,5732
uniform-l2,20.0,False,max;21,2642;0,4451;21,1401;21,8606;20,7918
uniform-l10,0.02,False,max;99,4933;0,0466;99,5566;99,4458;99,4774
uniform-l10,0.05,False,max;99,3085;0,0416;99,3666;99,2716;99,2874
uniform-l10,0.1,False,max;97,2473;0,0527;97,2922;97,2763;97,1734
uniform-l10,0.2,False,max;85,9198;0,0673;85,8274;85,9857;85,9462
uniform-l10,0.5,False,max;56,2048;0,0709;56,2549;56,2549;56,1045
uniform-l10,1.0,False,max;23,5629;0,2780;23,2858;23,9430;23,4600
uniform-l50,0.01,False,max;99,5487;0,0424;99,5962;99,4933;99,5566
uniform-l50,0.02,False,max;99,4537;0,0517;99,5170;99,3903;99,4537
uniform-l50,0.05,False,max;98,1737;0,1161;98,2264;98,2819;98,0127
uniform-l50,0.1,False,max;89,9287;0,2984;90,0000;90,2534;89,5329
uniform-l50,0.2,False,max;71,6733;0,3178;71,4252;72,1219;71,4727
