inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-0.0-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-0.0-samples
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0005000084638595581;0.0005000084638595581;0.0011576376855373383;0.0;0.0053340536542236805;0.010000002570450306;0.0053340536542236805;0.0
0.0010000020265579224;0.0010000020265579224;0.010752588510513306;0.0;0.01109178364276886;0.01722840778529644;0.01109178364276886;0.0
0.001000046730041504;0.001000046730041504;0.006489947438240051;0.0;0.019785962998867035;0.023653104901313782;0.019785962998867035;0.0
0.0015000700950622559;0.0015000700950622559;0.03281503915786743;0.0;0.0234641432762146;0.03023647889494896;0.0234641432762146;0.0
0.0020000040531158447;0.0020000040531158447;0.015279248356819153;0.0;0.024893760681152344;0.04185132682323456;0.024893760681152344;0.0
0.0020000040531158447;0.0020000040531158447;0.014768574386835098;0.0;0.035736773163080215;0.048879265785217285;0.035736773163080215;0.0
0.002000093460083008;0.002000093460083008;0.08315151929855347;0.0;0.03851970657706261;0.03851970657706261;0.1131596788764;0.0
0.002500005066394806;0.002500005066394806;0.020410001277923584;0.0;0.03855116292834282;0.03855116292834282;0.05038970708847046;0.0
0.002500005066394806;0.002500005066394806;0.020562060177326202;0.0;0.042373158037662506;0.0553252249956131;0.042373158037662506;0.0
0.002500005066394806;0.002500005066394806;0.027190886437892914;0.0;0.0444197840988636;0.0444197840988636;0.10620751231908798;0.0
0.002500005066394806;0.002500005066394806;0.014594316482543945;0.0;0.0446338914334774;0.0446338914334774;0.1359429657459259;0.0
0.002500005066394806;0.002500005066394806;0.022864632308483124;0.0;0.04564494267106056;0.04564494267106056;0.14933374524116516;0.0
0.002500005066394806;0.002500005066394806;0.022496912628412247;0.0;0.04584851861000061;0.04584851861000061;0.060106728225946426;0.0
0.0025001168251037598;0.0025001168251037598;0.06505429744720459;0.0;0.046026989817619324;0.05967950075864792;0.046026989817619324;0.0
0.003000006079673767;0.003000006079673767;0.03338475525379181;0.0;0.04797622933983803;0.06536321341991425;0.04797622933983803;0.0
0.003000006079673767;0.003000006079673767;0.01897808536887169;0.0;0.04967992752790451;0.07461266219615936;0.04967992752790451;0.0
0.003000006079673767;0.003000006079673767;0.017354682087898254;0.0;0.05039287358522415;0.05039287358522415;0.10401497036218643;0.0
0.0030001401901245117;0.0030001401901245117;0.042655766010284424;0.0;0.050765261054039;0.07818032056093216;0.050765261054039;0.0
