;config_161_avg;config_161_std;config_161_run_0;config_161_run_1;config_161_run_2
Standard_Acc;99,6991;0,0342;99,7308;99,6516;99,7150
RMSCE;0,0468;0,0129;0,0541;0,0287;0,0577
gaussian_noise;85,9901;0,1575;86,1585;85,7797;86,0322
shot_noise;96,1227;0,2935;96,2595;95,7150;96,3936
impulse_noise;88,2812;0,4221;87,7604;88,2891;88,7942
defocus_blur;99,5107;0,0673;99,5502;99,4160;99,5660
glass_blur;94,7759;0,3016;94,6970;94,4523;95,1783
motion_blur;98,9636;0,1218;98,8479;98,9110;99,1319
zoom_blur;99,5002;0,1096;99,4476;99,4003;99,6528
snow;92,7162;0,2461;92,3769;92,8188;92,9530
frost;95,2178;0,0867;95,0994;95,2494;95,3046
fog;95,6755;0,1031;95,6755;95,5492;95,8018
brightness;99,2135;0,0331;99,2582;99,1793;99,2030
contrast;99,5397;0,0626;99,6054;99,4555;99,5581
elastic_transform;98,2639;0,1145;98,2165;98,1534;98,4217
pixelate;99,2240;0,0695;99,1872;99,1635;99,3213
jpeg_compression;96,1516;0,0649;96,1411;96,0780;96,2358
speckle_noise;97,9719;0,2236;97,7352;97,9088;98,2718
gaussian_blur;99,3845;0,1316;99,3292;99,2582;99,5660
spatter;96,8171;0,1642;96,6856;96,7172;97,0486
saturate;98,3191;0,0170;98,3033;98,3112;98,3428
blue_noise;94,3313;0,2859;94,0104;94,7049;94,2787
brownish_noise;80,0295;0,4908;80,4451;79,3403;80,3030
checkerboard_cutout;85,0826;0,1209;85,1641;84,9116;85,1720
circular_motion_blur;99,6843;0,0223;99,7159;99,6686;99,6686
inverse_sparkles;76,4599;0,7289;75,5445;76,5073;77,3280
lines;81,6656;0,7884;80,6029;81,9050;82,4890
pinch_and_twirl;97,9193;0,1036;97,7746;97,9719;98,0114
ripple;98,6795;0,1019;98,5717;98,6506;98,8163
sparkles;84,5854;0,4124;85,0852;84,0751;84,5960
transverse_chromatic_abberation;97,7851;0,0777;97,7746;97,6957;97,8851
Acc_C-all-19;96,4021;0,1173;96,3334;96,3056;96,5672
Acc_C-original-15;95,9431;0,1147;95,8854;95,8407;96,1032
Acc_C-bar-10;89,6223;0,1672;89,4689;89,5431;89,8548
Acc_all-ex-pixelwise-noise-24;94,3819;0,1294;94,2958;94,2850;94,5648
RMSCE_C;0,0454;0,0094;0,0520;0,0320;0,0521
uniform-l1,130.9,False,max;91,1956;0,1632;91,3618;90,9739;91,2510
uniform-l2,2.611,False,max;93,9562;0,2328;94,2439;93,6738;93,9509
uniform-linf,0.1303,False,max;84,5104;0,3888;84,6714;83,9747;84,8852
uniform-l0.5,700000.0,True,max;64,7031;0,6857;63,9588;64,5368;65,6136
uniform-l1,125.0,True,max;91,9636;0,3057;92,2328;91,5360;92,1219
uniform-l2,2.0,True,max;96,7353;0,1224;96,8409;96,5637;96,8013
uniform-l10,0.06,True,max;99,1264;0,1047;99,1924;98,9786;99,2082
uniform-l50,0.04,True,max;98,9681;0,1515;99,0420;98,7569;99,1053
uniform-linf,0.01,True,max;99,5593;0,0583;99,5645;99,4854;99,6279
uniform-l0-impulse,0.01,True,max;98,5775;0,0712;98,5194;98,5352;98,6778
uniform-l0-impulse,0.02,True,max;96,2022;0,2013;95,9699;96,1758;96,4608
uniform-l0-impulse,0.05,True,max;82,7685;0,4881;82,1694;82,7712;83,3650
uniform-l0-impulse,0.1,True,max;63,6236;0,4887;63,0087;63,6580;64,2043
uniform-l0-impulse,0.2,True,max;43,8533;0,8852;43,0721;43,3967;45,0911
uniform-l0-impulse,0.5,True,max;16,7538;0,5732;16,5083;16,2074;17,5455
