;config_164_avg;config_164_std;config_164_run_0;config_164_run_1;config_164_run_2
Standard_Acc;99,6701;0,0163;99,6516;99,6675;99,6912
RMSCE;0,0681;0,0050;0,0648;0,0752;0,0644
gaussian_noise;83,9489;0,5365;84,5486;84,0515;83,2465
shot_noise;95,5834;0,2842;95,9675;95,2888;95,4940
impulse_noise;88,4891;0,5603;88,8573;88,9126;87,6973
defocus_blur;99,3450;0,0281;99,3687;99,3056;99,3608
glass_blur;93,6448;0,2813;94,0420;93,4659;93,4265
motion_blur;98,9136;0,0291;98,8794;98,9504;98,9110
zoom_blur;99,3240;0,0226;99,3213;99,2977;99,3529
snow;91,4799;0,3820;91,7771;90,9407;91,7219
frost;94,4313;0,4006;94,7680;93,8684;94,6575
fog;95,4361;0,1487;95,3598;95,3046;95,6439
brightness;99,2398;0,0609;99,2977;99,1556;99,2661
contrast;99,6186;0,0162;99,6212;99,6370;99,5975
elastic_transform;98,1508;0,1146;98,3033;98,0271;98,1218
pixelate;99,1582;0,0755;99,2266;99,0530;99,1951
jpeg_compression;95,9754;0,1523;96,0543;95,7623;96,1095
speckle_noise;98,0035;0,0322;97,9640;98,0035;98,0429
gaussian_blur;99,2003;0,0457;99,2503;99,1398;99,2109
spatter;96,8829;0,1501;97,0328;96,6777;96,9381
saturate;98,5085;0,0929;98,6348;98,4138;98,4770
blue_noise;93,4107;0,0732;93,3712;93,5133;93,3475
brownish_noise;80,2057;0,8136;80,9422;80,6029;79,0720
checkerboard_cutout;84,3013;0,3370;84,0436;84,0830;84,7775
circular_motion_blur;99,7106;0,0074;99,7159;99,7001;99,7159
inverse_sparkles;73,7874;0,3051;74,1951;73,7058;73,4612
lines;80,2346;0,2022;80,5161;80,1373;80,0505
pinch_and_twirl;97,5274;0,0439;97,5458;97,4669;97,5694
ripple;98,6269;0,0792;98,5874;98,5559;98,7374
sparkles;84,5775;0,1233;84,5565;84,4381;84,7380
transverse_chromatic_abberation;97,6904;0,1406;97,6562;97,5379;97,8772
Acc_C-all-19;96,0702;0,1125;96,2250;95,9608;96,0248
Acc_C-original-15;95,5159;0,1269;95,6929;95,4014;95,4535
Acc_C-bar-10;89,0073;0,0765;89,1130;88,9741;88,9347
Acc_all-ex-pixelwise-noise-24;93,9988;0,0930;94,1123;93,8845;93,9996
RMSCE_C;0,0590;0,0029;0,0570;0,0631;0,0569
uniform-l1,130.9,False,max;89,9208;0,4867;90,5701;89,7941;89,3983
uniform-l2,2.611,False,max;93,0641;0,1864;93,3096;93,0245;92,8583
uniform-linf,0.1303,False,max;82,1774;0,4215;82,6445;82,2644;81,6231
uniform-l0.5,700000.0,True,max;60,3959;1,0925;61,2193;61,1164;58,8519
uniform-l1,125.0,True,max;90,7363;0,2816;91,1085;90,6730;90,4276
uniform-l2,2.0,True,max;96,6112;0,1802;96,8646;96,4608;96,5083
uniform-l10,0.06,True,max;99,1739;0,0766;99,2241;99,0657;99,2320
uniform-l50,0.04,True,max;99,0077;0,0906;99,1211;98,8994;99,0024
uniform-linf,0.01,True,max;99,5461;0,0395;99,4933;99,5566;99,5883
uniform-l0-impulse,0.01,True,max;98,7226;0,0430;98,7807;98,7094;98,6778
uniform-l0-impulse,0.02,True,max;96,7749;0,2154;97,0150;96,8171;96,4925
uniform-l0-impulse,0.05,True,max;83,2198;0,9220;83,8559;83,8876;81,9161
uniform-l0-impulse,0.1,True,max;61,8448;1,1293;62,4070;62,8583;60,2692
uniform-l0-impulse,0.2,True,max;38,9707;1,6289;40,5542;39,6279;36,7300
uniform-l0-impulse,0.5,True,max;12,1589;0,5199;12,2961;12,7158;11,4648
uniform-l0.5,50000.0,False,max;99,5223;0,0135;99,5091;99,5170;99,5408
uniform-l0.5,100000.0,False,max;98,6778;0,1512;98,7886;98,4640;98,7807
uniform-l0.5,200000.0,False,max;93,5049;0,3985;94,0618;93,1512;93,3017
uniform-l0.5,500000.0,False,max;71,6152;0,6943;72,2803;71,9082;70,6572
uniform-l0.5,1000000.0,False,max;47,9863;1,0565;49,0340;48,3848;46,5400
uniform-l0.5,2000000.0,False,max;26,3684;1,1201;27,5614;26,6746;24,8694
uniform-l1,20.0,False,max;99,6120;0,0171;99,6200;99,5883;99,6279
uniform-l1,50.0,False,max;98,9285;0,0660;98,9865;98,8361;98,9628
uniform-l1,100.0,False,max;94,4418;0,2688;94,8219;94,2597;94,2439
uniform-l1,200.0,False,max;79,7308;0,7064;80,5305;79,8496;78,8124
uniform-l1,500.0,False,max;46,1652;1,0071;47,1259;46,5954;44,7743
uniform-l1,1000.0,False,max;20,9554;1,2801;22,1932;21,4806;19,1924
uniform-l2,0.5,False,max;99,5988;0,0421;99,5487;99,5962;99,6516
uniform-l2,1.0,False,max;99,2663;0,0269;99,2557;99,2399;99,3032
uniform-l2,2.0,False,max;96,4582;0,1893;96,7063;96,2470;96,4212
uniform-l2,5.0,False,max;77,6880;0,3228;77,9731;77,8543;77,2367
uniform-l2,10.0,False,max;52,7817;1,0482;53,9113;53,0483;51,3856
uniform-l2,20.0,False,max;23,4706;1,0909;24,6635;23,7213;22,0269
uniform-l10,0.02,False,max;99,6120;0,0194;99,5883;99,6358;99,6120
uniform-l10,0.05,False,max;99,3560;0,0379;99,3745;99,3032;99,3903
uniform-l10,0.1,False,max;97,3317;0,1685;97,5455;97,1338;97,3159
uniform-l10,0.2,False,max;86,4054;0,4276;86,8013;86,6033;85,8116
uniform-l10,0.5,False,max;56,4793;0,7370;57,3793;56,4846;55,5740
uniform-l10,1.0,False,max;25,5925;0,9678;26,7063;25,7245;24,3468
uniform-l50,0.01,False,max;99,6147;0,0208;99,6041;99,5962;99,6437
uniform-l50,0.02,False,max;99,6041;0,0360;99,5645;99,5962;99,6516
uniform-l50,0.05,False,max;98,3980;0,1011;98,5115;98,2660;98,4165
uniform-l50,0.1,False,max;90,3827;0,2754;90,7601;90,2771;90,1108
uniform-l50,0.2,False,max;71,7894;0,3592;72,0744;72,0111;71,2827
uniform-l50,0.5,False,max;33,3756;1,1254;34,4972;33,7926;31,8369
uniform-linf,0.01,False,max;99,5988;0,0208;99,5883;99,5804;99,6279
uniform-linf,0.02,False,max;99,5091;0,0296;99,5012;99,4774;99,5487
uniform-linf,0.05,False,max;97,8649;0,1538;98,0681;97,6960;97,8306
uniform-linf,0.1,False,max;88,8836;0,2946;89,2557;88,8599;88,5352
uniform-linf,0.2,False,max;68,4297;0,6404;69,0420;68,7015;67,5455
uniform-linf,0.5,False,max;28,9390;0,7934;29,6437;29,3428;27,8306
Class Separation Robustness;88,3874;0,3604;88,8414;88,3610;87,9599
imperceptible Robustness;90,9119;0,2354;91,1718;90,9620;90,6017
Average p-norm robustness;75,2293;0,4394;75,6902;75,3599;74,6379
