inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-0.0-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-0.0-samples
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0002741217613220215;0.0005000010132789612;0.0002741217613220215;0.0;0.0059163072146475315;0.010000004433095455;0.0059163072146475315;0.0
0.0010000020265579224;0.0010000020265579224;0.0014096349477767944;0.0;0.019942065700888634;0.023345554247498512;0.019942065700888634;0.0
0.0014999806880950928;0.0014999806880950928;0.0017271339893341064;0.0;0.021921545267105103;0.023893577978014946;0.021921545267105103;0.0
0.0015000030398368835;0.0015000030398368835;0.002240777015686035;0.0;0.024747323244810104;0.03070681355893612;0.024747323244810104;0.0
0.0015000030398368835;0.0015000030398368835;0.0016679614782333374;0.0;0.027799982577562332;0.030924824997782707;0.027799982577562332;0.0
0.0015000700950622559;0.0015000700950622559;0.002718299627304077;0.0;0.029618356376886368;0.04039754718542099;0.029618356376886368;0.0
0.0015000700950622559;0.0015000700950622559;0.002557516098022461;0.0;0.03056955896317959;0.0539846234023571;0.03056955896317959;0.0
0.0020000040531158447;0.0020000040531158447;0.0028309039771556854;0.0;0.0314481146633625;0.0314481146633625;0.054345615208148956;0.0
0.0020000040531158447;0.0020000040531158447;0.0024420469999313354;0.0;0.03157440945506096;0.03157440945506096;0.051008399575948715;0.0
0.002000093460083008;0.002000093460083008;0.0025648102164268494;0.0;0.032192714512348175;0.0453612245619297;0.032192714512348175;0.0
0.002500005066394806;0.002500005066394806;0.003585316240787506;0.0;0.03545212373137474;0.13624955713748932;0.03545212373137474;0.0
0.002500005066394806;0.002500005066394806;0.0034419670701026917;0.0;0.03565322607755661;0.049101024866104126;0.03565322607755661;0.0
0.0025001168251037598;0.0025001168251037598;0.0042695552110672;0.0;0.03576324135065079;0.10551060736179352;0.03576324135065079;0.0
0.0025001168251037598;0.0025001168251037598;0.0033465027809143066;0.0;0.03687971085309982;0.05179296433925629;0.03687971085309982;0.0
0.0025001168251037598;0.0025001168251037598;0.003354787826538086;0.0;0.038077764213085175;0.04244908317923546;0.038077764213085175;0.0
0.003000006079673767;0.003000006079673767;0.0037522949278354645;0.0;0.03921161964535713;0.107957623898983;0.03921161964535713;0.0
0.003000006079673767;0.003000006079673767;0.004920244216918945;0.0;0.03923913091421127;0.10713327676057816;0.03923913091421127;0.0
0.003000006079673767;0.003000006079673767;0.005813531577587128;0.0;0.04121466726064682;0.08091230690479279;0.04121466726064682;0.0
0.003000006079673767;0.003000006079673767;0.004815742373466492;0.0;0.041409265249967575;0.10102786123752594;0.041409265249967575;0.0
0.003000006079673767;0.003000006079673767;0.004231330007314682;0.0;0.04221256822347641;0.05373840034008026;0.04221256822347641;0.0
0.0030001401901245117;0.0030001401901245117;0.005070388317108154;0.0;0.04221293330192566;0.04515393450856209;0.04221293330192566;0.0
0.0030001401901245117;0.0030001401901245117;0.003836393356323242;0.0;0.042378026992082596;0.0665641650557518;0.042378026992082596;0.0
