;config_776_avg;config_776_std;config_776_run_0;config_776_run_1;config_776_run_2
Standard_Acc;99,7625;0,0112;99,7704;99,7704;99,7466
RMSCE;0,0526;0,0074;0,0583;0,0574;0,0423
gaussian_noise;81,2316;0,8160;82,2996;81,0764;80,3188
shot_noise;94,7391;0,3150;95,0758;94,8232;94,3182
impulse_noise;86,3873;0,7990;87,5079;85,7008;85,9533
defocus_blur;99,5791;0,0429;99,5660;99,6370;99,5344
glass_blur;90,7513;0,5037;91,4615;90,3488;90,4435
motion_blur;99,0662;0,1160;99,1319;99,1635;98,9031
zoom_blur;99,5344;0,0232;99,5423;99,5028;99,5581
snow;89,7333;0,5565;90,5066;89,2203;89,4729
frost;94,1051;0,2806;94,4760;94,0420;93,7973
fog;95,4572;0,2395;95,6992;95,5414;95,1310
brightness;99,3240;0,0556;99,3845;99,3371;99,2503
contrast;99,6186;0,0162;99,6212;99,6370;99,5975
elastic_transform;98,2481;0,1322;98,4138;98,2402;98,0903
pixelate;99,0662;0,0517;99,1319;99,0609;99,0057
jpeg_compression;94,8522;0,3928;95,4072;94,5549;94,5944
speckle_noise;97,7957;0,2271;98,0350;97,8614;97,4905
gaussian_blur;99,3976;0,0619;99,4792;99,3845;99,3292
spatter;96,0832;0,1950;96,3384;95,8649;96,0464
saturate;98,6611;0,1199;98,8163;98,6427;98,5243
blue_noise;92,4611;0,1400;92,6452;92,4321;92,3059
brownish_noise;81,5867;0,5805;81,9366;82,0549;80,7686
checkerboard_cutout;84,6380;0,2377;84,9590;84,3908;84,5644
circular_motion_blur;99,7396;0,0359;99,7475;99,7790;99,6922
inverse_sparkles;61,9266;1,6842;64,3071;60,6692;60,8033
lines;77,5463;1,0585;79,0088;76,5388;77,0912
pinch_and_twirl;97,7220;0,1933;97,9561;97,7273;97,4826
ripple;98,5296;0,0599;98,5795;98,5638;98,4454
sparkles;82,8441;0,5713;83,6411;82,5600;82,3311
transverse_chromatic_abberation;98,0692;0,1973;98,3428;97,8851;97,9798
Acc_C-all-19;95,4543;0,2382;95,7839;95,3495;95,2294
Acc_C-original-15;94,7796;0,2659;95,1484;94,6591;94,5312
Acc_C-bar-10;87,5063;0,4311;88,1124;87,2601;87,1465
Acc_all-ex-pixelwise-noise-24;93,1700;0,2781;93,5606;93,0145;92,9349
RMSCE_C;0,0518;0,0046;0,0533;0,0566;0,0456
uniform-l1,8.766,True,max;99,7466;0,0336;99,7704;99,7704;99,6991
uniform-l2,0.2137,True,max;99,7493;0,0325;99,7862;99,7546;99,7070
uniform-linf,0.0163,True,max;99,3164;0,0502;99,3666;99,3349;99,2478
uniform-l0.5,25000.0,True,max;99,6701;0,0565;99,7466;99,6516;99,6120
uniform-l1,25.0,True,max;99,6147;0,0744;99,7070;99,6120;99,5249
uniform-l2,0.5,True,max;99,6622;0,0583;99,7308;99,6675;99,5883
uniform-l10,0.03,True,max;99,5909;0,0502;99,6595;99,5408;99,5724
uniform-l50,0.02,True,max;99,5566;0,0681;99,6437;99,5487;99,4774
uniform-linf,0.01,True,max;99,5936;0,1090;99,7466;99,5329;99,5012
uniform-l0-impulse,0.01,True,max;98,6012;0,1063;98,7490;98,5511;98,5036
uniform-l0-impulse,0.02,True,max;95,6268;0,2146;95,9303;95,4711;95,4790
uniform-l0-impulse,0.05,True,max;79,2452;1,1915;80,9264;78,3056;78,5036
uniform-l0-impulse,0.1,True,max;56,5057;1,9860;59,3112;54,9881;55,2177
uniform-l0-impulse,0.2,True,max;31,6284;2,2166;34,7268;30,4909;29,6675
uniform-l0-impulse,0.5,True,max;8,2264;0,7079;9,0182;8,3610;7,3001
uniform-l0.5,50000.0,False,max;99,4510;0,1261;99,6279;99,3824;99,3428
uniform-l0.5,100000.0,False,max;98,2001;0,1284;98,3769;98,1473;98,0760
uniform-l0.5,200000.0,False,max;91,2114;0,6390;92,0982;90,9184;90,6176
uniform-l0.5,500000.0,False,max;67,5244;1,4224;69,3983;67,2209;65,9541
uniform-l0.5,1000000.0,False,max;42,2697;1,9584;45,0119;41,2352;40,5622
uniform-l0.5,2000000.0,False,max;19,6463;1,7011;21,9002;19,2478;17,7910
uniform-l1,20.0,False,max;99,6622;0,0721;99,7625;99,6279;99,5962
uniform-l1,50.0,False,max;98,6593;0,1405;98,7886;98,7253;98,4640
uniform-l1,100.0,False,max;92,7580;0,7231;93,6817;92,6762;91,9161
uniform-l1,200.0,False,max;76,0992;1,1704;77,6405;75,8511;74,8060
uniform-l1,500.0,False,max;40,4962;2,0403;43,3333;39,5329;38,6223
uniform-l1,1000.0,False,max;14,4312;1,3556;16,2233;14,1251;12,9454
uniform-l2,0.5,False,max;99,6622;0,0332;99,7070;99,6516;99,6279
uniform-l2,1.0,False,max;99,1343;0,0942;99,2637;99,0974;99,0420
uniform-l2,2.0,False,max;95,4500;0,4267;95,9778;95,4394;94,9327
uniform-l2,5.0,False,max;74,8667;1,0593;76,3341;74,3943;73,8717
uniform-l2,10.0,False,max;48,5695;1,8204;51,1006;47,7118;46,8963
uniform-l2,20.0,False,max;17,7197;1,4382;19,7229;17,0230;16,4133
uniform-l10,0.02,False,max;99,7018;0,0373;99,7546;99,6754;99,6754
uniform-l10,0.05,False,max;99,3560;0,1256;99,5249;99,3191;99,2241
uniform-l10,0.1,False,max;96,5928;0,3612;96,9834;96,6825;96,1124
uniform-l10,0.2,False,max;84,2808;0,8630;85,4711;83,9192;83,4521
uniform-l10,0.5,False,max;52,4439;1,4192;54,4260;51,7260;51,1797
uniform-l10,1.0,False,max;19,5777;1,4329;21,5519;18,9865;18,1948
uniform-l50,0.01,False,max;99,7229;0,0360;99,7704;99,7150;99,6833
uniform-l50,0.02,False,max;99,5381;0,0648;99,6279;99,5091;99,4774
uniform-l50,0.05,False,max;97,9097;0,2338;98,2106;97,8781;97,6405
uniform-l50,0.1,False,max;88,7094;0,8470;89,8258;88,5273;87,7751
uniform-l50,0.2,False,max;68,5484;1,2681;70,3088;67,9652;67,3713
uniform-l50,0.5,False,max;27,5376;1,8370;30,0554;26,8329;25,7245
uniform-linf,0.01,False,max;99,7044;0,0421;99,7546;99,7070;99,6516
uniform-linf,0.02,False,max;99,5751;0,0691;99,6675;99,5566;99,5012
uniform-linf,0.05,False,max;97,2420;0,2039;97,4980;97,2288;96,9992
uniform-linf,0.1,False,max;86,5136;0,7931;87,5534;86,3579;85,6295
uniform-linf,0.2,False,max;65,2758;1,2963;67,0784;64,6635;64,0855
uniform-linf,0.5,False,max;24,1568;1,6828;26,5162;23,2462;22,7078
Class Separation Robustness;99,6041;0,0383;99,6411;99,6200;99,5513
imperceptible Robustness;99,6147;0,0671;99,7057;99,5922;99,5461
