;config_420_avg
Standard_Acc;68,3511
RMSCE;0,0629
gaussian_noise;56,2181
shot_noise;53,3220
impulse_noise;53,5775
defocus_blur;25,7240
glass_blur;31,6865
motion_blur;35,6899
zoom_blur;35,0937
snow;32,7939
frost;37,8194
fog;41,3969
brightness;60,3918
contrast;45,5707
elastic_transform;56,0477
pixelate;58,2624
jpeg_compression;61,6695
speckle_noise;57,2402
gaussian_blur;28,5349
spatter;42,4191
saturate;57,0698
blue_noise_sample;46,6780
brownish_noise;59,1993
caustic_refraction;49,5741
checkerboard_cutout;48,4668
cocentric_sine_waves;30,2385
inverse_sparkles;32,9642
perlin_noise;51,7036
plasma_noise;45,2300
single_frequency_greyscale;36,7121
sparkles;61,7547
Acc_C-all-19;45,8173
Acc_C-original-15;45,6843
Acc_C-bar-10;46,2521
Acc_all-ex-pixelwise-noise-24;44,4172
RMSCE_C;0,1359
uniform-l1,1631.4,False,max;68,6170
uniform-l2,7.51,False,max;68,0851
uniform-linf,0.069,False,max;67,5532
uniform-l0.5,200000000.0,True,max;68,2624
uniform-l1,2500.0,True,max;68,4397
uniform-l2,8.0,True,max;68,2624
uniform-l10,0.07,True,max;68,4397
uniform-l50,0.035,True,max;67,9078
uniform-linf,0.015,True,max;68,1738
uniform-l0-impulse,0.01,True,max;67,2872
uniform-l0-impulse,0.02,True,max;64,7163
uniform-l0-impulse,0.05,True,max;61,9681
uniform-l0-impulse,0.1,True,max;57,4468
uniform-l0-impulse,0.2,True,max;51,2411
uniform-l0-impulse,0.5,True,max;31,0284
uniform-l0.5,200000000.0,False,max;68,0851
uniform-l0.5,500000000.0,False,max;66,6667
uniform-l0.5,1000000000.0,False,max;63,8298
uniform-l0.5,2000000000.0,False,max;56,5603
uniform-l0.5,5000000000.0,False,max;45,3901
uniform-l0.5,10000000000.0,False,max;28,1028
uniform-l1,1000.0,False,max;68,3511
uniform-l1,5000.0,False,max;67,1099
uniform-l1,10000.0,False,max;63,8298
uniform-l1,20000.0,False,max;58,0674
uniform-l1,50000.0,False,max;40,5142
uniform-l1,100000.0,False,max;19,7695
uniform-l2,5.0,False,max;68,2624
uniform-l2,10.0,False,max;67,9965
uniform-l2,20.0,False,max;66,4007
uniform-l2,50.0,False,max;62,5000
uniform-l2,100.0,False,max;51,6844
uniform-l2,200.0,False,max;31,4716
uniform-l10,0.05,False,max;68,2624
uniform-l10,0.1,False,max;68,3511
uniform-l10,0.2,False,max;67,1099
uniform-l10,0.5,False,max;63,3865
uniform-l10,1.0,False,max;54,6099
uniform-l10,2.0,False,max;33,6879
uniform-l50,0.02,False,max;68,5284
uniform-l50,0.05,False,max;68,1738
uniform-l50,0.1,False,max;66,4894
uniform-l50,0.2,False,max;63,4752
uniform-l50,0.5,False,max;51,5957
uniform-l50,1.0,False,max;26,2411
uniform-linf,0.02,False,max;68,3511
uniform-linf,0.05,False,max;67,9965
uniform-linf,0.1,False,max;66,4007
uniform-linf,0.2,False,max;62,2340
uniform-linf,0.5,False,max;48,0496
uniform-linf,1.0,False,max;19,3262
Class Separation Robustness;68,0851
imperceptible Robustness;68,2476
Average p-norm robustness;56,2036
