;config_406_avg
Standard_Acc;67,7741
RMSCE;0,0375
gaussian_noise;44,4000
shot_noise;43,9000
impulse_noise;43,2000
defocus_blur;27,6000
glass_blur;31,2000
motion_blur;42,8000
zoom_blur;36,3000
snow;37,6000
frost;40,4000
fog;46,4000
brightness;62,9000
contrast;51,7000
elastic_transform;58,7000
pixelate;61,9000
jpeg_compression;65,0000
speckle_noise;49,6000
gaussian_blur;30,0000
spatter;45,5000
saturate;55,9000
blue_noise_sample;46,4000
brownish_noise;60,7000
caustic_refraction;52,8000
checkerboard_cutout;45,2000
cocentric_sine_waves;31,4000
inverse_sparkles;33,5000
perlin_noise;51,1000
plasma_noise;46,8000
single_frequency_greyscale;39,8000
sparkles;61,9000
Acc_C-all-19;46,0526
Acc_C-original-15;46,2667
Acc_C-bar-10;46,9600
Acc_all-ex-pixelwise-noise-24;46,5458
RMSCE_C;0,1076
uniform-l1,1631.4,False,max;67,3311
uniform-l2,7.51,False,max;67,3311
uniform-linf,0.069,False,max;65,6700
uniform-l0.5,200000000.0,True,max;66,6667
uniform-l1,2500.0,True,max;66,8882
uniform-l2,8.0,True,max;67,1096
uniform-l10,0.07,True,max;67,3311
uniform-l50,0.035,True,max;67,2204
uniform-linf,0.015,True,max;67,5526
uniform-l0-impulse,0.01,True,max;64,8948
uniform-l0-impulse,0.02,True,max;61,4618
uniform-l0-impulse,0.05,True,max;53,2669
uniform-l0-impulse,0.1,True,max;43,6323
uniform-l0-impulse,0.2,True,max;31,1185
uniform-l0-impulse,0.5,True,max;16,3898
uniform-l0.5,200000000.0,False,max;66,9989
uniform-l0.5,500000000.0,False,max;63,8981
uniform-l0.5,1000000000.0,False,max;56,1462
uniform-l0.5,2000000000.0,False,max;43,9646
uniform-l0.5,5000000000.0,False,max;25,8029
uniform-l0.5,10000000000.0,False,max;14,2857
uniform-l1,1000.0,False,max;67,4419
uniform-l1,5000.0,False,max;65,6700
uniform-l1,10000.0,False,max;59,1362
uniform-l1,20000.0,False,max;45,1827
uniform-l1,50000.0,False,max;23,1451
uniform-l1,100000.0,False,max;10,8527
uniform-l2,5.0,False,max;67,3311
uniform-l2,10.0,False,max;66,8882
uniform-l2,20.0,False,max;64,7841
uniform-l2,50.0,False,max;52,9347
uniform-l2,100.0,False,max;33,8870
uniform-l2,200.0,False,max;15,9468
uniform-l10,0.05,False,max;67,5526
uniform-l10,0.1,False,max;67,5526
uniform-l10,0.2,False,max;65,8915
uniform-l10,0.5,False,max;57,0321
uniform-l10,1.0,False,max;38,3167
uniform-l10,2.0,False,max;17,3865
uniform-l50,0.02,False,max;67,8848
uniform-l50,0.05,False,max;66,5559
uniform-l50,0.1,False,max;64,3411
uniform-l50,0.2,False,max;57,4751
uniform-l50,0.5,False,max;33,8870
uniform-l50,1.0,False,max;13,3998
uniform-linf,0.02,False,max;67,3311
uniform-linf,0.05,False,max;66,7774
uniform-linf,0.1,False,max;63,8981
uniform-linf,0.2,False,max;54,3743
uniform-linf,0.5,False,max;30,3433
uniform-linf,1.0,False,max;9,7453
Class Separation Robustness;66,7774
imperceptible Robustness;67,1281
Average p-norm robustness;48,2097
