;config_763_avg;config_763_std;config_763_run_0;config_763_run_1;config_763_run_2
Standard_Acc;68,4988;0,1106;68,5284;68,3511;68,6170
RMSCE;0,0442;0,0043;0,0405;0,0419;0,0502
gaussian_noise;39,9489;0,4230;39,3526;40,2896;40,2044
shot_noise;39,0971;0,8432;39,2675;40,0341;37,9898
impulse_noise;37,5355;0,7437;38,5860;36,9676;37,0528
defocus_blur;26,7746;0,8297;25,6388;27,0869;27,5980
glass_blur;28,7905;0,3032;28,5349;28,6201;29,2164
motion_blur;39,6650;0,9183;39,4378;40,8859;38,6712
zoom_blur;36,5417;0,1391;36,5417;36,3714;36,7121
snow;34,6110;1,3220;34,6678;36,2010;32,9642
frost;38,8984;0,9770;40,0341;39,0119;37,6491
fog;52,7257;1,1864;53,1516;51,1073;53,9182
brightness;60,6190;0,4525;60,6474;61,1584;60,0511
contrast;54,5997;0,8461;55,7922;53,9182;54,0886
elastic_transform;55,8206;0,5266;55,5366;55,3663;56,5588
pixelate;58,5463;0,2236;58,8586;58,3475;58,4327
jpeg_compression;59,4549;0,4230;60,0511;59,1993;59,1141
speckle_noise;44,4066;0,2811;44,7189;44,4634;44,0375
gaussian_blur;30,6360;0,4631;29,9830;30,9199;31,0051
spatter;41,4253;0,2236;41,7376;41,3118;41,2266
saturate;57,6661;0,4173;58,1772;57,1550;57,6661
blue_noise_sample;43,8103;0,1448;43,9523;43,6116;43,8671
brownish_noise;61,3856;0,5220;61,7547;60,6474;61,7547
caustic_refraction;50,9370;0,7650;50,0000;51,8739;50,9370
checkerboard_cutout;46,9336;0,7523;47,7002;47,1891;45,9114
cocentric_sine_waves;28,0239;0,5432;28,4497;28,3646;27,2572
inverse_sparkles;34,7814;0,8297;35,9455;34,3271;34,0716
perlin_noise;53,6627;0,2086;53,9182;53,4072;53,6627
plasma_noise;47,6434;0,7001;48,5520;46,8484;47,5298
single_frequency_greyscale;37,5923;0,1606;37,4787;37,4787;37,8194
sparkles;61,2152;0,5220;61,8399;60,5622;61,2436
Acc_C-all-19;44,0928;0,1430;44,2482;44,1271;43,9030
Acc_C-original-15;44,2419;0,1659;44,4066;44,3044;44,0148
Acc_C-bar-10;46,5985;0,2552;46,9591;46,4310;46,4055
Acc_all-ex-pixelwise-noise-24;45,7896;0,1661;46,0179;45,7233;45,6275
RMSCE_C;0,1325;0,0027;0,1346;0,1342;0,1287
uniform-l1,1631.4,True,max;68,6761;0,4820;68,9716;69,0603;67,9965
uniform-l2,7.51,True,max;68,7648;0,5433;69,1489;69,1489;67,9965
uniform-linf,0.069,True,max;61,2293;0,3987;61,7021;60,7270;61,2589
uniform-l0.5,200000000.0,True,max;68,1738;0,9410;68,8830;68,7943;66,8440
uniform-l1,2500.0,True,max;68,6170;0,4030;68,7057;69,0603;68,0851
uniform-l2,8.0,True,max;68,6170;0,5791;68,6170;69,3262;67,9078
uniform-l10,0.07,True,max;68,6466;0,6027;68,8830;69,2376;67,8191
uniform-l50,0.035,True,max;68,6170;0,4343;68,6170;69,1489;68,0851
uniform-linf,0.015,True,max;68,5579;0,4116;68,7057;68,9716;67,9965
uniform-l0-impulse,0.01,True,max;63,1501;0,3421;62,6773;63,2979;63,4752
uniform-l0-impulse,0.02,True,max;58,6288;0,6324;59,4858;58,4220;57,9787
uniform-l0-impulse,0.05,True,max;48,5816;0,7660;49,6454;48,2270;47,8723
uniform-l0-impulse,0.1,True,max;40,0118;0,7973;41,1348;39,5390;39,3617
uniform-l0-impulse,0.2,True,max;28,4574;1,0211;29,6099;28,6348;27,1277
uniform-l0-impulse,0.5,True,max;13,1501;0,3571;12,8546;13,6525;12,9433
uniform-l0.5,200000000.0,False,max;68,5284;0,6310;69,0603;68,8830;67,6418
uniform-l0.5,500000000.0,False,max;63,2092;0,8060;63,3865;64,0957;62,1454
uniform-l0.5,1000000000.0,False,max;52,2459;0,2211;51,9504;52,4823;52,3050
uniform-l0.5,2000000000.0,False,max;39,0957;1,1307;39,8050;39,9823;37,5000
uniform-l0.5,5000000000.0,False,max;22,4882;0,2327;22,6950;22,6064;22,1631
uniform-l0.5,10000000000.0,False,max;12,0272;0,1672;12,1454;11,7908;12,1454
uniform-l1,1000.0,False,max;68,6170;0,1254;68,7057;68,7057;68,4397
uniform-l1,5000.0,False,max;65,2187;0,1672;65,3369;65,3369;64,9823
uniform-l1,10000.0,False,max;55,4965;0,7626;55,5851;54,5213;56,3830
uniform-l1,20000.0,False,max;40,5142;0,8221;41,2234;40,9574;39,3617
uniform-l1,50000.0,False,max;19,8877;0,3264;19,8582;19,5035;20,3014
uniform-l1,100000.0,False,max;8,3924;0,5236;7,9787;8,0674;9,1312
uniform-l2,5.0,False,max;68,6170;0,3830;68,9716;68,7943;68,0851
uniform-l2,10.0,False,max;68,1147;0,5336;68,3511;68,6170;67,3759
uniform-l2,20.0,False,max;64,2139;0,4820;63,9184;64,8936;63,8298
uniform-l2,50.0,False,max;47,9610;0,4403;47,6064;48,5816;47,6950
uniform-l2,100.0,False,max;31,3239;0,6568;32,1809;31,2057;30,5851
uniform-l2,200.0,False,max;12,9433;0,2895;12,5887;12,9433;13,2979
uniform-l10,0.05,False,max;68,6761;0,2542;68,9716;68,7057;68,3511
uniform-l10,0.1,False,max;68,6466;0,6156;68,3511;69,5035;68,0851
uniform-l10,0.2,False,max;65,6619;0,4710;65,6915;66,2234;65,0709
uniform-l10,0.5,False,max;52,0981;0,8136;53,1915;51,2411;51,8617
uniform-l10,1.0,False,max;35,4610;1,0211;36,7908;35,2837;34,3085
uniform-l10,2.0,False,max;14,7459;0,3264;14,3617;15,1596;14,7163
uniform-l50,0.02,False,max;68,6761;0,1507;68,8830;68,5284;68,6170
uniform-l50,0.05,False,max;68,2920;0,4820;68,7943;68,4397;67,6418
uniform-l50,0.1,False,max;64,7459;0,2925;64,8050;65,0709;64,3617
uniform-l50,0.2,False,max;54,5213;0,1448;54,3440;54,5213;54,6986
uniform-l50,0.5,False,max;31,5603;0,6905;32,3582;31,6489;30,6738
uniform-l50,1.0,False,max;11,0816;0,1254;10,9929;10,9929;11,2589
uniform-linf,0.02,False,max;68,6761;0,1106;68,7943;68,7057;68,5284
uniform-linf,0.05,False,max;67,8191;0,3830;67,9965;68,1738;67,2872
uniform-linf,0.1,False,max;63,2092;0,5067;63,9184;62,9433;62,7660
uniform-linf,0.2,False,max;49,4385;0,3987;50,0000;49,2021;49,1135
uniform-linf,0.5,False,max;27,1277;0,7660;28,1915;26,7730;26,4184
uniform-linf,1.0,False,max;8,2447;0,4030;8,1560;7,8014;8,7766
Class Separation Robustness;66,2234;0,3554;66,6076;66,3121;65,7506
imperceptible Robustness;68,5382;0,5488;68,7352;69,0898;67,7896
Average p-norm robustness;46,4180;0,2646;46,6988;46,4919;46,0634
