;config_418_avg
Standard_Acc;64,4518
RMSCE;0,0314
gaussian_noise;43,7000
shot_noise;42,5000
impulse_noise;44,5000
defocus_blur;29,9000
glass_blur;36,3000
motion_blur;42,5000
zoom_blur;36,3000
snow;35,2000
frost;41,0000
fog;47,1000
brightness;60,7000
contrast;53,3000
elastic_transform;55,7000
pixelate;55,8000
jpeg_compression;59,2000
speckle_noise;49,7000
gaussian_blur;29,8000
spatter;44,3000
saturate;57,3000
blue_noise_sample;45,4000
brownish_noise;59,9000
caustic_refraction;48,4000
checkerboard_cutout;41,0000
cocentric_sine_waves;30,2000
inverse_sparkles;30,6000
perlin_noise;51,8000
plasma_noise;47,7000
single_frequency_greyscale;43,4000
sparkles;57,9000
Acc_C-all-19;45,5158
Acc_C-original-15;45,5800
Acc_C-bar-10;45,6300
Acc_all-ex-pixelwise-noise-24;45,6375
RMSCE_C;0,0942
uniform-l1,1631.4,False,max;64,2303
uniform-l2,7.51,False,max;64,3411
uniform-linf,0.069,False,max;63,3444
uniform-l0.5,200000000.0,True,max;64,2303
uniform-l1,2500.0,True,max;64,8948
uniform-l2,8.0,True,max;63,8981
uniform-l10,0.07,True,max;64,7841
uniform-l50,0.035,True,max;64,5626
uniform-linf,0.015,True,max;64,3411
uniform-l0-impulse,0.01,True,max;61,9048
uniform-l0-impulse,0.02,True,max;59,9114
uniform-l0-impulse,0.05,True,max;52,6024
uniform-l0-impulse,0.1,True,max;43,5216
uniform-l0-impulse,0.2,True,max;32,7796
uniform-l0-impulse,0.5,True,max;18,7154
uniform-l0.5,200000000.0,False,max;63,7874
uniform-l0.5,500000000.0,False,max;61,3511
uniform-l0.5,1000000000.0,False,max;56,8106
uniform-l0.5,2000000000.0,False,max;43,8538
uniform-l0.5,5000000000.0,False,max;26,2458
uniform-l0.5,10000000000.0,False,max;16,5006
uniform-l1,1000.0,False,max;64,6733
uniform-l1,5000.0,False,max;63,5659
uniform-l1,10000.0,False,max;57,1429
uniform-l1,20000.0,False,max;45,7364
uniform-l1,50000.0,False,max;24,5847
uniform-l1,100000.0,False,max;11,8494
uniform-l2,5.0,False,max;64,3411
uniform-l2,10.0,False,max;64,2303
uniform-l2,20.0,False,max;62,4585
uniform-l2,50.0,False,max;52,4917
uniform-l2,100.0,False,max;35,6589
uniform-l2,200.0,False,max;18,0509
uniform-l10,0.05,False,max;64,3411
uniform-l10,0.1,False,max;64,6733
uniform-l10,0.2,False,max;62,5692
uniform-l10,0.5,False,max;55,7032
uniform-l10,1.0,False,max;40,6423
uniform-l10,2.0,False,max;18,4939
uniform-l50,0.02,False,max;64,5626
uniform-l50,0.05,False,max;64,2303
uniform-l50,0.1,False,max;62,4585
uniform-l50,0.2,False,max;57,2536
uniform-l50,0.5,False,max;35,9911
uniform-l50,1.0,False,max;14,7287
uniform-linf,0.02,False,max;64,5626
uniform-linf,0.05,False,max;64,1196
uniform-linf,0.1,False,max;62,2370
uniform-linf,0.2,False,max;53,0454
uniform-linf,0.5,False,max;30,5648
uniform-linf,1.0,False,max;11,6279
Class Separation Robustness;63,9719
imperceptible Robustness;64,4518
Average p-norm robustness;47,4898
