;config_445_avg;config_445_std;config_445_run_0;config_445_run_1;config_445_run_2
Standard_Acc;66,7553;0,3155;66,3121;66,9326;67,0213
RMSCE;0,0624;0,0072;0,0704;0,0639;0,0530
gaussian_noise;37,3935;0,8021;36,4566;38,4157;37,3083
shot_noise;36,0307;0,6182;35,1789;36,6269;36,2862
impulse_noise;35,2073;0,5126;35,4344;35,6899;34,4974
defocus_blur;22,7995;0,2236;22,9983;22,4872;22,9131
glass_blur;27,1153;0,7138;26,1499;27,8535;27,3424
motion_blur;33,1062;0,3830;32,8790;32,7939;33,6457
zoom_blur;31,7149;0,1062;31,6014;31,6865;31,8569
snow;33,1630;0,3287;32,7087;33,3049;33,4753
frost;32,6803;0,1448;32,8790;32,6235;32,5383
fog;43,3277;1,6301;44,8041;44,1227;41,0562
brightness;56,7575;0,7437;55,7070;57,3254;57,2402
contrast;49,6593;0,2508;49,7445;49,9148;49,3186
elastic_transform;54,9404;0,3187;54,5145;55,0256;55,2811
pixelate;55,7638;0,5664;55,4514;55,2811;56,5588
jpeg_compression;58,1772;0,3872;58,6882;57,7513;58,0920
speckle_noise;41,8228;0,7523;41,5673;42,8450;41,0562
gaussian_blur;25,7240;0,9737;26,2351;24,3612;26,5758
spatter;40,5735;0,7629;40,8859;39,5230;41,3118
saturate;52,8961;0,1840;52,6405;52,9813;53,0664
blue_noise_sample;39,2675;0,7058;40,2044;38,5009;39,0971
brownish_noise;57,6093;0,3431;57,4106;58,0920;57,3254
caustic_refraction;49,4605;0,9443;50,1704;48,1261;50,0852
checkerboard_cutout;48,4952;0,2442;48,4668;48,8075;48,2112
cocentric_sine_waves;28,3362;0,3212;28,7905;28,1090;28,1090
inverse_sparkles;33,8444;0,1062;33,9864;33,8160;33,7308
perlin_noise;48,2112;0,7261;47,7853;49,2334;47,6150
plasma_noise;42,0784;0,8546;41,3118;43,2709;41,6525
single_frequency_greyscale;34,8098;1,2830;36,5417;34,4123;33,4753
sparkles;59,7104;1,0386;60,6474;60,2215;58,2624
Acc_C-all-19;40,4659;0,0904;40,3434;40,5586;40,4958
Acc_C-original-15;40,5224;0,1566;40,3464;40,7269;40,4940
Acc_C-bar-10;44,1823;0,3211;44,5315;44,2589;43,7564
Acc_all-ex-pixelwise-noise-24;42,5398;0,0726;42,6249;42,5468;42,4475
RMSCE_C;0,1891;0,0085;0,1960;0,1943;0,1772
uniform-l1,1631.4,False,max;66,6667;0,2507;66,4894;67,0213;66,4894
uniform-l2,7.51,False,max;66,7553;0,5015;67,1099;67,1099;66,0461
uniform-linf,0.069,False,max;64,5981;1,0548;64,1844;66,0461;63,5638
uniform-l0.5,200000000.0,True,max;66,4894;0,1915;66,5780;66,6667;66,2234
uniform-l1,2500.0,True,max;66,6667;0,3761;66,9326;66,9326;66,1348
uniform-l2,8.0,True,max;66,6076;0,3987;66,8440;66,9326;66,0461
uniform-l10,0.07,True,max;66,6962;0,2740;66,9326;66,8440;66,3121
uniform-l50,0.035,True,max;66,8440;0,1448;66,6667;67,0213;66,8440
