;config_443_avg
Standard_Acc;61,4362
RMSCE;0,0665
gaussian_noise;48,8927
shot_noise;46,7632
impulse_noise;49,1482
defocus_blur;21,4651
glass_blur;27,1721
motion_blur;33,5605
zoom_blur;31,9421
snow;25,1278
frost;27,7683
fog;28,7905
brightness;45,0596
contrast;22,3169
elastic_transform;51,8739
pixelate;51,2777
jpeg_compression;54,8552
speckle_noise;50,2555
gaussian_blur;21,9761
spatter;39,0119
saturate;42,0784
blue_noise_sample;40,5451
brownish_noise;51,9591
caustic_refraction;50,2555
checkerboard_cutout;47,4446
cocentric_sine_waves;32,4532
inverse_sparkles;33,8160
perlin_noise;47,9557
plasma_noise;34,9233
single_frequency_greyscale;32,6235
sparkles;56,1329
Acc_C-all-19;37,8598
Acc_C-original-15;37,7342
Acc_C-bar-10;42,8109
Acc_all-ex-pixelwise-noise-24;37,9933
RMSCE_C;0,1399
uniform-l1,1631.4,False,max;61,7908
uniform-l2,7.51,False,max;61,6135
uniform-linf,0.069,False,max;60,2837
uniform-l0.5,200000000.0,True,max;61,3475
uniform-l1,2500.0,True,max;61,5248
uniform-l2,8.0,True,max;61,6135
uniform-l10,0.07,True,max;61,8794
uniform-l50,0.035,True,max;61,7908
uniform-linf,0.015,True,max;61,7908
uniform-l0-impulse,0.01,True,max;60,3723
uniform-l0-impulse,0.02,True,max;58,9539
uniform-l0-impulse,0.05,True,max;55,1418
uniform-l0-impulse,0.1,True,max;50,7979
uniform-l0-impulse,0.2,True,max;43,7057
uniform-l0-impulse,0.5,True,max;28,9007
uniform-l0.5,200000000.0,False,max;61,1702
uniform-l0.5,500000000.0,False,max;59,5745
uniform-l0.5,1000000000.0,False,max;56,4716
uniform-l0.5,2000000000.0,False,max;50,2660
uniform-l0.5,5000000000.0,False,max;39,5390
uniform-l0.5,10000000000.0,False,max;28,0142
uniform-l1,1000.0,False,max;61,7908
uniform-l1,5000.0,False,max;59,9291
uniform-l1,10000.0,False,max;57,8014
uniform-l1,20000.0,False,max;50,9752
uniform-l1,50000.0,False,max;36,8794
uniform-l1,100000.0,False,max;20,4787
uniform-l2,5.0,False,max;61,7021
uniform-l2,10.0,False,max;61,4362
uniform-l2,20.0,False,max;60,2837
uniform-l2,50.0,False,max;54,6986
uniform-l2,100.0,False,max;45,1241
uniform-l2,200.0,False,max;29,3440
uniform-l10,0.05,False,max;61,7021
uniform-l10,0.1,False,max;61,6135
uniform-l10,0.2,False,max;60,1950
uniform-l10,0.5,False,max;55,5851
uniform-l10,1.0,False,max;47,6064
uniform-l10,2.0,False,max;32,0922
uniform-l50,0.02,False,max;61,7908
uniform-l50,0.05,False,max;61,4362
uniform-l50,0.1,False,max;60,6383
uniform-l50,0.2,False,max;56,0284
uniform-l50,0.5,False,max;45,1241
uniform-l50,1.0,False,max;25,9752
uniform-linf,0.02,False,max;61,8794
uniform-linf,0.05,False,max;61,3475
uniform-linf,0.1,False,max;59,1312
uniform-linf,0.2,False,max;54,8759
uniform-linf,0.5,False,max;41,3121
uniform-linf,1.0,False,max;20,1241
Class Separation Robustness;61,2293
imperceptible Robustness;61,6578
Average p-norm robustness;50,5193
